dispatch_id,loading_id,date,year,month,omc_id,customer_name,product,depot,volume_liters,distance_km,truck_reg_number,driver_id,transport_tariff_kes,storage_tariff_kes,value_kes,dispatched_by
DISP-01824,LOAD-001824,2025-11-10,2025,11,OMC-007,Kobil,JETA1,Mombasa (KOSF),33451,10,KB78J,DRV-96146,1850,33451,35301,CLERK-MOM-KOS-02
DISP-02511,LOAD-002511,2025-08-03,2025,8,OMC-013,Lake Oil,LUB,Eldoret,31741,700,KB35G,DRV-12155,122869,31741,154610,CLERK-ELD-01
DISP-09270,LOAD-009270,22/09/2025,2025,9,OMC-019,Tanzania Petroleum,PMS,Mombasa (Kipevu),24339,5,KA57G,DRV-24447,673,24339,25012,CLERK-MOM-KIP-01
DISP-09569,LOAD-009569,18/10/2025,2025,10,OMC-007,Kobil,HFO,Mombasa (Kipevu),57676,5,KB33F,DRV-74651,1595,57676,59271,CLERK-MOM-KIP-01
DISP-04528,LOAD-004528,2025-12-11,2025,12,OMC-019,Tanzania Petroleum,HFO,Mombasa (KOSF),32027,10,KA85H,DRV-88184,1771,32028,33799,CLERK-MOM-KOS-01
DISP-04944,LOAD-004944,2026-04-08,2026,4,OMC-004,Gulf Energy,DPK,Mombasa (KOSF),56389,10,KC50D,DRV-5339,3276,59208,62484,CLERK-MOM-KOS-02
DISP-02988,LOAD-002988,2025-10-25,2025,10,OMC-014,Texol Energies,PMS,Mombasa (KOSF),38844,10,KB36G,DRV-54760,2148,38844,40992,CLERK-MOM-KOS-01
DISP-00908,LOAD-000908,2026-04-29,2026,4,OMC-013,Lake Oil,JETA1,Kisumu,26333,650,KB53G,DRV-12841,99447,27650,127097,CLERK-KIS-02
DISP-02667,LOAD-002667,04/10/2025,2025,10,OMC-006,Hashi Energy,LUB,Eldoret,29687,700,KA61J,DRV-88466,114918,29687,144605,CLERK-ELD-02
DISP-06599,LOAD-006599,2025-07-17,2025,7,OMC-020,Ethiopian Oil,LPG,Mombasa (Kipevu),23122,5,KB92G,DRV-18735,639,23122,23761,CLERK-MOM-KIP-01
DISP-06093,LOAD-006093,2026-06-15,2026,6,OMC-020,Ethiopian Oil,DPK,Mombasa (Kipevu),50794,5,KA65H,DRV-12002,1476,53334,54810,CLERK-MOM-KIP-02
DISP-07083,LOAD-007083,2025-12-26,2025,12,OMC-010,Tamoil,AGO,Mombasa (Kipevu),43505,5,KA67J,DRV-78103,1203,43505,44708,CLERK-MOM-KIP-01
DISP-06769,LOAD-006769,2025-10-18,2025,10,OMC-014,Texol Energies,DPK,Nairobi,43370,450,KA67G,DRV-13147,107926,43370,151296,CLERK-NAI-03
DISP-00275,LOAD-000275,2026-05-29,2026,5,OMC-001,TotalEnergies Kenya,HFO,Nairobi,28461,450,KB31G,DRV-20104,74411,29884,104295,CLERK-NAI-02
DISP-01819,LOAD-001819,2025-06-07,2025,6,OMC-015,Mombasa Petroleum,DPK,Nairobi,48906,450,KB15G,DRV-21205,121703,48906,170609,CLERK-NAI-03
DISP-03414,LOAD-003414,2025-12-26,2025,12,OMC-020,Ethiopian Oil,JETA1,Kisumu,27404,650,KB69G,DRV-30219,98504,27404,125908,CLERK-KIS-03
DISP-07462,LOAD-007462,2025-08-02,2025,8,OMC-002,Vivo Energy,DPK,Kisumu,26996,650,KB67F,DRV-11544,97037,26996,124033,CLERK-KIS-01
DISP-00856,LOAD-000856,2025-01-17,2025,1,OMC-011,Hass Petroleum,LPG,Eldoret,31848,700,KA84H,DRV-76338,123284,31848,155132,CLERK-ELD-03
DISP-05114,LOAD-005114,2025-07-12,2025,7,OMC-017,KAA Aviation,DPK,Kisumu,24318,650,KB84F,DRV-86850,87411,24318,111729,CLERK-KIS-02
DISP-05027,LOAD-005027,2025-08-06,2025,8,OMC-010,Tamoil,DPK,Nairobi,53326,450,KB71H,DRV-19358,132703,53326,186029,CLERK-NAI-02
DISP-06220,LOAD-006220,2025-04-25,2025,4,OMC-007,Kobil,HFO,Kisumu,41843,650,KA51H,DRV-34392,150405,41843,192248,CLERK-KIS-03
DISP-06999,LOAD-006999,2025-04-14,2025,4,OMC-016,KPA Marine,JETA1,Kisumu,40829,650,KB10H,DRV-26326,146760,40829,187589,CLERK-KIS-03
DISP-02800,LOAD-002800,2025-06-12,2025,6,OMC-016,KPA Marine,LUB,Eldoret,39104,700,KA14H,DRV-95102,151372,39104,190476,CLERK-ELD-03
DISP-08794,LOAD-008794,2025-04-24,2025,4,OMC-018,Uganda National Oil,PMS,Mombasa (Kipevu),44499,5,KB75G,DRV-55224,1230,44499,45729,CLERK-MOM-KIP-01
DISP-03215,LOAD-003215,2025-09-17,2025,9,OMC-015,Mombasa Petroleum,LUB,Mombasa (KOSF),36883,10,KA20J,DRV-54335,2040,36883,38923,CLERK-MOM-KOS-01
DISP-07828,LOAD-007828,2025-04-11,2025,4,OMC-019,Tanzania Petroleum,PMS,Nairobi,55555,450,KA47H,DRV-13375,138249,55555,193804,CLERK-NAI-03
DISP-02133,LOAD-002133,,2026,2,OMC-015,Mombasa Petroleum,LUB,Eldoret,35961,700,KA59J,DRV-27970,146253,37759,184012,CLERK-ELD-02
DISP-02538,LOAD-002538,2025-12-06,2025,12,OMC-009,Dalbit Petroleum,JETA1,Nairobi,52369,450,KB67F,DRV-29056,130320,52369,182689,CLERK-NAI-03
DISP-02710,LOAD-002710,2025-08-24,2025,8,OMC-002,Vivo Energy,PMS,Mombasa (Kipevu),39426,5,KB89F,DRV-71146,1090,39426,40516,CLERK-MOM-KIP-01
DISP-07965,LOAD-007965,2026-02-10,2026,2,OMC-008,National Oil,JETA1,Nairobi,54783,450,KB24H,DRV-21237,143230,57522,200752,CLERK-NAI-01
DISP-07421,LOAD-007421,2026-03-20,2026,3,OMC-005,PetroOil Kenya,LPG,Nairobi,35203,450,KC50D,DRV-5339,92040,36964,129004,CLERK-NAI-01
DISP-05639,LOAD-005639,2025-12-04,2025,12,OMC-011,Hass Petroleum,LPG,Nairobi,31328,450,KB93J,DRV-65733,77960,31328,109288,CLERK-NAI-01
DISP-06585,LOAD-006585,2025-10-01,2025,10,OMC-017,KAA Aviation,LUB,Kisumu,47380,650,KA58J,DRV-96889,170307,47380,217687,CLERK-KIS-02
DISP-06273,LOAD-006273,2026-05-30,2026,5,OMC-007,Kobil,LPG,Kisumu,22880,650,KA45F,DRV-87744,86406,24024,110430,CLERK-KIS-01
DISP-06936,LOAD-006936,2025-06-11,2025,6,OMC-013,Lake Oil,DPK,Mombasa (KOSF),39003,10,KA89H,DRV-44454,2157,39003,41160,CLERK-MOM-KOS-01
DISP-06713,LOAD-006713,2025-01-30,2025,1,OMC-009,Dalbit Petroleum,AGO,Kisumu,43021,650,KA60H,DRV-93776,154642,43022,197664,CLERK-KIS-01
DISP-08075,LOAD-008075,2025-05-23,2025,5,OMC-003,Rubis Energy,PMS,Kisumu,31428,650,KA68H,DRV-19582,112968,31428,144396,CLERK-KIS-03
DISP-01089,LOAD-001089,10/07/2025,2025,7,OMC-010,Tamoil,HFO,Eldoret,53870,700,KA91G,DRV-99591,208531,53870,262401,CLERK-ELD-03
DISP-05762,LOAD-005762,2025-10-28,2025,10,OMC-014,Texol Energies,AGO,Nairobi,37970,450,KA39H,DRV-57201,94488,37970,132458,CLERK-NAI-02
DISP-08987,LOAD-008987,2025-04-08,2025,4,OMC-018,Uganda National Oil,AGO,Eldoret,47793,700,KA88J,DRV-24682,185007,47793,232800,CLERK-ELD-02
DISP-03968,LOAD-003968,2026-04-30,2026,4,OMC-005,PetroOil Kenya,AGO,Kisumu,22813,650,KD18B,DRV-5339,86153,23954,110107,CLERK-KIS-02
DISP-04368,LOAD-004368,2025-07-22,2025,7,OMC-015,Mombasa Petroleum,PMS,Nairobi,55342,450,KB13J,DRV-96368,137719,55342,193061,CLERK-NAI-01
DISP-03851,LOAD-003851,2025-10-14,2025,10,OMC-017,KAA Aviation,LPG,Kisumu,31303,650,KB60F,DRV-80480,112519,31303,143822,CLERK-KIS-01
DISP-09918,LOAD-009918,2026-03-23,2026,3,OMC-011,Hass Petroleum,JETA1,Mombasa (Kipevu),25651,5,KA19F,DRV-88089,745,26934,27679,CLERK-MOM-KIP-02
DISP-01248,LOAD-001248,,2026,1,OMC-007,Kobil,AGO,Kisumu,23991,650,KA11J,DRV-26342,90602,25191,115793,CLERK-KIS-01
DISP-01435,LOAD-001435,2025-10-02,2025,10,OMC-020,Ethiopian Oil,DPK,Eldoret,59439,700,KA82G,DRV-68738,230088,59439,289527,CLERK-ELD-02
DISP-09485,LOAD-009485,2026-03-06,2026,3,OMC-012,Galana Energies,LUB,Mombasa (KOSF),37669,10,KD18B,DRV-5339,2189,39552,41741,CLERK-MOM-KOS-03
DISP-07691,LOAD-007691,2026-03-07,2026,3,OMC-013,Lake Oil,DPK,Eldoret,43938,700,KA32J,DRV-71721,178696,46135,224831,CLERK-ELD-01
DISP-02441,LOAD-002441,2026-03-25,2026,3,OMC-002,Vivo Energy,DPK,Eldoret,48580,700,KA81H,DRV-21754,197575,51009,248584,CLERK-ELD-02
DISP-03305,LOAD-003305,,2026,4,OMC-004,Gulf Energy,LUB,Mombasa (Kipevu),59856,5,KC50D,DRV-5339,1739,62849,64588,CLERK-MOM-KIP-03
DISP-02227,LOAD-002227,2025-05-28,2025,5,OMC-002,Vivo Energy,DPK,Kisumu,41994,650,KB24F,DRV-11009,150947,41994,192941,CLERK-KIS-01
DISP-06142,LOAD-006142,2025-01-19,2025,1,OMC-010,Tamoil,LPG,Mombasa (Kipevu),41837,5,KA82G,DRV-31538,1157,41837,42994,CLERK-MOM-KIP-02
DISP-06757,LOAD-006757,2025-11-08,2025,11,OMC-009,Dalbit Petroleum,HFO,Mombasa (Kipevu),34540,5,KB59F,DRV-14618,955,34540,35495,CLERK-MOM-KIP-03
DISP-06844,LOAD-006844,2025-09-25,2025,9,OMC-009,Dalbit Petroleum,JETA1,Mombasa (KOSF),47837,10,KB74H,DRV-80262,2645,47837,50482,CLERK-MOM-KOS-01
DISP-09152,LOAD-009152,2026-02-15,2026,2,OMC-005,PetroOil Kenya,JETA1,Mombasa (KOSF),39590,10,KD37D,DRV-8517,2300,41570,43870,CLERK-MOM-KOS-01
DISP-09024,LOAD-009024,2025-11-20,2025,11,OMC-008,National Oil,AGO,Kisumu,56948,650,KB39J,DRV-38277,204700,56948,261648,CLERK-KIS-01
DISP-01523,LOAD-001523,2025-04-07,2025,4,OMC-019,Tanzania Petroleum,AGO,Mombasa (Kipevu),50446,5,KA18J,DRV-90851,1395,50446,51841,CLERK-MOM-KIP-01
DISP-08201,LOAD-008201,2025-11-27,2025,11,OMC-002,Vivo Energy,AGO,Mombasa (Kipevu),35554,5,KA12G,DRV-77792,983,35554,36537,CLERK-MOM-KIP-02
DISP-07162,LOAD-007162,2026-02-15,2026,2,OMC-012,Galana Energies,PMS,Nairobi,31462,450,KC50D,DRV-3340,82260,33036,115296,CLERK-NAI-03
DISP-02242,LOAD-002242,2026-05-18,2026,5,OMC-001,TotalEnergies Kenya,DPK,Kisumu,47815,650,KA91H,DRV-87938,180573,50206,230779,CLERK-KIS-01
DISP-02124,LOAD-002124,2025-06-22,2025,6,OMC-003,Rubis Energy,LUB,Mombasa (KOSF),41682,10,KA80J,DRV-16300,2305,41682," KES 43,987 ",CLERK-MOM-KOS-01
DISP-08024,LOAD-008024,2025-06-06,2025,6,OMC-017,KAA Aviation,LUB,Mombasa (Kipevu),56872,5,KA51F,DRV-83392,1573,56872,58445,CLERK-MOM-KIP-03
DISP-07563,LOAD-007563,2026-05-16,2026,5,OMC-020,Ethiopian Oil,JETA1,Eldoret,39508,700,KA27F,DRV-10181,160679,41483,202162,CLERK-ELD-01
DISP-04551,LOAD-004551,2026-02-09,2026,2,OMC-004,Gulf Energy,AGO,Mombasa (KOSF),54299,10,KD17B,DRV-8517,3155,57014,60169,CLERK-MOM-KOS-03
DISP-08900,LOAD-008900,2025-08-29,2025,8,OMC-001,TotalEnergies Kenya,HFO,Eldoret,44864,700,KB72F,DRV-50898,173669,44864,218533,CLERK-ELD-02
DISP-02571,LOAD-002571,2026-04-28,2026,4,OMC-005,PetroOil Kenya,HFO,Eldoret,53135,700,KD37D,DRV-3340,216101,55792,271893,CLERK-ELD-02
DISP-02070,LOAD-002070,2026-06-20,2026,6,OMC-008,National Oil,LPG,Kisumu,49750,650,KB44G,DRV-22974,187881,52238,240119,CLERK-KIS-01
DISP-06341,LOAD-006341,30/04/2026,2026,4,OMC-004,Gulf Energy,DPK,Eldoret,27836,700,KD18B,DRV-7482,113209,29228,142437,CLERK-ELD-01
DISP-07922,LOAD-007922,2025-04-26,2025,4,OMC-010,Tamoil,AGO,Kisumu,59744,650,KB87F,DRV-12832,214750,59744,274494,CLERK-KIS-01
DISP-07893,LOAD-007893,2025-12-09,2025,12,OMC-011,Hass Petroleum,PMS,Mombasa (KOSF),51607,10,KB22J,DRV-27448,2854,51607,54461,CLERK-MOM-KOS-01
DISP-06958,LOAD-006958,2025-08-31,2025,8,OMC-002,Vivo Energy,DPK,Kisumu,45153,650,KA71F,DRV-76404,162302,45153,207455,CLERK-KIS-03
DISP-00280,LOAD-000280,2025-02-09,2025,2,OMC-020,Ethiopian Oil,AGO,Eldoret,40584,700,KA21J,DRV-96427,157102,40584,197686,CLERK-ELD-03
DISP-01003,LOAD-001003,2026-02-02,2026,2,OMC-006,Hashi Energy,AGO,Mombasa (Kipevu),33684,5,KB12F,DRV-18314,979,35368,36347,CLERK-MOM-KIP-02
DISP-02893,LOAD-002893,2025-12-12,2025,12,OMC-010,Tamoil,DPK,Nairobi,20613,450,KA47H,DRV-86083,51295,20613,71908,CLERK-NAI-02
DISP-03730,LOAD-003730,2025-02-26,2025,2,OMC-015,Mombasa Petroleum,DPK,Mombasa (Kipevu),55827,5,KB68H,DRV-20740,1544,55827,57371,CLERK-MOM-KIP-01
DISP-09350,LOAD-009350,2026-06-30,2026,6,OMC-006,Hashi Energy,JETA1,Mombasa (Kipevu),20969,5,KA74H,DRV-29640,609,22017,22626,CLERK-MOM-KIP-03
DISP-09682,LOAD-009682,2025-07-02,2025,7,OMC-006,Hashi Energy,HFO,Nairobi,41100,450,KB61J,DRV-35105,102277,41100,143377,CLERK-NAI-01
DISP-00343,LOAD-000343,2026-06-14,2026,6,OMC-002,Vivo Energy,LPG,Eldoret,24527,700,KB92J,DRV-21854,99751,25753,125504,CLERK-ELD-01
DISP-06137,LOAD-006137,2025-10-21,2025,10,OMC-014,Texol Energies,PMS,Nairobi,38600,450,KB95G,DRV-32857,96056,38600,134656,CLERK-NAI-02
DISP-04577,LOAD-004577,2025-05-06,2025,5,OMC-018,Uganda National Oil,JETA1,Mombasa (KOSF),53040,10,KA34F,DRV-99753,2933,53040," KES 55,973 ",CLERK-MOM-KOS-02
DISP-02059,LOAD-002059,2025-10-15,2025,10,OMC-020,Ethiopian Oil,LUB,Mombasa (Kipevu),28728,5,KB60G,DRV-27947,794,28728,29522,CLERK-MOM-KIP-01
DISP-01136,LOAD-001136,2026-03-25,2026,3,OMC-004,Gulf Energy,AGO,Kisumu,29854,650,KD17B,DRV-8517,112746,31347,144093,CLERK-KIS-01
DISP-09025,LOAD-009025,2025-06-14,2025,6,OMC-007,Kobil,HFO,Eldoret,33930,700,KB49J,DRV-70921,131343,33930,165273,CLERK-ELD-02
DISP-08060,LOAD-008060,2025-05-29,2025,5,OMC-015,Mombasa Petroleum,HFO,Eldoret,56461,700,KB63G,DRV-42663,218561,56461," KES 275,022 ",CLERK-ELD-03
DISP-03585,LOAD-003585,2026-04-14,2026,4,OMC-004,Gulf Energy,LPG,Mombasa (Kipevu),32293,5,KD18B,DRV-8517,938,33908,34846,CLERK-MOM-KIP-03
DISP-05723,LOAD-005723,2026-02-20,2026,2,OMC-005,PetroOil Kenya,LUB,Kisumu,58927,650,KD18B,DRV-7482,222538,61873,284411,CLERK-KIS-02
DISP-04078,LOAD-004078,2026-03-28,2026,3,OMC-004,Gulf Energy,LUB,Eldoret,46734,700,KD37D,DRV-3340,190067,49071,239138,CLERK-ELD-01
DISP-05167,LOAD-005167,2025-01-01,2025,1,OMC-014,Texol Energies,LPG,Nairobi,56259,450,KA12J,DRV-49038,140001,56259,196260,CLERK-NAI-03
DISP-05672,LOAD-005672,2026-03-13,2026,3,OMC-005,PetroOil Kenya,PMS,Kisumu,29306,650,KD37D,DRV-8517,110674,30771,141445,CLERK-KIS-03
DISP-04658,LOAD-004658,02/04/2025,2025,4,OMC-009,Dalbit Petroleum,JETA1,Eldoret,58935,700,KB14G,DRV-89377,228137,58935,287072,CLERK-ELD-01
DISP-01908,LOAD-001908,2026-03-31,2026,3,OMC-013,Lake Oil,DPK,Eldoret,41945,700,KB23H,DRV-55439,170590,44042,214632,CLERK-ELD-02
DISP-09087,LOAD-009087,2025-07-30,2025,7,OMC-015,Mombasa Petroleum,HFO,Kisumu,33513,650,KA62H,DRV-27365,120462,33513,153975,CLERK-KIS-01
DISP-07038,LOAD-007038,2025-01-06,2025,1,OMC-011,Hass Petroleum,JETA1,Nairobi,24532,450,KB54J,DRV-80712,61048,24532,85580,CLERK-NAI-01
DISP-03170,LOAD-003170,2025-06-08,2025,6,OMC-001,TotalEnergies Kenya,JETA1,Nairobi,50997,450,KA92J,DRV-32588,126906,50997,177903,CLERK-NAI-02
DISP-07113,LOAD-007113,2025-05-13,2025,5,OMC-002,Vivo Energy,JETA1,Eldoret,23507,700,KA74G,DRV-54630,90996,23507,114503,CLERK-ELD-01
DISP-02314,LOAD-002314,2026-01-08,2026,1,OMC-015,Mombasa Petroleum,AGO,Eldoret,34065,700,KA73J,DRV-87816,138542,35768,174310,CLERK-ELD-01
DISP-03002,LOAD-003002,2025-11-05,2025,11,OMC-016,KPA Marine,AGO,Nairobi,39392,450,KA27J,DRV-79241,98029,39393,137422,CLERK-NAI-01
DISP-03235,LOAD-003235,2026-05-13,2026,5,OMC-014,Texol Energies,HFO,Nairobi,44704,450,KA49G,DRV-57046,116879,46939,163818,CLERK-NAI-02
DISP-01459,LOAD-001459,2025-08-28,2025,8,OMC-013,Lake Oil,HFO,Nairobi,52659,450,KA57H,DRV-21420,131042,52659,183701,CLERK-NAI-03
DISP-03484,LOAD-003484,2026-01-30,2026,1,OMC-003,Rubis Energy,LUB,Mombasa (KOSF),32188,10,KA17J,DRV-56469,1870,33797,35667,CLERK-MOM-KOS-03
DISP-05031,LOAD-005031,2025-11-17,2025,11,OMC-007,Kobil,AGO,Eldoret,20226,700,KA23G,DRV-39832,78295,20226,98521,CLERK-ELD-01
DISP-08052,LOAD-008052,2025-10-11,2025,10,OMC-008,National Oil,HFO,Eldoret,45824,700,KA93F,DRV-27087,177385,45824,223209,CLERK-ELD-02
DISP-09111,LOAD-009111,2025-07-05,2025,7,OMC-006,Hashi Energy,AGO,Mombasa (Kipevu),49132,5,KA95G,DRV-25076,1358,49132,50490,CLERK-MOM-KIP-03
DISP-07808,LOAD-007808,2026-05-19,2026,5,OMC-020,Ethiopian Oil,LPG,Mombasa (KOSF),26661,10,KA88G,DRV-79620,1549,27994,29543,CLERK-MOM-KOS-01
DISP-02325,LOAD-002325,2026-06-19,2026,6,OMC-009,Dalbit Petroleum,PMS,Nairobi,56104,450,KB53G,DRV-75105,146684,58909,205593,CLERK-NAI-01
DISP-01150,LOAD-001150,2025-01-23,2025,1,OMC-011,Hass Petroleum,AGO,Nairobi,24983,450,KB45H,DRV-74958,62170,24983,87153,CLERK-NAI-01
DISP-06128,LOAD-006128,2026-06-23,2026,6,OMC-019,Tanzania Petroleum,HFO,Kisumu,31089,650,KB74F,DRV-89259,117408,32643," KES 150,051 ",CLERK-KIS-01
DISP-00473,LOAD-000473,2026-04-25,2026,4,OMC-010,Tamoil,AGO,Nairobi,53662,450,KA71H,DRV-29478,140299,56345,196644,CLERK-NAI-01
DISP-04682,LOAD-004682,2026-03-29,2026,3,OMC-009,Dalbit Petroleum,AGO,Eldoret,47249,700,KA98H,DRV-30678,192162,49611,241773,CLERK-ELD-02
DISP-03952,LOAD-003952,2026-02-14,2026,2,OMC-005,PetroOil Kenya,PMS,Kisumu,36744,650,KD17B,DRV-8517,138767,38582,177349,CLERK-KIS-01
DISP-04393,LOAD-004393,2026-06-27,2026,6,OMC-017,KAA Aviation,AGO,Nairobi,36697,450,KA84H,DRV-77205,95944,38532,134476,CLERK-NAI-03
DISP-04622,LOAD-004622,2025-12-13,2025,12,OMC-007,Kobil,DPK,Mombasa (KOSF),22419,10,KB21H,DRV-44319,1240,22419,23659,CLERK-MOM-KOS-02
DISP-02257,LOAD-002257,2025-11-03,2025,11,OMC-007,Kobil,PMS,Kisumu,31452,650,KB60F,DRV-94282,113054,31452,144506,CLERK-KIS-02
DISP-04306,LOAD-004306,2026-04-23,2026,4,OMC-004,Gulf Energy,HFO,Kisumu,23282,650,KD18B,DRV-3340,87924,24446,112370,CLERK-KIS-02
DISP-02662,LOAD-002662,2025-04-06,2025,4,OMC-018,Uganda National Oil,JETA1,Mombasa (Kipevu),38842,5,KA24H,DRV-15501,1074,38842,39916,CLERK-MOM-KIP-01
DISP-06867,LOAD-006867,2025-02-23,2025,2,OMC-013,Lake Oil,AGO,Mombasa (KOSF),35835,10,KA97H,DRV-44239,1982,35835,37817,CLERK-MOM-KOS-01
DISP-07031,LOAD-007031,2025-12-22,2025,12,OMC-007,Kobil,LUB,Eldoret,49232,700,KA42G,DRV-68222,190577,49232,239809,CLERK-ELD-01
DISP-00016,LOAD-000016,2026-06-02,2026,6,OMC-009,Dalbit Petroleum,JETA1,Nairobi,21763,450,KB16F,DRV-93136,56899,22851," KES 79,750 ",CLERK-NAI-03
DISP-04379,LOAD-004379,2025-11-18,2025,11,OMC-016,KPA Marine,JETA1,Eldoret,20040,700,KB97G,DRV-51084,77575,20040," KES 97,615 ",CLERK-ELD-01
DISP-00133,LOAD-000133,2025-11-12,2025,11,OMC-015,Mombasa Petroleum,HFO,Mombasa (KOSF),21812,10,KB42F,DRV-38560,1206,21812,23018,CLERK-MOM-KOS-02
DISP-07301,LOAD-007301,2025-08-15,2025,8,OMC-009,Dalbit Petroleum,LUB,Eldoret,26936,700,KB39H,DRV-16854,104269,26936,131205,CLERK-ELD-01
DISP-07717,LOAD-007717,13/04/2026,2026,4,OMC-010,Tamoil,JETA1,Nairobi,49133,450,KB30F,DRV-46873,128458,51590,180048,CLERK-NAI-02
DISP-06776,LOAD-006776,2026-01-17,2026,1,OMC-008,National Oil,AGO,Mombasa (Kipevu),43115,5,KA62F,DRV-83306,1252,45271,46523,CLERK-MOM-KIP-02
DISP-03791,LOAD-003791,2026-03-21,2026,3,OMC-004,Gulf Energy,HFO,Mombasa (Kipevu),27626,5,KD18B,DRV-8517,803,29008,29811,CLERK-MOM-KIP-02
DISP-09931,LOAD-009931,2025-08-10,2025,8,OMC-015,Mombasa Petroleum,LUB,Mombasa (Kipevu),59797,5,KA96H,DRV-76623,1653,59797,61450,CLERK-MOM-KIP-02
DISP-03725,LOAD-003725,2026-06-14,2026,6,OMC-015,Mombasa Petroleum,JETA1,Nairobi,26543,450,KB67H,DRV-35306,69397,27870,97267,CLERK-NAI-03
DISP-04302,LOAD-004302,2025-07-10,2025,7,OMC-017,KAA Aviation,JETA1,Nairobi,33054,450,KA46F,DRV-83194,82255,33054,115309,CLERK-NAI-02
DISP-03932,LOAD-003932,2025-06-30,2025,6,OMC-020,Ethiopian Oil,LPG,Kisumu,26104,650,KA75J,DRV-58593,93831,26104,119935,CLERK-KIS-01
DISP-03126,LOAD-003126,16/12/2025,2025,12,OMC-009,Dalbit Petroleum,LPG,Eldoret,50239,700,KA39H,DRV-86565,194475,50239,244714,CLERK-ELD-02
DISP-00690,LOAD-000690,2025-07-07,2025,7,OMC-018,Uganda National Oil,JETA1,Nairobi,40153,450,KB22G,DRV-79018,99921,40153," KES 140,074 ",CLERK-NAI-02
DISP-01050,LOAD-001050,2025-01-09,2025,1,OMC-017,KAA Aviation,HFO,Mombasa (KOSF),33384,10,KA36F,DRV-13853,1846,33384,35230,CLERK-MOM-KOS-03
DISP-03600,LOAD-003600,2025-08-27,2025,8,OMC-016,KPA Marine,AGO,Kisumu,38715,650,KA78G,DRV-60864,139161,38715,177876,CLERK-KIS-03
DISP-05276,LOAD-005276,2026-04-07,2026,4,OMC-005,PetroOil Kenya,AGO,Kisumu,24464,650,KD37D,DRV-7482,92388,25687,118075,CLERK-KIS-03
DISP-02501,LOAD-002501,2025-07-01,2025,7,OMC-002,Vivo Energy,AGO,Nairobi,49862,450,KB75J,DRV-16766,124082,49862,173944,CLERK-NAI-03
DISP-04955,LOAD-004955,,2026,4,OMC-005,PetroOil Kenya,LPG,Mombasa (KOSF),32770,10,KD18B,DRV-7482,1904,34408,36312,CLERK-MOM-KOS-02
DISP-03403,LOAD-003403,2025-07-07,2025,7,OMC-011,Hass Petroleum,AGO,Eldoret,41804,700,KB35F,DRV-11393,161823,41804,203627,CLERK-ELD-02
DISP-03455,LOAD-003455,2025-05-01,2025,5,OMC-009,Dalbit Petroleum,JETA1,Nairobi,52068,450,KB51G,DRV-42171,129571,52068,181639,CLERK-NAI-02
DISP-02950,LOAD-002950,2025-09-16,2025,9,OMC-011,Hass Petroleum,PMS,Kisumu,32704,650,KA80J,DRV-46341,117555,32704,150259,CLERK-KIS-01
DISP-01147,LOAD-001147,2025-05-09,2025,5,OMC-018,Uganda National Oil,LPG,Eldoret,29118,700,KA44J,DRV-79822,112716,29118,141834,CLERK-ELD-03
DISP-06955,LOAD-006955,2025-06-06,2025,6,OMC-020,Ethiopian Oil,LPG,Nairobi,23290,450,KA52F,DRV-93340,57957,23290,81247,CLERK-NAI-03
DISP-02625,LOAD-002625,2026-04-17,2026,4,OMC-003,Rubis Energy,LPG,Nairobi,50593,450,KB10J,DRV-53166,132275,53123,185398,CLERK-NAI-02
DISP-07163,LOAD-007163,2025-10-08,2025,10,OMC-014,Texol Energies,PMS,Kisumu,20863,650,KA25J,DRV-53631,74992,20863,95855,CLERK-KIS-01
DISP-06879,LOAD-006879,2026-06-02,2026,6,OMC-014,Texol Energies,HFO,Mombasa (KOSF),38806,10,KA81H,DRV-78420,2255,40746,43001,CLERK-MOM-KOS-01
DISP-03855,LOAD-003855,2026-03-24,2026,3,OMC-012,Galana Energies,LUB,Kisumu,40122,650,KD17B,DRV-5339,151521,42128,193649,CLERK-KIS-01
DISP-05161,LOAD-005161,2025-01-11,2025,1,OMC-001,TotalEnergies Kenya,LUB,Mombasa (KOSF),42329,10,KA64J,DRV-22419,2341,42329,44670,CLERK-MOM-KOS-02
DISP-06737,LOAD-006737,07/02/2026,2026,2,OMC-004,Gulf Energy,DPK,Mombasa (KOSF),53266,10,KD17B,DRV-3340,3095,55929,59024,CLERK-MOM-KOS-02
DISP-09958,LOAD-009958,2026-04-03,2026,4,OMC-004,Gulf Energy,DPK,Kisumu,59411,650,KD18B,DRV-7482,224366,62382,286748,CLERK-KIS-03
DISP-06788,LOAD-006788,2025-09-20,2025,9,OMC-006,Hashi Energy,LUB,Kisumu,20785,650,KB34G,DRV-21105,74712,20785,95497,CLERK-KIS-03
DISP-09372,LOAD-009372,2025-07-13,2025,7,OMC-013,Lake Oil,JETA1,Nairobi,25560,450,KB10F,DRV-82631,63606,25560,89166,CLERK-NAI-02
DISP-04645,LOAD-004645,2026-05-24,2026,5,OMC-003,Rubis Energy,HFO,Mombasa (KOSF),51845,10,KB44J,DRV-48125,3012,54437,57449,CLERK-MOM-KOS-02
DISP-05868,LOAD-005868,2025-12-20,2025,12,OMC-008,National Oil,HFO,Nairobi,57632,450,KB80J,DRV-38081,143417,57632,201049,CLERK-NAI-02
