invoice_id,dispatch_id,omc_id,customer_name,product,date,value_kes,prepared_by
INV-35781,DISP-01389,OMC-018,Uganda National Oil,JETA1,2026-04-01,52522,FIN-002
INV-70437,DISP-03845,OMC-003,Rubis Energy,LPG,2026-06-03,211995,FIN-002
INV-38584,DISP-07293,OMC-017,KAA Aviation,LPG,2025-05-29,225152,FIN-004
INV-69566,DISP-05240,OMC-015,Mombasa Petroleum,AGO,2025-06-13,174432,FIN-005
INV-57479,DISP-07685,OMC-007,Kobil,AGO,2025-01-14,46192,FIN-003
INV-97337,DISP-00293,OMC-002,Vivo Energy,AGO,2026-05-14,161876,FIN-005
INV-72503,DISP-01458,OMC-009,Dalbit Petroleum,PMS,2025-10-15,241712,FIN-004
INV-85408,DISP-05008,OMC-015,Mombasa Petroleum,DPK,2025-04-01," KES 37,442 ",FIN-004
INV-24328,DISP-02717,OMC-012,Galana Energies,LPG,2026-04-23,475480,FIN-004
INV-82999,DISP-08940,OMC-012,Galana Energies,LPG,2026-02-07,280869,FIN-002
INV-84097,DISP-07802,OMC-001,TotalEnergies Kenya,AGO,2025-01-02,105207,FIN-002
INV-30241,DISP-00304,OMC-005,PetroOil Kenya,HFO,2026-04-17," KES 166,989 ",FIN-001
INV-88854,DISP-02802,OMC-011,Hass Petroleum,DPK,2025-05-13,150889,FIN-005
INV-18486,DISP-05300,OMC-012,Galana Energies,HFO,2026-04-27,25376,FIN-005
INV-38737,DISP-09957,OMC-017,KAA Aviation,AGO,2025-08-26,34296,FIN-005
INV-25759,DISP-01302,OMC-006,Hashi Energy,DPK,2025-12-12,34416,FIN-001
INV-87149,DISP-00833,OMC-006,Hashi Energy,DPK,2025-02-06,154152,FIN-001
INV-86500,DISP-03108,OMC-007,Kobil,HFO,2025-07-19,43292,FIN-004
INV-45225,DISP-01012,OMC-004,Gulf Energy,LPG,2026-04-24,28786,FIN-003
INV-86194,DISP-08199,OMC-011,Hass Petroleum,LUB,2026-04-29,158025,FIN-001
INV-88329,DISP-02117,OMC-001,TotalEnergies Kenya,AGO,2025-04-20,164714,FIN-005
INV-75429,DISP-00230,OMC-003,Rubis Energy,DPK,04/05/2026,108219,FIN-003
INV-16654,DISP-03153,OMC-016,KPA Marine,DPK,2025-02-19,49833,FIN-002
INV-12305,DISP-08180,OMC-004,Gulf Energy,LPG,2026-04-28,136324,FIN-004
INV-26403,DISP-02336,OMC-012,Galana Energies,HFO,,59785,FIN-004
INV-23266,DISP-04699,OMC-016,KPA Marine,PMS,2025-01-03,97266,FIN-001
INV-35443,DISP-04635,OMC-020,Ethiopian Oil,LUB,2026-01-01,141215,FIN-003
INV-29571,DISP-07982,OMC-008,National Oil,HFO,2026-02-10,54568,FIN-005
INV-78669,DISP-02980,OMC-001,TotalEnergies Kenya,PMS,2025-01-12,92473,FIN-005
INV-66695,DISP-03622,OMC-010,Tamoil,DPK,29/06/2026,39635,FIN-003
INV-33526,DISP-04333,OMC-016,KPA Marine,LPG,2026-04-19,262851,FIN-002
INV-64665,DISP-01635,OMC-020,Ethiopian Oil,LUB,2025-08-08,174875,FIN-001
INV-43774,DISP-08891,OMC-020,Ethiopian Oil,JETA1,2025-02-13,53328,FIN-002
INV-20455,DISP-06878,OMC-015,Mombasa Petroleum,PMS,2025-05-19,61742,FIN-001
INV-36622,DISP-05209,OMC-015,Mombasa Petroleum,LPG,2025-09-24,32582,FIN-001
INV-83827,DISP-05610,OMC-015,Mombasa Petroleum,HFO,2026-01-12,109631,FIN-005
INV-93316,DISP-07347,OMC-017,KAA Aviation,HFO,2026-07-05," KES 174,789 ",FIN-003
INV-18049,DISP-01201,OMC-015,Mombasa Petroleum,DPK,2026-06-06,178427,FIN-001
INV-33990,DISP-08797,OMC-017,KAA Aviation,AGO,2025-07-23,41081,FIN-004
INV-29028,DISP-08952,OMC-009,Dalbit Petroleum,AGO,2025-05-25,166504,FIN-002
INV-35979,DISP-08354,OMC-016,KPA Marine,LPG,2025-07-01,227339,FIN-002
INV-73069,DISP-03260,OMC-007,Kobil,JETA1,2025-08-08,167716,FIN-005
INV-15202,DISP-04570,OMC-015,Mombasa Petroleum,LPG,2025-08-01,226921,FIN-002
INV-17258,DISP-07602,OMC-001,TotalEnergies Kenya,DPK,2025-07-28,211813,FIN-001
INV-79531,DISP-06822,OMC-010,Tamoil,LPG,2025-04-04,229969,FIN-004
INV-98373,DISP-02809,OMC-010,Tamoil,LPG,2025-06-12,204729,FIN-004
INV-35023,DISP-04302,OMC-017,KAA Aviation,JETA1,2025-07-16,116056,FIN-003
INV-84903,DISP-08893,OMC-014,Texol Energies,JETA1,2025-04-17,34510,FIN-004
INV-81208,DISP-03129,OMC-017,KAA Aviation,LUB,2025-08-30,215056,FIN-005
INV-15038,DISP-04381,OMC-005,PetroOil Kenya,PMS,2026-02-24,261290,FIN-004
INV-95686,DISP-05594,OMC-007,Kobil,LPG,2025-11-22,185921,FIN-002
INV-30773,DISP-09643,OMC-015,Mombasa Petroleum,PMS,2026-06-01,57541,FIN-005
INV-84583,DISP-04406,OMC-016,KPA Marine,LUB,2025-06-06,143769,FIN-001
INV-10541,DISP-02714,OMC-001,TotalEnergies Kenya,DPK,2025-04-18,150051,FIN-005
INV-10908,DISP-06871,OMC-007,Kobil,LPG,2025-04-28,236808,FIN-005
INV-50223,DISP-01787,OMC-018,Uganda National Oil,AGO,2025-03-27,41624,FIN-002
INV-91941,DISP-05569,OMC-009,Dalbit Petroleum,HFO,2026-01-05,106884,FIN-004
INV-72972,DISP-02499,OMC-002,Vivo Energy,DPK,2025-04-30,175901,FIN-002
INV-46473,DISP-04300,OMC-017,KAA Aviation,LPG,2025-11-11,60059,FIN-001
INV-41752,DISP-08288,OMC-020,Ethiopian Oil,LPG,24/10/2025,238812,FIN-003
INV-91276,DISP-07241,OMC-016,KPA Marine,DPK,,133607,FIN-003
INV-62525,DISP-04020,OMC-020,Ethiopian Oil,HFO,2026-03-21,197212,FIN-004
INV-97271,DISP-05636,OMC-019,Tanzania Petroleum,LPG,2026-01-03,207261,FIN-003
INV-92901,DISP-07049,OMC-016,KPA Marine,HFO,2026-05-18,171163,FIN-002
INV-15119,DISP-02618,OMC-003,Rubis Energy,AGO,2025-08-25," KES 111,468 ",FIN-004
INV-64755,DISP-00284,OMC-019,Tanzania Petroleum,JETA1,2025-12-24,24792,FIN-004
INV-73062,DISP-00199,OMC-014,Texol Energies,JETA1,2025-06-27,22138,FIN-005
INV-38417,DISP-07932,OMC-016,KPA Marine,PMS,2025-07-03,26895,FIN-001
INV-34891,DISP-09427,OMC-017,KAA Aviation,LUB,2026-05-16,26045,FIN-005
INV-47083,DISP-01833,OMC-015,Mombasa Petroleum,PMS,2025-02-07,188065,FIN-003
INV-69939,DISP-07470,OMC-010,Tamoil,LPG,,103029,FIN-003
INV-46638,DISP-01519,OMC-015,Mombasa Petroleum,LUB,2026-02-12,62461,FIN-004
INV-53093,DISP-00840,OMC-018,Uganda National Oil,LUB,2026-04-18,136108,FIN-003
INV-98369,DISP-02008,OMC-006,Hashi Energy,DPK,2025-01-18,190173,FIN-003
INV-88473,DISP-02746,OMC-007,Kobil,LUB,2025-06-18,164940,FIN-003
INV-31681,DISP-05357,OMC-006,Hashi Energy,HFO,2025-08-28,185019,FIN-001
INV-12104,DISP-00575,OMC-020,Ethiopian Oil,LPG,2025-03-11,290531,FIN-002
INV-99482,DISP-01537,OMC-017,KAA Aviation,LPG,2026-03-19,152994,FIN-005
INV-96109,DISP-05598,OMC-003,Rubis Energy,LPG,2026-05-15,170548,FIN-004
INV-82667,DISP-00027,OMC-020,Ethiopian Oil,LPG,28/11/2025,175076,FIN-005
INV-96176,DISP-00716,OMC-013,Lake Oil,AGO,2026-05-28,37235,FIN-002
INV-75634,DISP-05223,OMC-016,KPA Marine,LUB,2025-07-19," KES 30,462 ",FIN-004
INV-57104,DISP-01810,OMC-019,Tanzania Petroleum,LPG,2026-05-06,24829,FIN-005
INV-52401,DISP-00254,OMC-007,Kobil,HFO,2025-02-05,133134,FIN-005
INV-28052,DISP-02203,OMC-011,Hass Petroleum,LPG,2026-01-09,30660,FIN-005
INV-68288,DISP-07469,OMC-006,Hashi Energy,LPG,22/08/2025,244866,FIN-001
INV-30543,DISP-06916,OMC-011,Hass Petroleum,HFO,2025-10-27,109381,FIN-002
INV-40361,DISP-08573,OMC-019,Tanzania Petroleum,LPG,2025-02-04,21399,FIN-002
INV-88770,DISP-02048,OMC-010,Tamoil,LUB,2025-01-29,274359,FIN-001
INV-69507,DISP-09578,OMC-019,Tanzania Petroleum,DPK,2025-01-24,164104,FIN-004
INV-83030,DISP-01138,OMC-001,TotalEnergies Kenya,LUB,2025-08-11,25220,FIN-002
INV-91995,DISP-03973,OMC-018,Uganda National Oil,JETA1,2026-03-16,296339,FIN-004
INV-45752,DISP-03906,OMC-017,KAA Aviation,DPK,2025-07-08,155450,FIN-005
INV-73429,DISP-09777,OMC-016,KPA Marine,AGO,2026-01-20,154383,FIN-003
INV-21917,DISP-02597,OMC-019,Tanzania Petroleum,PMS,2025-11-30,49295,FIN-005
INV-76900,DISP-09361,OMC-001,TotalEnergies Kenya,DPK,2025-09-16,50451,FIN-003
INV-84741,DISP-09073,OMC-017,KAA Aviation,PMS,2026-06-18,215150,FIN-001
INV-25930,DISP-02484,OMC-019,Tanzania Petroleum,JETA1,2026-02-23,137846,FIN-002
INV-48838,DISP-01434,OMC-020,Ethiopian Oil,JETA1,23/05/2025,24096,FIN-001
INV-84262,DISP-05838,OMC-020,Ethiopian Oil,AGO,2025-10-08,162503,FIN-004
INV-25248,DISP-01216,OMC-006,Hashi Energy,LPG,2025-08-26,24713,FIN-005
INV-86063,DISP-05106,OMC-004,Gulf Energy,JETA1,2026-03-19,149924,FIN-001
INV-91283,DISP-06613,OMC-013,Lake Oil,JETA1,2025-01-30,94633,FIN-003
INV-95077,DISP-00976,OMC-004,Gulf Energy,JETA1,2026-03-12," KES 266,555 ",FIN-005
INV-56629,DISP-06815,OMC-016,KPA Marine,JETA1,2026-04-27,228589,FIN-002
INV-60303,DISP-07686,OMC-010,Tamoil,AGO,2025-07-18,21733,FIN-005
INV-74026,DISP-04230,OMC-013,Lake Oil,HFO,2026-03-06,43012,FIN-003
INV-19525,DISP-03705,OMC-015,Mombasa Petroleum,AGO,2025-02-17,226039,FIN-001
INV-59617,DISP-04548,OMC-006,Hashi Energy,DPK,2025-06-14,149725,FIN-003
INV-10440,DISP-00806,OMC-009,Dalbit Petroleum,LPG,13/01/2026,47712,FIN-001
INV-33516,DISP-02139,OMC-003,Rubis Energy,LPG,2025-10-22," KES 48,070 ",FIN-003
INV-37881,DISP-00065,OMC-014,Texol Energies,PMS,2025-06-10,100223,FIN-001
INV-14162,DISP-02606,OMC-014,Texol Energies,AGO,2025-10-18,146613,FIN-001
INV-50877,DISP-06185,OMC-007,Kobil,JETA1,2025-12-30,244909,FIN-005
INV-58713,DISP-01009,OMC-004,Gulf Energy,LUB,2026-03-20,116387,FIN-001
INV-22872,DISP-04820,OMC-012,Galana Energies,LPG,2026-03-31,199492,FIN-005
INV-97527,DISP-03102,OMC-003,Rubis Energy,AGO,2025-11-27,275743,FIN-001
INV-60043,DISP-06971,OMC-007,Kobil,PMS,2026-03-18,40923,FIN-005
INV-12618,DISP-00696,OMC-008,National Oil,DPK,2025-06-30,61874,FIN-005
INV-63876,DISP-06290,OMC-010,Tamoil,AGO,2025-09-14,136102,FIN-004
INV-79695,DISP-03207,OMC-010,Tamoil,AGO,2025-02-25,244376,FIN-001
INV-62958,DISP-08304,OMC-012,Galana Energies,LUB,2026-03-01,242904,FIN-005
INV-31172,DISP-03567,OMC-002,Vivo Energy,DPK,2025-02-06,215400,FIN-001
INV-41606,DISP-02715,OMC-009,Dalbit Petroleum,LPG,2025-11-03,192601,FIN-003
INV-72047,DISP-05289,OMC-009,Dalbit Petroleum,JETA1,2025-12-31,129823,FIN-003
INV-44566,DISP-03956,OMC-001,TotalEnergies Kenya,LPG,2025-05-31,36941,FIN-002
INV-43377,DISP-07216,OMC-003,Rubis Energy,LUB,2025-06-18,115278,FIN-001
INV-81993,DISP-00267,OMC-015,Mombasa Petroleum,LPG,2025-03-22,196160,FIN-003
INV-50033,DISP-09677,OMC-016,KPA Marine,DPK,2026-01-15,271671,FIN-002
INV-82350,DISP-00793,OMC-015,Mombasa Petroleum,JETA1,2025-02-04,279489,FIN-003
INV-20184,DISP-07034,OMC-002,Vivo Energy,AGO,2025-09-03,237448,FIN-002
INV-93038,DISP-05761,OMC-007,Kobil,AGO,2026-07-06,106298,FIN-003
INV-15737,DISP-01759,OMC-019,Tanzania Petroleum,LUB,2025-12-29,32014,FIN-002
INV-22163,DISP-03243,OMC-003,Rubis Energy,PMS,2026-06-02,129695,FIN-004
INV-83518,DISP-06329,OMC-013,Lake Oil,PMS,2025-08-09,33177,FIN-002
INV-51919,DISP-09153,OMC-003,Rubis Energy,JETA1,2025-08-05,271753,FIN-002
INV-52013,DISP-00352,OMC-007,Kobil,LUB,2025-01-07,294508,FIN-004
INV-35031,DISP-03163,OMC-009,Dalbit Petroleum,JETA1,09/02/2025,26351,FIN-005
INV-51572,DISP-00441,OMC-002,Vivo Energy,PMS,2025-09-15,58790,FIN-005
INV-63437,DISP-06126,OMC-014,Texol Energies,JETA1,2026-02-22,132137,FIN-005
INV-29040,DISP-06699,OMC-001,TotalEnergies Kenya,PMS,2025-07-15,36994,FIN-002
INV-52602,DISP-06685,OMC-019,Tanzania Petroleum,LUB,2025-05-08,44527,FIN-003
INV-14403,DISP-03236,OMC-017,KAA Aviation,LPG,2026-02-10,106722,FIN-002
INV-29129,DISP-02702,OMC-019,Tanzania Petroleum,HFO,2025-11-10,146102,FIN-001
INV-60338,DISP-04649,OMC-014,Texol Energies,DPK,2025-08-22,44647,FIN-001
INV-94321,DISP-04631,OMC-007,Kobil,LPG,2025-01-23,129205,FIN-002
INV-18320,DISP-05492,OMC-006,Hashi Energy,LPG,2025-05-13,53453,FIN-004
INV-44420,DISP-05440,OMC-017,KAA Aviation,AGO,2025-05-17,124346,FIN-004
INV-53108,DISP-08515,OMC-004,Gulf Energy,DPK,2026-04-05,62190,FIN-003
INV-16900,DISP-04160,OMC-012,Galana Energies,LPG,2026-02-18,194262,FIN-001
INV-73384,DISP-06325,OMC-010,Tamoil,PMS,,226732,FIN-001
INV-19770,DISP-08995,OMC-001,TotalEnergies Kenya,LUB,2025-10-21," KES 164,629 ",FIN-004
INV-76692,DISP-08024,OMC-017,KAA Aviation,LUB,2025-06-12,59389,FIN-001
INV-75911,DISP-04499,OMC-019,Tanzania Petroleum,DPK,2025-08-12,24237,FIN-004
INV-48270,DISP-01470,OMC-003,Rubis Energy,LUB,2026-04-30,39663,FIN-003
INV-13114,DISP-06333,OMC-016,KPA Marine,HFO,2025-02-24,262095,FIN-001
INV-80616,DISP-02707,OMC-005,PetroOil Kenya,HFO,2026-04-16,260851,FIN-005
INV-27891,DISP-00682,OMC-019,Tanzania Petroleum,DPK,30/10/2025,135153,FIN-002
INV-27328,DISP-04505,OMC-001,TotalEnergies Kenya,DPK,2026-02-22,276720,FIN-004
INV-23388,DISP-01342,OMC-004,Gulf Energy,DPK,2026-04-08,61746,FIN-005
INV-30797,DISP-07692,OMC-014,Texol Energies,JETA1,2025-02-27," KES 162,895 ",FIN-001
INV-85234,DISP-03821,OMC-002,Vivo Energy,AGO,2025-11-30,51731,FIN-002
INV-67554,DISP-08088,OMC-012,Galana Energies,HFO,2026-03-02,48949,FIN-003
INV-26952,DISP-05511,OMC-019,Tanzania Petroleum,LUB,,58700,FIN-002
INV-86929,DISP-05161,OMC-001,TotalEnergies Kenya,LUB,2025-01-16,45229,FIN-003
INV-43772,DISP-07744,OMC-015,Mombasa Petroleum,HFO,2025-04-24,175186,FIN-002
INV-84626,DISP-03328,OMC-003,Rubis Energy,DPK,2025-02-17,20853,FIN-003
INV-17825,DISP-04959,OMC-013,Lake Oil,JETA1,2025-03-11,25183,FIN-002
INV-79218,DISP-03428,OMC-019,Tanzania Petroleum,DPK,2025-02-16,21877,FIN-002
INV-71374,DISP-06415,OMC-014,Texol Energies,LPG,2025-12-02,152860,FIN-005
INV-29256,DISP-08927,OMC-011,Hass Petroleum,PMS,2025-09-12,29632,FIN-005
INV-36076,DISP-02752,OMC-002,Vivo Energy,JETA1,2025-02-23,129270,FIN-005
INV-81346,DISP-05480,OMC-008,National Oil,PMS,2025-05-02,60767,FIN-003
INV-14007,DISP-01761,OMC-005,PetroOil Kenya,DPK,2026-04-15,184040,FIN-004
INV-18911,DISP-09800,OMC-003,Rubis Energy,DPK,2025-01-21,241799,FIN-003
INV-92425,DISP-03665,OMC-013,Lake Oil,PMS,2025-10-24," KES 150,145 ",FIN-003
INV-15131,DISP-00301,OMC-019,Tanzania Petroleum,AGO,2026-06-22,49495,FIN-002
INV-41029,DISP-03472,OMC-008,National Oil,AGO,2025-12-21,177571,FIN-001
INV-32182,DISP-00526,OMC-019,Tanzania Petroleum,AGO,2026-01-09,59419,FIN-004
INV-53768,DISP-00889,OMC-002,Vivo Energy,JETA1,2025-07-25,182376,FIN-002
INV-67590,DISP-09182,OMC-005,PetroOil Kenya,JETA1,2026-04-14," KES 27,398 ",FIN-001
INV-33738,DISP-00903,OMC-011,Hass Petroleum,JETA1,2025-08-28,219576,FIN-005
INV-35973,DISP-02038,OMC-016,KPA Marine,DPK,2025-08-24,211911,FIN-001
INV-27433,DISP-01695,OMC-003,Rubis Energy,HFO,2026-06-08,40058,FIN-002
INV-99506,DISP-04629,OMC-005,PetroOil Kenya,JETA1,2026-03-28,81004,FIN-004
INV-84427,DISP-07987,OMC-002,Vivo Energy,LUB,2025-06-14,189009,FIN-004
INV-30309,DISP-08463,OMC-006,Hashi Energy,AGO,2025-05-28,173104,FIN-003
INV-84179,DISP-02627,OMC-015,Mombasa Petroleum,JETA1,2025-07-09,145159,FIN-002
INV-12385,DISP-02081,OMC-003,Rubis Energy,LUB,2025-04-19,95667,FIN-001
INV-26326,DISP-03592,OMC-001,TotalEnergies Kenya,HFO,2025-04-26,136727,FIN-003
INV-37134,DISP-05790,OMC-014,Texol Energies,PMS,2025-04-28,205135,FIN-004
INV-22219,DISP-07888,OMC-001,TotalEnergies Kenya,PMS,2025-10-16,215684,FIN-004
INV-77910,DISP-09890,OMC-018,Uganda National Oil,HFO,2025-10-11,39529,FIN-002
INV-12054,DISP-06569,OMC-007,Kobil,LUB,2025-04-17,187318,FIN-002
INV-33642,DISP-07766,OMC-011,Hass Petroleum,LUB,2025-10-08,21864,FIN-005
INV-43633,DISP-01248,OMC-007,Kobil,AGO,2026-01-28,113987,FIN-001
INV-32369,DISP-01929,OMC-008,National Oil,LPG,2025-06-25,106206,FIN-001
INV-76564,DISP-00446,OMC-019,Tanzania Petroleum,LPG,2026-06-03,45432,FIN-004
INV-65667,DISP-09309,OMC-008,National Oil,HFO,2025-08-18,237561,FIN-004
INV-94638,DISP-03641,OMC-009,Dalbit Petroleum,DPK,2025-04-21,145015,FIN-001
INV-28605,DISP-06025,OMC-010,Tamoil,JETA1,2025-07-24,48347,FIN-002
INV-93880,DISP-02455,OMC-006,Hashi Energy,DPK,13/11/2025,251861,FIN-004
INV-39596,DISP-02699,OMC-003,Rubis Energy,PMS,2025-05-18,49379,FIN-005
INV-58843,DISP-08632,OMC-018,Uganda National Oil,JETA1,2025-07-26,205239,FIN-004
INV-63513,DISP-01337,OMC-009,Dalbit Petroleum,PMS,2025-08-07,28375,FIN-004
INV-41236,DISP-08913,OMC-014,Texol Energies,JETA1,2025-12-18,120960,FIN-005
INV-58351,DISP-03350,OMC-001,TotalEnergies Kenya,LUB,2026-06-30,178305,FIN-003
INV-55430,DISP-02003,OMC-001,TotalEnergies Kenya,LUB,2025-07-27,257790,FIN-005
INV-37043,DISP-00765,OMC-003,Rubis Energy,PMS,2026-03-13,157867,FIN-001
INV-65544,DISP-01630,OMC-018,Uganda National Oil,AGO,," KES 142,305 ",FIN-004
INV-38128,DISP-00399,OMC-008,National Oil,LUB,2025-04-26,35623,FIN-005
INV-59747,DISP-02108,OMC-003,Rubis Energy,AGO,2026-05-15," KES 115,090 ",FIN-005
INV-59712,DISP-00306,OMC-001,TotalEnergies Kenya,AGO,2026-01-23,51944,FIN-002
INV-80120,DISP-01574,OMC-005,PetroOil Kenya,PMS,2026-05-04,53454,FIN-004
INV-93364,DISP-08229,OMC-018,Uganda National Oil,AGO,21/12/2025,290575,FIN-005
INV-64589,DISP-03731,OMC-018,Uganda National Oil,LPG,2025-05-14,44836,FIN-002
INV-51435,DISP-04144,OMC-012,Galana Energies,HFO,2026-04-22,64921,FIN-002
INV-97894,DISP-04326,OMC-015,Mombasa Petroleum,PMS,2026-03-11,64639,FIN-001
INV-19171,DISP-02014,OMC-002,Vivo Energy,HFO,2026-01-06,210668,FIN-005
INV-94166,DISP-05847,OMC-014,Texol Energies,DPK,2025-07-01,117000,FIN-004
INV-34402,DISP-05948,OMC-011,Hass Petroleum,LPG,2025-07-23,260027,FIN-004
INV-15979,DISP-09811,OMC-005,PetroOil Kenya,LPG,2026-04-05,57385,FIN-004
INV-30592,DISP-06112,OMC-014,Texol Energies,PMS,,53892,FIN-001
INV-74433,DISP-05443,OMC-001,TotalEnergies Kenya,LUB,2025-02-23,222534,FIN-004
INV-82777,DISP-09131,OMC-009,Dalbit Petroleum,LUB,2025-07-07,49430,FIN-005
INV-78069,DISP-08637,OMC-007,Kobil,LUB,2025-12-26,195858,FIN-005
INV-21217,DISP-01528,OMC-003,Rubis Energy,JETA1,2025-02-10,71577,FIN-003
INV-53817,DISP-02567,OMC-004,Gulf Energy,LPG,2026-03-31,517281,FIN-004
INV-62381,DISP-00856,OMC-011,Hass Petroleum,LPG,2025-01-22,153659,FIN-005
INV-73566,DISP-04366,OMC-016,KPA Marine,LPG,2025-06-01,56429,FIN-002
INV-58232,DISP-04514,OMC-003,Rubis Energy,PMS,,58495,FIN-004
INV-93086,DISP-02169,OMC-009,Dalbit Petroleum,AGO,2025-10-11,164392,FIN-001
INV-21337,DISP-06199,OMC-009,Dalbit Petroleum,AGO,2026-06-25,192033,FIN-004
INV-42417,DISP-05252,OMC-002,Vivo Energy,JETA1,2026-03-08,289314,FIN-004
INV-89149,DISP-06983,OMC-011,Hass Petroleum,LUB,2025-08-20,130700,FIN-002
INV-40388,DISP-08048,OMC-012,Galana Energies,DPK,2026-04-28,51352,FIN-002
INV-55931,DISP-06085,OMC-004,Gulf Energy,LPG,2026-03-05,86125,FIN-003
INV-93877,DISP-00538,OMC-005,PetroOil Kenya,AGO,2026-02-22,109465,FIN-002
INV-82001,DISP-08876,OMC-011,Hass Petroleum,LUB,2026-06-17,199174,FIN-003
INV-61820,DISP-08534,OMC-001,TotalEnergies Kenya,AGO,2026-02-28,253148,FIN-005
INV-71253,DISP-02604,OMC-018,Uganda National Oil,AGO,2026-05-22,44960,FIN-005
INV-86438,DISP-01545,OMC-016,KPA Marine,LPG,2025-11-04,44126,FIN-002
INV-56908,DISP-06125,OMC-003,Rubis Energy,LUB,2025-10-26,156117,FIN-005
INV-73093,DISP-09208,OMC-006,Hashi Energy,DPK,2026-05-27,274916,FIN-002
INV-88490,DISP-07770,OMC-007,Kobil,AGO,2025-11-14,218680,FIN-005
INV-75745,DISP-01307,OMC-013,Lake Oil,LUB,2026-05-11,192402,FIN-003
INV-39179,DISP-07225,OMC-003,Rubis Energy,HFO,2025-08-24,201378,FIN-001
INV-38882,DISP-02792,OMC-014,Texol Energies,LPG,2025-07-18,59377,FIN-005
INV-22936,DISP-08743,OMC-016,KPA Marine,LUB,2025-03-29,146683,FIN-001
INV-82244,DISP-06027,OMC-020,Ethiopian Oil,HFO,2025-08-29,38253,FIN-002
INV-82194,DISP-07368,OMC-005,PetroOil Kenya,DPK,2026-04-18,30817,FIN-005
INV-74028,DISP-05985,OMC-012,Galana Energies,DPK,2026-04-01,137420,FIN-004
INV-51130,DISP-06282,OMC-014,Texol Energies,PMS,2025-04-11,200600,FIN-004
INV-28522,DISP-07626,OMC-012,Galana Energies,JETA1,2026-04-22,50084,FIN-002
INV-85238,DISP-08923,OMC-004,Gulf Energy,DPK,2026-03-19,59248,FIN-003
INV-38933,DISP-00216,OMC-014,Texol Energies,LPG,2025-07-31,24577,FIN-003
INV-21358,DISP-04108,OMC-009,Dalbit Petroleum,HFO,2026-06-09,29370,FIN-005
INV-68714,DISP-02222,OMC-019,Tanzania Petroleum,PMS,2026-02-22,36778,FIN-001
INV-99962,DISP-07387,OMC-009,Dalbit Petroleum,LPG,2025-02-25,126003,FIN-001
INV-53018,DISP-06336,OMC-018,Uganda National Oil,LPG,2026-03-25,107834,FIN-003
INV-83589,DISP-01873,OMC-008,National Oil,DPK,2025-07-26,50155,FIN-004
INV-95542,DISP-02761,OMC-009,Dalbit Petroleum,LUB,2025-05-28," KES 40,855 ",FIN-003
INV-14666,DISP-08964,OMC-011,Hass Petroleum,HFO,2026-01-10,56800,FIN-002
INV-78591,DISP-04453,OMC-013,Lake Oil,JETA1,2025-12-21," KES 33,961 ",FIN-005
INV-80759,DISP-02625,OMC-003,Rubis Energy,LPG,2026-04-23,185171,FIN-004
INV-96386,DISP-09204,OMC-009,Dalbit Petroleum,PMS,2025-07-07,47877,FIN-003
INV-49872,DISP-04913,OMC-007,Kobil,HFO,2025-02-09,96630,FIN-001
INV-86561,DISP-05660,OMC-013,Lake Oil,AGO,2026-04-14,164688,FIN-003
INV-37477,DISP-06073,OMC-009,Dalbit Petroleum,AGO,2025-04-18,35301,FIN-001
INV-97202,DISP-01365,OMC-005,PetroOil Kenya,LPG,2026-05-02,252086,FIN-003
INV-12635,DISP-07025,OMC-013,Lake Oil,LPG,17/03/2025,23678,FIN-001
INV-23904,DISP-09535,OMC-017,KAA Aviation,LPG,2026-04-19,147098,FIN-003
INV-40960,DISP-07229,OMC-011,Hass Petroleum,PMS,2026-07-04,305740,FIN-002
INV-22392,DISP-06829,OMC-012,Galana Energies,HFO,2026-04-11,129220,FIN-001
INV-11420,DISP-08816,OMC-002,Vivo Energy,PMS,2025-11-28,26967,FIN-005
INV-33610,DISP-07370,OMC-006,Hashi Energy,DPK,2026-06-05,31414,FIN-005
INV-63545,DISP-02335,OMC-010,Tamoil,JETA1,2025-04-27,266486,FIN-003
INV-47023,DISP-04600,OMC-016,KPA Marine,AGO,,45311,FIN-001
INV-62966,DISP-07949,OMC-006,Hashi Energy,PMS,2025-07-10,226561,FIN-001
INV-20389,DISP-08494,OMC-007,Kobil,AGO,2026-05-11,106703,FIN-005
INV-97578,DISP-09885,OMC-001,TotalEnergies Kenya,DPK,2026-04-26,227425,FIN-003
INV-32506,DISP-06640,OMC-014,Texol Energies,LUB,2026-07-01,210197,FIN-005
INV-40305,DISP-02459,OMC-016,KPA Marine,AGO,2025-11-30,233978,FIN-003
INV-73221,DISP-07060,OMC-003,Rubis Energy,DPK,2026-01-19,55345,FIN-002
INV-67480,DISP-03558,OMC-015,Mombasa Petroleum,HFO,2025-09-12,278338,FIN-002
INV-64512,DISP-08680,OMC-003,Rubis Energy,HFO,2025-06-04,158373,FIN-001
INV-34625,DISP-07052,OMC-012,Galana Energies,PMS,2026-04-17,39133,FIN-001
INV-30515,DISP-04717,OMC-016,KPA Marine,LUB,2025-02-26,47535,FIN-003
INV-22794,DISP-05481,OMC-010,Tamoil,JETA1,2025-11-14,55968,FIN-003
INV-99203,DISP-07489,OMC-004,Gulf Energy,LPG,2026-04-02," KES 189,781 ",FIN-001
INV-29291,DISP-08521,OMC-007,Kobil,LUB,2025-03-03,35182,FIN-005
INV-94842,DISP-09948,OMC-009,Dalbit Petroleum,HFO,2026-04-12,285466,FIN-002
