payment_id,invoice_id,omc_id,customer_name,remitting_bank_account,date,value_kes,installment_no
PAY-30724,INV-31449,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2026-04-27,11697,2
PAY-85756,INV-68118,OMC-016,KPA Marine,GB31MOOJ96499091334123,2025-06-28,61856,1
PAY-89344,INV-88919,OMC-003,Rubis Energy,GB04LOQO13315098393010,2025-08-11,189717,1
PAY-40205,INV-92580,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2026-07-12,25095,2
PAY-53584,INV-87348,OMC-016,KPA Marine,GB31MOOJ96499091334123,2025-02-15,7181,2
PAY-94436,INV-70338,OMC-016,KPA Marine,GB31MOOJ96499091334123,2026-08-12,109383,1
PAY-81885,INV-75137,OMC-010,Tamoil,GB34EABH79176936763201,2026-02-17," KES 55,945 ",1
PAY-50653,INV-62050,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2026-08-20," KES 219,883 ",1
PAY-61756,INV-65486,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2025-08-19,202660,1
PAY-41367,INV-10316,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-06-04,14949,2
PAY-26772,INV-85276,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-06-14,126137,1
PAY-39822,INV-49810,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2026-07-13,114910,1
PAY-73739,INV-87925,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-04-14,73717,2
PAY-82462,INV-43863,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-04-25,94827,2
PAY-56145,INV-11851,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-03-28,145767,1
PAY-46865,INV-97167,OMC-013,Lake Oil,GB88TEHE71937452991241,2025-04-08,124117,1
PAY-66876,INV-24146,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2025-07-11,55444,2
PAY-57902,INV-37590,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-06-24,106155,2
PAY-23530,INV-80900,OMC-016,KPA Marine,GB31MOOJ96499091334123,2025-05-26,157037,1
PAY-48149,INV-28363,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2025-07-27,27633,1
PAY-13227,INV-43341,OMC-013,Lake Oil,GB88TEHE71937452991241,2025-10-30,103824,1
PAY-74877,INV-30263,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2026-01-02,61861,2
PAY-92404,INV-60373,OMC-013,Lake Oil,GB88TEHE71937452991241,08/02/2025,179982,1
PAY-27578,INV-88627,OMC-010,Tamoil,GB34EABH79176936763201,2026-07-15,292275,1
PAY-70842,INV-36457,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-07-11,15042,2
PAY-52252,INV-90484,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2026-02-24,28310,1
PAY-54949,INV-40634,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-05-23,104690,2
PAY-15621,INV-45180,OMC-003,Rubis Energy,GB04LOQO13315098393010,2026-06-20,27467,1
PAY-28483,INV-33710,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,2025-11-16,149739,1
PAY-41206,INV-79665,OMC-002,Vivo Energy,GB45OQIR01845146270482,2026-03-12,164060,1
PAY-96868,INV-46008,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-03-28,20729,1
PAY-95590,INV-90064,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-03-27,125688,1
PAY-29814,INV-83723,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2025-07-15,41033,1
PAY-66015,INV-71419,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,2026-06-17,180006,1
PAY-20985,INV-76882,OMC-006,Hashi Energy,GB05QCFC91361939909169,2025-12-06,66809,1
PAY-54147,INV-41005,OMC-016,KPA Marine,GB31MOOJ96499091334123,2026-01-06,161949,1
PAY-99041,INV-96559,OMC-003,Rubis Energy,GB04LOQO13315098393010,2025-10-14,51650,1
PAY-36518,INV-22595,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-02-21,155950,1
PAY-56511,INV-14633,OMC-014,Texol Energies,GB06ONXS45314737996507,2025-10-09,169286,1
PAY-31890,INV-79904,OMC-013,Lake Oil,GB88TEHE71937452991241,2025-09-14,135489,1
PAY-56634,INV-14569,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,2025-04-24,21778,2
PAY-74681,INV-73807,OMC-014,Texol Energies,GB06ONXS45314737996507,2025-06-29,104007,2
PAY-67386,INV-68847,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2025-10-18,40367,1
PAY-37166,INV-16298,OMC-016,KPA Marine,GB31MOOJ96499091334123,2026-02-13,36562,2
PAY-44822,INV-80487,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2026-03-12,57957,2
PAY-11862,INV-75522,OMC-016,KPA Marine,GB31MOOJ96499091334123,2025-07-15," KES 130,399 ",1
PAY-78613,INV-37817,OMC-006,Hashi Energy,GB05QCFC91361939909169,2026-06-05,60841,1
PAY-12178,INV-40813,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2026-04-06,50384,1
PAY-91189,INV-31219,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2025-03-07,58218,1
PAY-11118,INV-76113,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2025-12-31,13422,2
PAY-66851,INV-79803,OMC-007,Kobil,GB37IDDX82449353487401,2026-05-22,127696,1
PAY-76597,INV-83102,OMC-013,Lake Oil,GB88TEHE71937452991241,2026-04-19,25759,1
PAY-34534,INV-73579,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2025-11-07,156568,1
PAY-82183,INV-83098,OMC-008,National Oil,GB08NAFX56342160733754,2025-12-16,79067,1
PAY-73333,INV-21909,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2025-06-21,41092,1
PAY-55037,INV-86172,OMC-014,Texol Energies,GB06ONXS45314737996507,2025-08-27,57160,2
PAY-79258,INV-18026,OMC-006,Hashi Energy,GB05QCFC91361939909169,2026-05-10,34146,1
PAY-76174,INV-65482,OMC-018,Uganda National Oil,GB73JRAR61317127484677,2026-03-09,104427,1
PAY-10905,INV-88738,OMC-007,Kobil,GB37IDDX82449353487401,08/12/2025,28894,1
PAY-12589,INV-78421,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-05-11,147947,1
PAY-22229,INV-95480,OMC-006,Hashi Energy,GB05QCFC91361939909169,2026-06-04,186097,1
PAY-21743,INV-25949,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2025-09-05,120847,1
PAY-52609,INV-77611,OMC-002,Vivo Energy,GB45OQIR01845146270482,2026-06-30,155224,1
PAY-44708,INV-43607,OMC-014,Texol Energies,GB06ONXS45314737996507,2026-08-04," KES 89,596 ",2
PAY-93666,INV-94342,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-04-24,17229,1
PAY-30633,INV-67836,OMC-007,Kobil,GB37IDDX82449353487401,2025-09-20,227619,1
PAY-65384,INV-31027,OMC-014,Texol Energies,GB06ONXS45314737996507,2026-06-15,21636,2
PAY-65127,INV-25014,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2026-01-04,33445,1
PAY-41972,INV-33973,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2025-05-14,168441,1
PAY-37514,INV-98658,OMC-016,KPA Marine,GB31MOOJ96499091334123,2026-04-10,94410,1
PAY-62651,INV-65635,OMC-010,Tamoil,GB34EABH79176936763201,2026-01-04," KES 61,221 ",1
PAY-41525,INV-95029,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2026-07-14,49203,1
PAY-18708,INV-72021,OMC-003,Rubis Energy,GB04LOQO13315098393010,2025-03-26," KES 32,484 ",1
PAY-59840,INV-59226,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2025-03-08,136831,1
PAY-44062,INV-16880,OMC-013,Lake Oil,GB88TEHE71937452991241,2025-07-01,63555,1
PAY-96078,INV-20146,OMC-012,Galana Energies,GB89GWUW86379402654235,30/03/2026,118780,1
PAY-48757,INV-17209,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2026-04-27,34025,1
PAY-42611,INV-52577,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,2026-03-16,110487,1
PAY-58668,INV-95902,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,,41459,1
PAY-78842,INV-30104,OMC-013,Lake Oil,GB88TEHE71937452991241,2025-05-05,235916,1
PAY-67566,INV-98578,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-07-02,6382,2
PAY-70452,INV-49770,OMC-006,Hashi Energy,GB05QCFC91361939909169,2025-11-15," KES 166,197 ",1
PAY-40387,INV-25439,OMC-014,Texol Energies,GB06ONXS45314737996507,2025-10-19,36222,1
PAY-93285,INV-61474,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2026-02-08,84139,1
PAY-93262,INV-84140,OMC-013,Lake Oil,GB88TEHE71937452991241,2025-05-12,272300,1
PAY-69962,INV-69526,OMC-003,Rubis Energy,GB04LOQO13315098393010,2025-06-10,45214,1
PAY-40845,INV-47325,OMC-013,Lake Oil,GB88TEHE71937452991241,2025-03-26,164156,1
PAY-15817,INV-20111,OMC-016,KPA Marine,GB31MOOJ96499091334123,2026-07-05,153318,1
PAY-69347,INV-66964,OMC-006,Hashi Energy,GB05QCFC91361939909169,2026-08-30,22424,1
PAY-32142,INV-55714,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2025-08-16,29023,1
PAY-72193,INV-87332,OMC-018,Uganda National Oil,GB73JRAR61317127484677,2025-12-28,155936,1
PAY-78970,INV-52086,OMC-013,Lake Oil,GB88TEHE71937452991241,2025-03-15,257710,1
PAY-57056,INV-61065,OMC-002,Vivo Energy,GB45OQIR01845146270482,2025-11-18,145907,1
PAY-10024,INV-43421,OMC-008,National Oil,GB08NAFX56342160733754,2025-10-18,114947,1
PAY-98953,INV-96363,OMC-010,Tamoil,GB34EABH79176936763201,2025-05-30,281692,1
PAY-40818,INV-14121,OMC-012,Galana Energies,GB89GWUW86379402654235,08/04/2026,30186,1
PAY-18453,INV-66606,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2026-03-21,29141,1
PAY-29524,INV-65126,OMC-007,Kobil,GB37IDDX82449353487401,2025-04-11,66294,2
PAY-52252,INV-90484,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2026-02-24," KES 28,310 ",1
PAY-40554,INV-25371,OMC-008,National Oil,GB08NAFX56342160733754,2026-01-10,257312,1
PAY-73720,INV-80932,OMC-003,Rubis Energy,GB04LOQO13315098393010,15/12/2025,171333,1
PAY-96858,INV-34683,OMC-016,KPA Marine,GB31MOOJ96499091334123,2026-01-31,119686,1
PAY-30879,INV-49046,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2025-10-16,9394,2
PAY-76687,INV-62168,OMC-003,Rubis Energy,GB04LOQO13315098393010,2026-04-23,130006,1
PAY-56373,INV-16081,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-03-31,56408,2
PAY-16166,INV-71835,OMC-003,Rubis Energy,GB04LOQO13315098393010,2025-10-15,54189,1
PAY-15501,INV-96380,OMC-010,Tamoil,GB34EABH79176936763201,2025-11-17,183748,1
PAY-40238,INV-55457,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2025-08-18,33334,1
PAY-54872,INV-37048,OMC-008,National Oil,GB08NAFX56342160733754,2025-09-03,104422,1
PAY-36848,INV-19703,OMC-002,Vivo Energy,GB45OQIR01845146270482,2025-07-18,251617,1
PAY-73886,INV-18970,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2025-09-26,88669,1
PAY-39317,INV-82313,OMC-017,KAA Aviation,GB54HVSS04902787429671,2026-05-22,57158,1
PAY-75787,INV-82659,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-05-13,84301,2
PAY-31057,INV-14984,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2025-05-25,266483,1
PAY-50283,INV-77733,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2026-05-28,25555,1
PAY-15447,INV-98818,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-06-15,50207,1
PAY-11463,INV-35963,OMC-016,KPA Marine,GB31MOOJ96499091334123,2025-07-09,37729,1
PAY-31032,INV-37294,OMC-010,Tamoil,GB34EABH79176936763201,2026-05-08,31726,1
PAY-51455,INV-13879,OMC-010,Tamoil,GB34EABH79176936763201,2026-04-30," KES 65,260 ",1
PAY-24808,INV-49571,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-06-04,12755,2
PAY-84325,INV-50570,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-06-27,45653,2
PAY-46849,INV-17227,OMC-016,KPA Marine,GB31MOOJ96499091334123,2025-04-08,268112,1
PAY-85717,INV-68161,OMC-003,Rubis Energy,GB04LOQO13315098393010,01/05/2025,35502,1
PAY-18874,INV-21147,OMC-003,Rubis Energy,GB04LOQO13315098393010,2025-05-12,58299,1
PAY-81612,INV-84712,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-04-18,93769,1
PAY-84733,INV-42476,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,12/06/2025,47652,1
PAY-59724,INV-10395,OMC-002,Vivo Energy,GB45OQIR01845146270482,2025-12-09,160524,1
PAY-36910,INV-16408,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-06-22,14759,2
PAY-23484,INV-23899,OMC-002,Vivo Energy,GB45OQIR01845146270482,2026-05-16,31835,1
PAY-13559,INV-22253,OMC-003,Rubis Energy,GB04LOQO13315098393010,2025-08-16,108213,1
PAY-75658,INV-39893,OMC-016,KPA Marine,GB31MOOJ96499091334123,2026-03-11,17069,2
PAY-17111,INV-86005,OMC-018,Uganda National Oil,GB73JRAR61317127484677,2026-06-03,299263,1
PAY-40185,INV-73414,OMC-010,Tamoil,GB34EABH79176936763201,2026-06-08,43712,1
PAY-98293,INV-61885,OMC-014,Texol Energies,GB06ONXS45314737996507,2025-02-08,84177,1
PAY-40785,INV-20482,OMC-002,Vivo Energy,GB45OQIR01845146270482,2025-07-09,117284,1
PAY-17920,INV-95381,OMC-010,Tamoil,GB34EABH79176936763201,2026-03-04,141259,1
PAY-46638,INV-62505,OMC-010,Tamoil,GB34EABH79176936763201,2025-02-07,275785,1
PAY-97331,INV-38857,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2026-03-30,121553,1
PAY-65412,INV-90727,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2025-03-30,26028,1
PAY-59702,INV-64573,OMC-002,Vivo Energy,GB45OQIR01845146270482,2025-04-26,22803,2
PAY-49938,INV-72037,OMC-014,Texol Energies,GB06ONXS45314737996507,2026-07-24,13004,2
PAY-28353,INV-71696,OMC-017,KAA Aviation,GB54HVSS04902787429671,2025-09-01,249006,1
PAY-97793,INV-51287,OMC-002,Vivo Energy,GB45OQIR01845146270482,2026-03-19,171662,1
PAY-49529,INV-54513,OMC-016,KPA Marine,GB31MOOJ96499091334123,2026-04-10,268725,1
PAY-40509,INV-63916,OMC-002,Vivo Energy,GB45OQIR01845146270482,2026-02-01,27266,1
PAY-67933,INV-36484,OMC-016,KPA Marine,GB31MOOJ96499091334123,29/07/2026,12293,2
PAY-86132,INV-40601,OMC-017,KAA Aviation,GB54HVSS04902787429671,2025-07-26,27320,1
PAY-32105,INV-11801,OMC-013,Lake Oil,GB88TEHE71937452991241,2026-02-10,62528,1
PAY-52614,INV-50792,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2025-08-22,147272,1
PAY-38252,INV-66533,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2026-01-22,88613,1
PAY-36056,INV-33710,OMC-013,Lake Oil,GB88TEHE71937452991241,2026-01-16,21346,1
PAY-44106,INV-20643,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-04-07,36253,1
PAY-88456,INV-56727,OMC-007,Kobil,GB37IDDX82449353487401,2025-06-20,110972,1
PAY-93746,INV-48449,OMC-013,Lake Oil,GB88TEHE71937452991241,2026-01-19,235496,1
PAY-59118,INV-31885,OMC-008,National Oil,GB08NAFX56342160733754,2025-11-06,24204,1
PAY-98756,INV-56770,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2025-04-03,143825,1
PAY-22027,INV-75265,OMC-016,KPA Marine,GB31MOOJ96499091334123,2025-11-16," KES 63,680 ",2
PAY-56068,INV-18028,OMC-010,Tamoil,GB34EABH79176936763201,2025-02-22,35349,1
PAY-82926,INV-84150,OMC-018,Uganda National Oil,GB73JRAR61317127484677,,41076,1
PAY-51247,INV-84413,OMC-013,Lake Oil,GB88TEHE71937452991241,2026-06-16,103583,1
PAY-34041,INV-82102,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-05-15,104776,1
PAY-80062,INV-74776,OMC-003,Rubis Energy,GB04LOQO13315098393010,2026-01-17,22150,2
PAY-33729,INV-13859,OMC-013,Lake Oil,GB88TEHE71937452991241,2025-08-14,54857,1
PAY-50427,INV-26519,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-05-13," KES 218,245 ",1
PAY-31791,INV-74045,OMC-016,KPA Marine,GB31MOOJ96499091334123,2025-08-26,42439,1
PAY-52290,INV-31519,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-04-04,44103,1
PAY-74709,INV-49840,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-05-07,71789,2
PAY-24190,INV-89850,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2025-05-12,50740,1
PAY-83082,INV-63109,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-06-14,126771,2
PAY-21411,INV-34622,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2026-06-21,33001,1
PAY-64625,INV-29234,OMC-008,National Oil,GB08NAFX56342160733754,2026-05-31,211731,1
PAY-71991,INV-10465,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,2025-05-03,79477,1
PAY-29166,INV-80561,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2025-04-11,157408,1
PAY-77288,INV-20931,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,2026-06-29,36942,1
PAY-21076,INV-36547,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-04-02," KES 146,437 ",1
PAY-57394,INV-75487,OMC-017,KAA Aviation,GB54HVSS04902787429671,2025-09-19,120543,1
PAY-25597,INV-72323,OMC-006,Hashi Energy,GB05QCFC91361939909169,2026-08-22,23359,1
PAY-13938,INV-29959,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,2025-05-23,153969,1
PAY-21082,INV-18003,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,2025-04-25,234980,1
PAY-72670,INV-11420,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2025-03-25,101493,1
PAY-58657,INV-24764,OMC-018,Uganda National Oil,GB73JRAR61317127484677,2026-05-13,123940,1
PAY-24753,INV-29842,OMC-010,Tamoil,GB34EABH79176936763201,2025-06-27,198079,1
PAY-27687,INV-81608,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2026-04-14,140604,1
PAY-11275,INV-70757,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-02-28,20587,1
PAY-47034,INV-84145,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2025-04-30,258711,1
PAY-99707,INV-13864,OMC-007,Kobil,GB37IDDX82449353487401,2026-08-19,22346,2
PAY-79344,INV-41013,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2025-05-05,120793,1
PAY-50469,INV-35989,OMC-010,Tamoil,GB34EABH79176936763201,,34006,1
PAY-88175,INV-44330,OMC-013,Lake Oil,GB88TEHE71937452991241,2026-04-16,61066,1
PAY-87728,INV-70237,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,2026-08-22,55706,2
PAY-86788,INV-48479,OMC-003,Rubis Energy,GB04LOQO13315098393010,2026-03-25,30106,2
PAY-28570,INV-29993,OMC-007,Kobil,GB37IDDX82449353487401,2026-04-28,227308,1
PAY-26602,INV-16220,OMC-014,Texol Energies,GB06ONXS45314737996507,2025-08-06,119202,1
PAY-56428,INV-36372,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2025-02-27,164153,1
PAY-75068,INV-31966,OMC-003,Rubis Energy,GB04LOQO13315098393010,2025-02-12,57728,1
PAY-72280,INV-68893,OMC-014,Texol Energies,GB06ONXS45314737996507,2025-02-19,253155,1
PAY-89302,INV-52287,OMC-013,Lake Oil,GB88TEHE71937452991241,2025-12-21,169760,1
PAY-40969,INV-39487,OMC-013,Lake Oil,GB88TEHE71937452991241,2025-06-25,156875,1
PAY-19040,INV-80666,OMC-010,Tamoil,GB34EABH79176936763201,2026-01-29,249592,1
PAY-20155,INV-34970,OMC-017,KAA Aviation,GB54HVSS04902787429671,2025-06-23,259850,1
PAY-12077,INV-31344,OMC-010,Tamoil,GB34EABH79176936763201,02/03/2025,55533,1
PAY-88606,INV-23127,OMC-010,Tamoil,GB34EABH79176936763201,2025-04-13,117494,2
PAY-36475,INV-60725,OMC-006,Hashi Energy,GB05QCFC91361939909169,2025-12-25,33737,1
PAY-80005,INV-65208,OMC-013,Lake Oil,GB88TEHE71937452991241,2025-06-09,128389,1
PAY-22236,INV-71711,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,20/07/2026,41767,1
PAY-88151,INV-98748,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-04-07,29639,1
PAY-40048,INV-24463,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2026-06-02,157217,1
PAY-55418,INV-90457,OMC-013,Lake Oil,GB88TEHE71937452991241,2026-02-18,132880,1
PAY-90409,INV-80830,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2025-10-07,267181,1
PAY-67147,INV-55492,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,2026-03-06,283344,1
PAY-53090,INV-84599,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,2025-10-12,25025,1
PAY-73164,INV-33630,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-05-27,55713,1
PAY-30905,INV-50039,OMC-007,Kobil,GB37IDDX82449353487401,2026-08-09,189428,1
PAY-43502,INV-75201,OMC-006,Hashi Energy,GB05QCFC91361939909169,2025-03-11,49099,1
PAY-88168,INV-13247,OMC-006,Hashi Energy,GB05QCFC91361939909169,2026-08-01,143810,1
PAY-77501,INV-88489,OMC-006,Hashi Energy,GB05QCFC91361939909169,2026-04-26,201293,1
PAY-23358,INV-21438,OMC-007,Kobil,GB37IDDX82449353487401,2025-04-03,40609,1
PAY-95439,INV-83275,OMC-002,Vivo Energy,GB45OQIR01845146270482,2025-03-31,32264,1
PAY-17853,INV-67999,OMC-007,Kobil,GB37IDDX82449353487401,2025-08-19,39098,1
PAY-41611,INV-24789,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-06-08,17896,2
PAY-32306,INV-31764,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2025-04-16,28296,2
PAY-89775,INV-23237,OMC-014,Texol Energies,GB06ONXS45314737996507,2026-04-30,62512,1
PAY-76392,INV-16328,OMC-017,KAA Aviation,GB54HVSS04902787429671,2026-05-21,233347,1
PAY-21496,INV-81886,OMC-006,Hashi Energy,GB05QCFC91361939909169,2026-01-12,24059,1
PAY-47285,INV-85841,OMC-014,Texol Energies,GB06ONXS45314737996507,2026-04-30,236873,1
PAY-23115,INV-42682,OMC-017,KAA Aviation,GB54HVSS04902787429671,2025-10-09,36266,1
PAY-30222,INV-77972,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,06/04/2026,251728,1
PAY-78504,INV-55008,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2025-07-03,49940,1
PAY-21791,INV-64831,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-04-24,40860,1
PAY-16349,INV-96686,OMC-014,Texol Energies,GB06ONXS45314737996507,2026-04-05,183588,1
PAY-64102,INV-87499,OMC-017,KAA Aviation,GB54HVSS04902787429671,07/07/2026,28619,1
PAY-11235,INV-54972,OMC-004,Gulf Energy,GB89GWUW86379402654235,24/04/2026,206011,1
PAY-87564,INV-31589,OMC-002,Vivo Energy,GB45OQIR01845146270482,25/01/2026,242929,1
PAY-59651,INV-95859,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-07-18,7342,2
PAY-46842,INV-13734,OMC-006,Hashi Energy,GB05QCFC91361939909169,2026-01-18," KES 189,629 ",1
PAY-89918,INV-45301,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-06-19,13963,2
PAY-54340,INV-90978,OMC-017,KAA Aviation,GB54HVSS04902787429671,2025-11-18,155300,1
PAY-35365,INV-49318,OMC-006,Hashi Energy,GB05QCFC91361939909169,2025-11-07,42287,1
PAY-85173,INV-67714,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-05-20,39725,1
PAY-95789,INV-14557,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-05-01,99277,1
PAY-27645,INV-22155,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-05-31,20767,2
PAY-48176,INV-30180,OMC-017,KAA Aviation,GB54HVSS04902787429671,2026-01-04,60430,1
PAY-35896,INV-20424,OMC-007,Kobil,GB37IDDX82449353487401,2025-03-21,101987,1
PAY-82306,INV-64417,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,2026-05-22," KES 162,953 ",1
PAY-13365,INV-42676,OMC-013,Lake Oil,GB88TEHE71937452991241,2025-05-31,48059,1
PAY-76589,INV-24853,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2025-10-29,75041,2
PAY-57074,INV-13721,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2026-03-03,165282,1
PAY-77410,INV-45182,OMC-016,KPA Marine,GB31MOOJ96499091334123,2025-11-08,18677,1
PAY-53396,INV-80621,OMC-016,KPA Marine,GB31MOOJ96499091334123,2026-02-25,113453,2
PAY-13687,INV-95755,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,2025-05-11,171636,1
PAY-49043,INV-66717,OMC-014,Texol Energies,GB06ONXS45314737996507,2025-11-09,24163,2
PAY-35105,INV-86721,OMC-017,KAA Aviation,GB54HVSS04902787429671,2026-03-05," KES 240,331 ",1
PAY-76239,INV-87700,OMC-008,National Oil,GB08NAFX56342160733754,2026-08-22,16422,1
PAY-73799,INV-55282,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-06-11,24583,2
PAY-74610,INV-95812,OMC-017,KAA Aviation,GB54HVSS04902787429671,2025-08-04,170807,1
PAY-50781,INV-74039,OMC-010,Tamoil,GB34EABH79176936763201,2025-11-10,98276,1
PAY-20808,INV-61161,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2025-03-23,16275,1
PAY-51757,INV-48954,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-05-21,62776,2
PAY-82456,INV-91860,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2025-05-12,129328,1
PAY-35662,INV-21771,OMC-004,Gulf Energy,GB89GWUW86379402654235,,79367,1
PAY-62375,INV-72632,OMC-013,Lake Oil,GB88TEHE71937452991241,2026-03-29,76742,1
PAY-63093,INV-55688,OMC-018,Uganda National Oil,GB73JRAR61317127484677,2026-07-07,178429,1
PAY-80274,INV-76647,OMC-010,Tamoil,GB34EABH79176936763201,2025-09-20,227004,1
PAY-43394,INV-52810,OMC-006,Hashi Energy,GB05QCFC91361939909169,2025-02-03,125333,1
PAY-93782,INV-17010,OMC-006,Hashi Energy,GB05QCFC91361939909169,2026-06-12,33369,1
