loading_id,gantry_bay_id,meter_id,dispatch_id,omc_id,depot,product,physical_loaded_liters,temperature_c,density_kg_m3,loading_timestamp
LOAD-002148,BAY-12,MTR-289,DISP-02148,OMC-002,Mombasa (KOSF),DPK,54947,30.0,768.7,2026-04-10 19:16:54
LOAD-002764,BAY-03,MTR-214,DISP-02764,OMC-015,Eldoret,JETA1,55097,31.5,794.6,2025-01-29 06:40:07
LOAD-001862,BAY-08,MTR-831,DISP-01862,OMC-008,Nairobi,AGO,37590,30.8,778.3,2025-04-18 19:33:34
LOAD-002475,BAY-09,MTR-610,DISP-02475,OMC-004,Nairobi,DPK,40071,21.6,757.6,2026-04-07 09:34:11
LOAD-003532,BAY-01,MTR-809,DISP-03532,OMC-010,Kisumu,AGO,46292,30.3,817.3,2025-06-06 17:11:21
LOAD-004696,BAY-11,MTR-381,DISP-04696,OMC-006,Mombasa (KOSF),AGO,57394,21.9,795.6,2025-04-29 18:27:39
LOAD-003854,BAY-07,MTR-629,DISP-03854,OMC-014,Eldoret,JETA1,24240,28.8,720.9,2026-01-30 12:05:50
LOAD-006156,BAY-06,MTR-209,DISP-06156,OMC-014,Mombasa (KOSF),DPK,41173,30.4,786.7,2025-10-31 13:25:24
LOAD-003264,BAY-09,MTR-927,DISP-03264,OMC-017,Eldoret,LPG,43510,23.0,847.1,06/11/2025
LOAD-005264,BAY-09,MTR-990,DISP-05264,OMC-005,Mombasa (KOSF),LUB,57493,25.9,828.1,2026-02-16 16:49:22
LOAD-007719,BAY-08,MTR-994,DISP-07719,OMC-017,Mombasa (Kipevu),AGO,39407,28.8,731.3,2025-06-26 15:23:34
LOAD-005732,BAY-10,MTR-890,DISP-05732,OMC-006,Kisumu,HFO,51134,20.8,765.1,2026-05-05 08:21:49
LOAD-009516,BAY-05,MTR-465,DISP-09516,OMC-013,Kisumu,AGO,44547,27.8,748.2,2025-11-08 04:29:24
LOAD-007352,BAY-11,MTR-513,DISP-07352,OMC-006,Kisumu,HFO,40543,29.6,731.0,2025-05-15 03:21:03
LOAD-006965,BAY-08,MTR-825,DISP-06965,OMC-011,Nairobi,DPK,21073,25.4,848.0,2025-08-18 23:35:54
LOAD-003333,BAY-02,MTR-388,DISP-03333,OMC-008,Kisumu,DPK,32095,27.7,785.3,2025-01-17 00:33:13
LOAD-004591,BAY-10,MTR-264,DISP-04591,OMC-019,Mombasa (Kipevu),AGO,50405,30.2,788.5,2026-03-27 08:20:26
LOAD-008537,BAY-03,MTR-557,DISP-08537,OMC-010,Eldoret,AGO,44125,27.4,771.0,2025-09-01 12:19:08
LOAD-001582,BAY-11,MTR-891,DISP-01582,OMC-001,Mombasa (KOSF),JETA1,54542,27.7,745.6,2026-05-03 17:22:54
LOAD-000874,BAY-03,MTR-631,DISP-00874,OMC-016,Kisumu,HFO,52930,28.9,825.3,2025-02-09 02:13:39
LOAD-003788,BAY-01,MTR-779,DISP-03788,OMC-019,Mombasa (Kipevu),PMS,51990,26.6,779.8,2025-06-06 12:19:05
LOAD-008488,BAY-06,MTR-922,DISP-08488,OMC-009,Nairobi,HFO,34579,31.1,726.6,2025-06-18 02:16:57
LOAD-001934,BAY-04,MTR-665,DISP-01934,OMC-018,Mombasa (KOSF),HFO,47486,27.7,733.0,2025-12-17 03:06:24
LOAD-003579,BAY-06,MTR-119,DISP-03579,OMC-014,Mombasa (Kipevu),AGO,26932,21.7,774.8,
LOAD-000306,BAY-07,MTR-589,DISP-00306,OMC-019,Eldoret,AGO,25130,20.4,765.1,2025-10-09 17:52:10
LOAD-009280,BAY-06,MTR-722,DISP-09280,OMC-018,Mombasa (KOSF),JETA1,33729,25.5,780.9,2026-07-01 01:19:24
LOAD-007379,BAY-04,MTR-377,DISP-07379,OMC-019,Nairobi,JETA1,42842,26.7,823.6,2026-01-11 03:56:13
LOAD-009984,BAY-05,MTR-651,DISP-09984,OMC-019,Nairobi,DPK,28905,27.6,760.7,04/06/2025
LOAD-004898,BAY-06,MTR-279,DISP-04898,OMC-003,Kisumu,JETA1,29205,25.5,820.0,2025-06-30 00:34:31
LOAD-004750,BAY-12,MTR-556,DISP-04750,OMC-003,Nairobi,DPK,48817,21.1,755.5,2026-01-03 01:13:41
LOAD-004757,BAY-08,MTR-577,DISP-04757,OMC-005,Eldoret,HFO,51143,23.9,840.3,2026-02-16 05:28:00
LOAD-007251,BAY-11,MTR-612,DISP-07251,OMC-013,Eldoret,AGO,21913,30.9,778.1,2026-03-05 15:03:38
LOAD-007816,BAY-07,MTR-363,DISP-07816,OMC-017,Kisumu,LUB,33769,27.2,816.7,2025-02-04 10:24:07
LOAD-006386,BAY-05,MTR-187,DISP-06386,OMC-017,Nairobi,HFO,32407,22.9,805.7,2025-08-14 14:21:12
LOAD-007589,BAY-01,MTR-234,DISP-07589,OMC-003,Kisumu,HFO,44462,27.6,801.2,2025-08-23 15:35:12
LOAD-005835,BAY-04,MTR-301,DISP-05835,OMC-001,Eldoret,DPK,42965,24.6,804.5,2026-06-03 15:48:16
LOAD-003890,BAY-06,MTR-519,DISP-03890,OMC-013,Mombasa (KOSF),LUB,58335,31.8,730.8,2025-06-15 16:49:20
LOAD-003951,BAY-08,MTR-935,DISP-03951,OMC-016,Kisumu,DPK,52658,23.7,773.0,2025-06-14 16:09:15
LOAD-009180,BAY-08,MTR-259,DISP-09180,OMC-013,Kisumu,AGO,39542,29.2,791.9,
LOAD-005978,BAY-03,MTR-806,DISP-05978,OMC-018,Mombasa (Kipevu),LUB,52374,32.0,725.3,2025-08-02 18:56:14
LOAD-003791,BAY-03,MTR-154,DISP-03791,OMC-003,Mombasa (KOSF),PMS,20271,25.9,748.4,2026-01-31 17:15:05
LOAD-000601,BAY-12,MTR-490,DISP-00601,OMC-016,Kisumu,DPK,56407,29.4,845.6,2025-04-03 12:07:00
LOAD-002622,BAY-06,MTR-615,DISP-02622,OMC-018,Nairobi,JETA1,52153,30.9,751.0,2025-05-19 01:12:53
LOAD-002276,BAY-08,MTR-107,,OMC-012,Kisumu,DPK,44723,28.2,760.1,2026-04-21 17:04:29
LOAD-001883,BAY-01,MTR-560,DISP-01883,OMC-012,Mombasa (Kipevu),DPK,21560,21.1,812.6,2026-03-19 07:07:40
LOAD-005215,BAY-10,MTR-986,DISP-05215,OMC-012,Kisumu,PMS,54592,30.3,755.7,2026-02-06 22:36:23
LOAD-007340,BAY-03,MTR-711,DISP-07340,OMC-008,Mombasa (KOSF),HFO,46931,30.9,807.8,2025-09-09 14:36:16
LOAD-006947,BAY-05,MTR-865,DISP-06947,OMC-008,Nairobi,DPK,26827,21.4,813.8,2025-12-26 16:40:46
LOAD-000172,BAY-10,MTR-216,DISP-00172,OMC-011,Nairobi,LPG,43879,30.1,800.3,21/07/2025
LOAD-003287,BAY-12,MTR-778,DISP-03287,OMC-012,Nairobi,LPG,28988,28.6,791.4,2026-04-30 18:50:56
LOAD-008712,BAY-07,MTR-840,DISP-08712,OMC-008,Mombasa (KOSF),JETA1,34047,21.4,729.9,2025-12-28 18:03:47
LOAD-000283,BAY-03,MTR-283,DISP-00283,OMC-003,Mombasa (Kipevu),LPG,50288,26.8,833.4,2026-02-11 13:14:52
LOAD-006270,BAY-12,MTR-108,DISP-06270,OMC-003,Mombasa (KOSF),AGO,32455,24.7,742.6,28/09/2025
LOAD-008205,BAY-03,MTR-164,DISP-08205,OMC-006,Nairobi,DPK,23069,25.1,835.5,2025-04-08 10:12:30
LOAD-009447,BAY-11,MTR-954,DISP-09447,OMC-014,Mombasa (Kipevu),DPK,31096,26.5,749.6,2026-06-06 05:34:49
LOAD-005710,BAY-11,MTR-528,DISP-05710,OMC-010,Eldoret,AGO,38401,29.9,793.3,2026-01-29 13:43:06
LOAD-008147,BAY-04,MTR-889,DISP-08147,OMC-020,Kisumu,HFO,54669,27.5,794.1,2026-02-20 20:22:39
LOAD-001238,BAY-09,MTR-756,DISP-01238,OMC-008,Mombasa (KOSF),HFO,51447,23.8,773.1,2025-10-24 11:37:34
LOAD-007671,BAY-07,MTR-311,DISP-07671,OMC-011,Mombasa (KOSF),LUB,55195,20.7,751.1,2025-09-27 08:03:55
LOAD-006557,BAY-09,MTR-944,DISP-06557,OMC-008,Eldoret,AGO,58326,25.3,784.3,
LOAD-008875,BAY-10,MTR-440,DISP-08875,OMC-012,Nairobi,JETA1,47685,21.5,787.4,2026-03-21 19:05:17
LOAD-002273,BAY-11,MTR-717,DISP-02273,OMC-001,Kisumu,LUB,48161,21.1,847.6,2025-03-31 00:05:32
LOAD-006235,BAY-07,MTR-975,DISP-06235,OMC-003,Eldoret,JETA1,29156,31.0,792.8,2026-01-21 22:06:14
LOAD-004536,BAY-10,MTR-695,DISP-04536,OMC-010,Mombasa (Kipevu),DPK,51850,31.5,732.1,2025-11-14 10:25:58
LOAD-001708,BAY-05,MTR-345,DISP-01708,OMC-001,Eldoret,AGO,49015,24.8,794.8,2025-08-21 16:55:03
LOAD-001772,BAY-02,MTR-621,DISP-01772,OMC-014,Kisumu,JETA1,37086,24.8,836.7,27/08/2025
LOAD-007304,BAY-09,MTR-273,DISP-07304,OMC-019,Nairobi,PMS,46171,23.8,849.0,2025-04-24 21:05:07
LOAD-008520,BAY-04,MTR-573,DISP-08520,OMC-007,Mombasa (KOSF),LPG,40854,31.3,827.7,2025-06-10 20:49:24
LOAD-001684,BAY-04,MTR-323,DISP-01684,OMC-013,Mombasa (KOSF),LPG,36468,27.2,724.3,2025-10-27 20:38:58
LOAD-006889,BAY-06,MTR-512,DISP-06889,OMC-004,Eldoret,LUB,23450,29.1,768.2,2026-03-17 04:50:37
LOAD-003306,BAY-07,MTR-633,DISP-03306,OMC-013,Nairobi,PMS,47286,29.6,819.9,10/06/2026
LOAD-001826,BAY-07,MTR-909,DISP-01826,OMC-010,Kisumu,PMS,24970,25.0,787.2,2026-04-05 22:43:45
LOAD-002384,BAY-12,MTR-997,DISP-02384,OMC-013,Mombasa (KOSF),DPK,49091,23.0,742.6,2026-07-01 06:13:10
LOAD-004546,BAY-12,MTR-988,DISP-04546,OMC-010,Kisumu,LPG,25515,25.7,849.9,2025-06-27 07:54:33
LOAD-004693,BAY-01,MTR-541,DISP-04693,OMC-019,Eldoret,PMS,57413,30.8,803.6,2026-04-20 13:21:16
LOAD-007698,BAY-08,MTR-826,DISP-07698,OMC-018,Eldoret,PMS,49993,25.2,742.7,2026-03-21 18:15:39
LOAD-006313,BAY-12,MTR-102,DISP-06313,OMC-007,Eldoret,LPG,49980,28.5,785.6,2025-04-15 17:25:28
LOAD-002267,BAY-06,MTR-855,DISP-02267,OMC-010,Kisumu,LPG,49064,26.6,801.3,2025-08-19 13:41:57
LOAD-007611,BAY-12,MTR-742,DISP-07611,OMC-018,Mombasa (KOSF),JETA1,24010,22.7,804.3,2025-09-12 23:00:37
LOAD-006679,BAY-03,MTR-426,DISP-06679,OMC-001,Mombasa (KOSF),AGO,27445,30.7,788.5,2026-02-18 22:46:54
LOAD-005702,BAY-03,MTR-831,DISP-05702,OMC-003,Eldoret,LPG,55183,28.1,831.7,2025-05-16 06:26:04
LOAD-003097,BAY-10,MTR-772,DISP-03097,OMC-002,Kisumu,JETA1,59871,22.4,736.7,2025-10-19 03:36:21
LOAD-003777,BAY-10,MTR-187,DISP-03777,OMC-013,Mombasa (Kipevu),AGO,58283,21.5,846.2,2025-06-16 23:27:06
LOAD-006473,BAY-07,MTR-781,DISP-06473,OMC-003,Nairobi,HFO,38339,26.2,821.1,2026-06-18 08:19:05
LOAD-001351,BAY-10,MTR-732,DISP-01351,OMC-003,Eldoret,AGO,26042,24.3,797.8,
LOAD-008348,BAY-06,MTR-599,DISP-08348,OMC-017,Mombasa (Kipevu),LPG,38099,30.4,758.3,2025-06-29 13:36:46
LOAD-007111,BAY-03,MTR-675,DISP-07111,OMC-017,Mombasa (Kipevu),PMS,35542,23.5,756.6,2026-05-11 05:15:08
LOAD-005619,BAY-11,MTR-735,DISP-05619,OMC-004,Kisumu,LUB,53357,26.8,807.2,2026-03-08 08:55:09
LOAD-004839,BAY-03,MTR-352,DISP-04839,OMC-008,Nairobi,HFO,30026,26.5,721.6,2025-12-27 22:32:41
LOAD-002875,BAY-06,MTR-444,DISP-02875,OMC-011,Nairobi,DPK,57352,28.5,805.1,2025-05-16 13:28:43
LOAD-003261,BAY-02,MTR-510,DISP-03261,OMC-013,Eldoret,JETA1,41391,26.8,784.8,2025-01-10 21:44:46
LOAD-006762,BAY-04,MTR-325,DISP-06762,OMC-012,Nairobi,JETA1,47194,30.6,838.0,2026-04-03 01:50:16
LOAD-003475,BAY-07,MTR-868,DISP-03475,OMC-008,Mombasa (KOSF),PMS,59317,25.7,760.6,2025-04-10 14:09:42
LOAD-002313,BAY-11,MTR-938,DISP-02313,OMC-013,Mombasa (Kipevu),LPG,31052,24.1,844.8,05/01/2026
LOAD-008975,BAY-03,MTR-160,,OMC-012,Mombasa (Kipevu),LUB,58182,31.6,778.5,2026-02-22 04:08:23
LOAD-009058,BAY-02,MTR-223,DISP-09058,OMC-002,Nairobi,PMS,47806,28.5,824.6,2026-02-19 18:41:43
LOAD-006740,BAY-05,MTR-224,DISP-06740,OMC-011,Eldoret,LUB,20102,22.1,766.5,2025-10-29 00:14:43
LOAD-002751,BAY-02,MTR-661,DISP-02751,OMC-017,Mombasa (KOSF),LUB,51418,30.0,781.0,2025-10-08 18:45:30
LOAD-005334,BAY-11,MTR-816,DISP-05334,OMC-018,Mombasa (Kipevu),PMS,44307,24.3,790.8,
LOAD-006373,BAY-11,MTR-241,DISP-06373,OMC-012,Eldoret,AGO,55026,24.0,838.6,2026-03-26 23:35:36
LOAD-008501,BAY-09,MTR-637,DISP-08501,OMC-001,Mombasa (Kipevu),LPG,23566,25.1,819.5,2025-04-01 23:50:26
LOAD-008812,BAY-04,MTR-418,DISP-08812,OMC-003,Kisumu,LPG,45420,28.7,803.5,2025-07-19 17:40:58
LOAD-003049,BAY-01,MTR-900,DISP-03049,OMC-020,Nairobi,JETA1,37363,24.6,770.2,2026-02-20 22:30:59
LOAD-003440,BAY-08,MTR-278,DISP-03440,OMC-017,Eldoret,DPK,21442,20.4,768.5,2025-10-29 03:16:10
LOAD-000650,BAY-05,MTR-742,DISP-00650,OMC-007,Mombasa (Kipevu),JETA1,29752,20.3,725.8,2025-05-23 17:29:30
LOAD-008194,BAY-04,MTR-919,DISP-08194,OMC-014,Eldoret,DPK,57884,27.8,835.7,2026-05-09 08:30:41
LOAD-008869,BAY-08,MTR-357,DISP-08869,OMC-001,Mombasa (KOSF),JETA1,21609,29.9,730.0,2025-06-20 22:18:35
LOAD-007085,BAY-05,MTR-672,DISP-07085,OMC-019,Eldoret,PMS,33364,20.3,806.2,2025-08-23 03:35:15
LOAD-000775,BAY-11,MTR-300,DISP-00775,OMC-017,Eldoret,AGO,35048,21.8,825.8,2025-11-22 06:55:55
LOAD-006812,BAY-04,MTR-938,DISP-06812,OMC-016,Mombasa (KOSF),JETA1,26990,26.2,835.1,24/06/2025
LOAD-006111,BAY-09,MTR-727,DISP-06111,OMC-006,Kisumu,AGO,54197,24.1,747.0,2025-03-05 17:42:41
LOAD-003590,BAY-07,MTR-343,DISP-03590,OMC-017,Mombasa (Kipevu),PMS,25649,31.7,743.7,2025-10-08 22:03:04
LOAD-003330,BAY-03,MTR-680,DISP-03330,OMC-005,Eldoret,LUB,39182,28.0,722.9,2026-04-12 11:07:20
LOAD-009919,BAY-10,MTR-284,DISP-09919,OMC-020,Mombasa (KOSF),DPK,26099,31.9,818.8,2026-06-10 22:36:05
LOAD-006036,BAY-08,MTR-307,,OMC-009,Mombasa (KOSF),AGO,31229,28.7,733.5,2025-04-13 00:28:51
LOAD-004013,BAY-12,MTR-585,DISP-04013,OMC-015,Mombasa (Kipevu),AGO,39864,21.5,843.5,2025-03-27 21:11:20
LOAD-002697,BAY-07,MTR-895,DISP-02697,OMC-014,Nairobi,LPG,42639,25.5,825.1,2026-04-04 15:21:55
LOAD-007683,BAY-04,MTR-529,DISP-07683,OMC-012,Eldoret,PMS,50715,31.4,734.9,2026-02-26 13:25:31
LOAD-006993,BAY-10,MTR-538,DISP-06993,OMC-001,Kisumu,DPK,27907,26.9,744.0,2025-01-14 23:28:55
LOAD-007608,BAY-10,MTR-636,DISP-07608,OMC-005,Nairobi,LUB,36907,27.6,798.6,2026-03-09 04:10:07
LOAD-009686,BAY-09,MTR-182,DISP-09686,OMC-011,Eldoret,AGO,37783,26.0,738.0,2025-06-22 15:58:02
LOAD-007685,BAY-02,MTR-511,DISP-07685,OMC-008,Eldoret,HFO,40878,25.6,767.7,2025-05-24 05:58:41
LOAD-005102,BAY-01,MTR-113,DISP-05102,OMC-003,Eldoret,DPK,50918,26.6,739.9,2025-04-21 19:13:36
LOAD-000146,BAY-04,MTR-923,DISP-00146,OMC-015,Eldoret,LPG,44117,28.7,792.7,2026-01-15 03:21:59
LOAD-000187,BAY-03,MTR-521,DISP-00187,OMC-005,Nairobi,JETA1,48897,25.3,748.2,2026-02-09 19:18:54
LOAD-005760,BAY-07,MTR-305,DISP-05760,OMC-018,Eldoret,HFO,26909,24.0,763.8,2025-05-26 07:20:43
LOAD-004612,BAY-12,MTR-278,DISP-04612,OMC-019,Kisumu,LPG,21699,21.1,785.0,2026-03-22 19:39:46
LOAD-003965,BAY-12,MTR-214,DISP-03965,OMC-013,Kisumu,AGO,48810,23.3,722.0,2026-05-10 22:37:43
LOAD-006596,BAY-08,MTR-168,DISP-06596,OMC-020,Kisumu,AGO,42579,28.1,823.7,2026-01-18 12:24:40
LOAD-005460,BAY-11,MTR-537,DISP-05460,OMC-003,Nairobi,JETA1,57278,23.5,783.7,2026-04-11 17:43:25
LOAD-007300,BAY-03,MTR-474,DISP-07300,OMC-007,Eldoret,DPK,45382,27.0,819.8,2026-04-11 13:17:14
LOAD-004081,BAY-05,MTR-892,DISP-04081,OMC-005,Mombasa (KOSF),HFO,58604,31.2,751.0,2026-03-19 19:29:33
LOAD-000653,BAY-05,MTR-739,DISP-00653,OMC-020,Kisumu,AGO,26009,24.2,733.5,2025-06-04 06:28:59
LOAD-000765,BAY-02,MTR-229,DISP-00765,OMC-006,Eldoret,LUB,48455,30.0,723.1,2026-04-10 00:33:53
LOAD-006600,BAY-03,MTR-351,DISP-06600,OMC-001,Mombasa (Kipevu),JETA1,26303,21.5,724.8,2025-08-08 14:49:03
LOAD-003848,BAY-08,MTR-712,DISP-03848,OMC-019,Nairobi,LPG,54349,23.4,751.0,
LOAD-005636,BAY-07,MTR-852,DISP-05636,OMC-015,Nairobi,PMS,47264,31.1,737.8,2025-01-05 00:01:30
LOAD-006732,BAY-04,MTR-889,DISP-06732,OMC-003,Mombasa (KOSF),DPK,48034,26.8,776.3,2026-03-30 15:46:57
LOAD-005874,BAY-07,MTR-572,DISP-05874,OMC-019,Kisumu,AGO,55858,22.6,833.1,2025-01-18 03:50:39
LOAD-003779,BAY-05,MTR-362,DISP-03779,OMC-007,Mombasa (KOSF),JETA1,46612,31.2,761.6,2025-04-23 18:31:51
LOAD-009772,BAY-02,MTR-482,DISP-09772,OMC-001,Kisumu,HFO,55287,26.8,790.7,2026-01-03 09:48:14
LOAD-007510,BAY-12,MTR-484,DISP-07510,OMC-017,Mombasa (KOSF),AGO,50639,24.5,801.5,2025-07-24 23:13:53
LOAD-001723,BAY-08,MTR-113,DISP-01723,OMC-015,Kisumu,DPK,49357,21.4,758.4,2026-04-22 19:27:34
LOAD-007588,BAY-05,MTR-258,,OMC-004,Kisumu,AGO,44484,30.2,742.9,2026-02-01 17:22:24
LOAD-002554,BAY-06,MTR-857,DISP-02554,OMC-016,Mombasa (Kipevu),DPK,40753,30.4,755.5,2025-06-23 08:58:54
LOAD-006232,BAY-07,MTR-473,DISP-06232,OMC-002,Mombasa (Kipevu),AGO,28600,30.1,796.4,2025-12-26 17:48:02
LOAD-000320,BAY-09,MTR-882,DISP-00320,OMC-014,Nairobi,AGO,23168,27.4,810.2,2026-03-24 14:22:20
LOAD-003303,BAY-11,MTR-449,DISP-03303,OMC-020,Nairobi,JETA1,58280,27.2,782.8,2025-05-24 02:46:49
LOAD-000648,BAY-01,MTR-717,DISP-00648,OMC-003,Eldoret,LPG,25492,24.6,734.3,2026-03-13 08:55:45
LOAD-005367,BAY-11,MTR-436,DISP-05367,OMC-007,Mombasa (Kipevu),LUB,39542,21.2,822.1,2025-05-07 05:25:42
LOAD-006705,BAY-03,MTR-106,DISP-06705,OMC-007,Kisumu,AGO,21498,31.9,849.6,2026-03-22 23:37:34
LOAD-000734,BAY-02,MTR-146,,OMC-016,Nairobi,HFO,43380,28.8,750.1,2025-07-04 20:58:22
LOAD-002022,BAY-01,MTR-302,DISP-02022,OMC-009,Eldoret,LUB,38351,29.7,766.0,2025-02-18 14:04:05
LOAD-005333,BAY-03,MTR-642,DISP-05333,OMC-007,Nairobi,JETA1,58845,21.5,801.2,2025-01-02 01:54:12
LOAD-009206,BAY-06,MTR-705,DISP-09206,OMC-018,Kisumu,DPK,49475,22.4,819.0,2026-04-13 23:58:40
LOAD-000038,BAY-04,MTR-463,DISP-00038,OMC-003,Kisumu,PMS,54038,24.1,834.4,2025-10-13 16:24:47
LOAD-002174,BAY-04,MTR-635,DISP-02174,OMC-001,Mombasa (Kipevu),JETA1,26088,27.0,837.9,2025-01-10 08:24:20
LOAD-009154,BAY-06,MTR-893,DISP-09154,OMC-017,Nairobi,LUB,32180,22.6,820.2,2026-02-28 22:32:44
LOAD-008588,BAY-10,MTR-582,DISP-08588,OMC-011,Eldoret,PMS,30707,31.3,790.9,
LOAD-006673,BAY-05,MTR-544,DISP-06673,OMC-016,Mombasa (Kipevu),JETA1,43033,28.4,785.9,2025-05-24 13:23:56
LOAD-006837,BAY-02,MTR-940,DISP-06837,OMC-006,Kisumu,PMS,40091,27.2,793.3,2026-04-19 18:34:45
LOAD-006760,BAY-11,MTR-713,DISP-06760,OMC-006,Kisumu,PMS,58216,22.0,784.9,2025-06-11 22:06:23
LOAD-004083,BAY-10,MTR-478,DISP-04083,OMC-018,Eldoret,LUB,55029,30.3,844.2,2025-01-19 13:37:28
LOAD-009819,BAY-04,MTR-587,DISP-09819,OMC-020,Eldoret,AGO,24634,23.6,825.6,2026-03-02 18:07:18
LOAD-000166,BAY-02,MTR-887,DISP-00166,OMC-016,Eldoret,LPG,43753,28.0,741.6,2026-02-15 19:27:20
LOAD-003324,BAY-12,MTR-123,DISP-03324,OMC-014,Mombasa (KOSF),PMS,26588,25.5,827.3,2025-11-02 18:47:47
LOAD-002706,BAY-08,MTR-182,DISP-02706,OMC-012,Mombasa (Kipevu),AGO,55761,20.3,736.9,2026-03-16 23:06:41
LOAD-009767,BAY-10,MTR-189,,OMC-005,Eldoret,LUB,51328,27.9,755.0,2026-04-01 01:37:08
LOAD-006541,BAY-06,MTR-603,DISP-06541,OMC-011,Mombasa (KOSF),DPK,55402,20.1,795.4,2025-02-04 10:25:15
LOAD-000462,BAY-07,MTR-684,DISP-00462,OMC-011,Kisumu,PMS,43520,26.9,825.1,2025-02-08 16:46:52
LOAD-000440,BAY-11,MTR-954,DISP-00440,OMC-002,Mombasa (KOSF),PMS,26161,21.5,806.6,2025-11-06 21:18:24
LOAD-003591,BAY-03,MTR-666,DISP-03591,OMC-015,Eldoret,LPG,32912,28.5,829.7,2026-02-17 07:25:24
LOAD-007913,BAY-10,MTR-961,DISP-07913,OMC-011,Mombasa (KOSF),AGO,27711,30.4,725.9,2026-05-09 11:26:48
LOAD-004932,BAY-01,MTR-375,DISP-04932,OMC-013,Mombasa (Kipevu),PMS,35890,31.3,841.1,2025-12-28 06:25:29
LOAD-009584,BAY-03,MTR-832,DISP-09584,OMC-005,Eldoret,LUB,42325,29.7,751.9,2026-02-15 11:18:10
LOAD-007595,BAY-10,MTR-932,DISP-07595,OMC-014,Nairobi,DPK,41642,31.1,826.2,2025-04-24 16:44:05
LOAD-004280,BAY-08,MTR-872,DISP-04280,OMC-017,Nairobi,JETA1,49784,20.8,767.2,2026-01-03 14:43:49
LOAD-001599,BAY-03,MTR-429,DISP-01599,OMC-020,Mombasa (KOSF),DPK,27442,22.0,771.3,2026-05-06 07:44:39
LOAD-002422,BAY-11,MTR-580,DISP-02422,OMC-002,Mombasa (Kipevu),AGO,34164,31.7,823.2,2025-01-23 08:56:48
LOAD-004869,BAY-02,MTR-668,DISP-04869,OMC-002,Eldoret,PMS,28198,26.2,758.8,28/05/2026
LOAD-007885,BAY-12,MTR-122,DISP-07885,OMC-005,Mombasa (Kipevu),AGO,54831,27.5,788.8,2026-03-09 10:17:55
LOAD-001300,BAY-01,MTR-563,DISP-01300,OMC-009,Nairobi,LUB,55445,22.6,820.1,2025-07-20 09:01:21
LOAD-000756,BAY-04,MTR-217,DISP-00756,OMC-009,Mombasa (Kipevu),AGO,54850,22.2,785.9,2025-10-10 09:26:58
LOAD-003903,BAY-08,MTR-585,DISP-03903,OMC-012,Eldoret,JETA1,44551,26.2,730.8,2026-02-07 06:40:13
LOAD-007629,BAY-10,MTR-735,DISP-07629,OMC-002,Mombasa (KOSF),JETA1,51246,22.9,783.9,2025-10-18 18:44:48
LOAD-002669,BAY-02,MTR-739,DISP-02669,OMC-019,Nairobi,AGO,43098,20.3,788.9,2025-05-01 06:03:10
LOAD-003894,BAY-09,MTR-262,DISP-03894,OMC-010,Kisumu,LUB,54832,24.5,773.1,2025-03-12 18:11:50
LOAD-009300,BAY-09,MTR-508,DISP-09300,OMC-016,Eldoret,HFO,52418,24.9,754.7,2025-12-14 22:02:18
LOAD-008597,BAY-03,MTR-446,DISP-08597,OMC-019,Eldoret,PMS,41270,22.5,776.3,18/02/2026
LOAD-003595,BAY-12,MTR-161,DISP-03595,OMC-003,Mombasa (KOSF),JETA1,25432,25.7,774.5,2025-11-28 08:48:34
LOAD-007930,BAY-07,MTR-115,DISP-07930,OMC-019,Mombasa (Kipevu),PMS,37622,28.7,815.0,2025-04-02 03:55:40
LOAD-008678,BAY-04,MTR-787,DISP-08678,OMC-018,Kisumu,HFO,53989,25.5,785.1,2025-05-20 00:14:26
LOAD-001561,BAY-05,MTR-224,DISP-01561,OMC-011,Nairobi,AGO,56655,26.3,726.4,2026-05-04 14:33:24
LOAD-009569,BAY-11,MTR-338,DISP-09569,OMC-003,Nairobi,JETA1,22868,21.1,732.6,31/01/2025
LOAD-009099,BAY-12,MTR-395,DISP-09099,OMC-006,Eldoret,HFO,20677,26.5,777.0,2025-12-26 10:09:52
LOAD-005837,BAY-05,MTR-647,DISP-05837,OMC-010,Mombasa (Kipevu),HFO,41070,26.5,818.1,2026-04-09 09:50:06
LOAD-004446,BAY-01,MTR-611,DISP-04446,OMC-007,Eldoret,JETA1,57888,28.7,786.5,2026-02-02 23:14:19
LOAD-006129,BAY-07,MTR-585,DISP-06129,OMC-010,Nairobi,HFO,54186,23.1,806.6,2025-04-16 03:05:12
LOAD-005836,BAY-07,MTR-364,DISP-05836,OMC-015,Mombasa (Kipevu),PMS,22419,21.5,800.0,2026-06-08 20:44:08
LOAD-005096,BAY-09,MTR-389,DISP-05096,OMC-001,Nairobi,PMS,28586,21.9,734.5,2025-06-01 01:49:40
LOAD-009892,BAY-03,MTR-592,DISP-09892,OMC-003,Mombasa (Kipevu),LUB,31610,24.1,770.3,2025-02-11 09:04:01
LOAD-001643,BAY-10,MTR-176,DISP-01643,OMC-011,Kisumu,DPK,52765,27.0,776.9,2025-02-20 07:13:31
LOAD-003185,BAY-07,MTR-355,DISP-03185,OMC-005,Mombasa (KOSF),LUB,21478,25.5,801.6,2026-04-27 19:32:12
LOAD-006071,BAY-11,MTR-573,DISP-06071,OMC-009,Mombasa (KOSF),PMS,38513,27.7,776.3,2025-03-30 12:56:46
