attendance_id,beneficiary_id,officer_id,pillar_id,period,attendance_date,verified_at,eligible_amount_kes,status
ATT-001148,BEN-0095,OFF-011,Tech,2026-05,2026-05-09,2026-05-11 00:00:00,12000,Verified
ATT-001765,BEN-0147,OFF-010,Vocational,2026-02,2026-02-01,2026-02-02 00:00:00,10000,Verified
ATT-000972,BEN-0080,OFF-013,Vocational,2025-06,2025-06-02,2025-06-04 00:00:00,10000,Verified
ATT-001336,BEN-0110,OFF-005,Vocational,2026-02,,2026-02-03 00:00:00,10000,Verified
ATT-000756,BEN-0063,OFF-007,Tech,2025-07,2025-07-02,2025-07-02 00:00:00,12000,Verified
ATT-000533,BEN-0042,OFF-004,Vocational,2026-06,2026-06-05,2026-06-06 00:00:00,10000,Verified
ATT-001286,BEN-0106,OFF-007,Scholarship,2026-06,2026-06-08,2026-06-10 00:00:00,15000,Verified
ATT-000807,BEN-0068,OFF-006,Tech,2025-03,27/03/2025,2025-03-29 00:00:00,12000,Verified
ATT-000267,BEN-0022,OFF-008,Scholarship,2025-07,2025-07-09,2025-07-11 00:00:00,15000,Verified
ATT-000205,BEN-0017,OFF-007,Scholarship,2025-11,2025-11-08,2025-11-09 00:00:00,15000,Verified
ATT-001952,BEN-0164,OFF-005,Scholarship,2026-04,2026-04-14,2026-04-14 00:00:00,15000,Verified
ATT-001917,BEN-0160,OFF-014,Plus,2025-07,2025-07-03,2025-07-03 00:00:00,8000,Verified
ATT-000286,BEN-0023,OFF-002,Plus,2026-06,,2026-06-12 00:00:00,8000,Verified
ATT-001396,BEN-0115,OFF-004,Plus,2025-05,2025-05-14,2025-05-14 00:00:00,8000,Verified
ATT-002202,BEN-0185,OFF-013,Tech,2026-02,2026-02-23,2026-02-23 00:00:00,12000,Verified
ATT-001499,BEN-0124,OFF-012,Scholarship,2026-01,2026-01-07,2026-01-09 00:00:00,15000,Verified
ATT-001337,BEN-0110,OFF-005,Vocational,2025-11,19/11/2025,2025-11-20 00:00:00,10000,Verified
ATT-001653,BEN-0137,OFF-002,Vocational,2026-04,2026-04-18,2026-04-18 00:00:00,10000,Verified
ATT-001093,BEN-0090,OFF-001,Vocational,2025-02,2025-02-16,2025-02-17 00:00:00,10000,Verified
ATT-001468,BEN-0122,OFF-005,Vocational,2026-05,2026-05-26,2026-05-26 00:00:00,10000,Verified
ATT-001375,BEN-0114,OFF-006,Scholarship,2026-03,2026-03-19,2026-03-19 00:00:00,15000,Verified
ATT-000530,BEN-0042,OFF-004,Vocational,2025-05,2025-05-04,2025-05-04 00:00:00,10000,Verified
ATT-001116,BEN-0092,OFF-008,Scholarship,2025-07,2025-07-07,2025-07-09 00:00:00,15000,Verified
ATT-001338,BEN-0110,OFF-005,Vocational,2025-02,2025-02-08,2025-02-08 00:00:00,10000,Verified
ATT-000987,BEN-0081,OFF-005,Plus,2026-03,2026-03-06,2026-03-07 00:00:00,8000,Verified
ATT-002180,BEN-0183,OFF-014,Scholarship,2025-12,2025-12-19,2025-12-21 00:00:00,15000,Verified
ATT-000687,BEN-0056,OFF-005,Plus,2025-03,2025-03-22,2025-03-22 00:00:00,8000,Verified
ATT-000239,BEN-0020,OFF-002,Plus,2025-09,2025-09-05,2025-09-06 00:00:00,8000,Verified
ATT-000585,BEN-0046,OFF-012,Tech,2025-05,2025-05-24,2025-05-24 00:00:00,12000,Verified
ATT-002209,BEN-0186,OFF-011,Vocational,2026-03,,2026-03-14 00:00:00,10000,Verified
ATT-001475,BEN-0122,OFF-005,Vocational,2025-01,2025-01-26,2025-01-26 00:00:00,10000,Verified
ATT-002116,BEN-0178,OFF-005,Plus,2025-03,2025-03-07,2025-03-08 00:00:00,8000,Verified
ATT-001025,BEN-0084,OFF-008,Scholarship,2025-02,2025-02-24,2025-02-26 00:00:00,15000,Verified
ATT-000079,BEN-0007,OFF-015,Vocational,2026-06,2026-06-20,2026-06-21 00:00:00,10000,Verified
ATT-002382,BEN-0199,OFF-012,Tech,2026-02,2026-02-04,2026-02-05 00:00:00,12000,Verified
ATT-000434,BEN-0035,OFF-008,Plus,2026-05,2026-05-19,2026-05-19 00:00:00,8000,Verified
ATT-001009,BEN-0083,OFF-001,Plus,2025-01,2025-01-13,2025-01-14 00:00:00,8000,Verified
ATT-000182,BEN-0015,OFF-012,Vocational,2026-01,2026-01-25,2026-01-25 00:00:00,10000,Verified
ATT-001843,BEN-0154,OFF-005,Plus,2025-12,2025-12-06,2025-12-08 00:00:00,8000,Verified
ATT-001476,BEN-0122,OFF-005,Vocational,2025-04,2025-04-14,2025-04-14 00:00:00,10000,Verified
ATT-000122,BEN-0010,OFF-008,Tech,2025-06,2025-06-08,2025-06-09 00:00:00,12000,Verified
ATT-000716,BEN-0060,OFF-012,Plus,2026-06,2026-06-13,2026-06-14 00:00:00,8000,Verified
ATT-001497,BEN-0124,OFF-012,Scholarship,2026-05,2026-05-21,2026-05-21 00:00:00,15000,Verified
ATT-000383,BEN-0031,OFF-008,Vocational,2026-03,2026-03-19,2026-03-21 00:00:00,10000,Verified
ATT-000363,BEN-0030,OFF-011,Scholarship,2026-02,2026-02-23,2026-02-23 00:00:00,15000,Verified
ATT-000968,BEN-0080,OFF-013,Vocational,2026-06,2026-06-20,2026-06-22 00:00:00,10000,Verified
ATT-000392,BEN-0032,OFF-005,Vocational,2025-01,2025-01-07,2025-01-09 00:00:00,10000,Verified
ATT-001792,BEN-0149,OFF-005,Vocational,2026-03,11/03/2026,2026-03-13 00:00:00,10000,Verified
ATT-001253,BEN-0103,OFF-009,Plus,2025-11,2025-11-28,2025-11-30 00:00:00,8000,Verified
ATT-000800,BEN-0067,OFF-015,Scholarship,2025-07,2025-07-27,2025-07-27 00:00:00,15000,Verified
ATT-000708,BEN-0059,OFF-013,Vocational,2025-08,2025-08-20,2025-08-20 00:00:00,10000,Verified
ATT-001102,BEN-0091,OFF-003,Tech,2025-07,2025-07-22,2025-07-24 00:00:00,12000,Verified
ATT-000820,BEN-0069,OFF-015,Tech,2025-05,2025-05-15,2025-05-15 00:00:00,12000,Verified
ATT-001930,BEN-0162,OFF-011,Scholarship,2025-03,2025-03-14,2025-03-14 00:00:00,15000,Verified
ATT-000087,BEN-0007,OFF-015,Vocational,2025-10,2025-10-07,2025-10-09 00:00:00,10000,Verified
ATT-002100,BEN-0176,OFF-001,Scholarship,2025-07,2025-07-17,2025-07-18 00:00:00,15000,Verified
ATT-000298,BEN-0024,OFF-014,Plus,2026-06,2026-06-11,2026-06-12 00:00:00,8000,Verified
ATT-001842,BEN-0154,OFF-005,Plus,2025-04,2025-04-13,2025-04-14 00:00:00,8000,Verified
ATT-000261,BEN-0022,OFF-008,Scholarship,2025-11,2025-11-22,2025-11-22 00:00:00,15000,Verified
ATT-001079,BEN-0088,OFF-002,Scholarship,2025-11,2025-11-16,2025-11-17 00:00:00,15000,Verified
ATT-001374,BEN-0114,OFF-006,Scholarship,2026-06,2026-06-08,2026-06-09 00:00:00,15000,Verified
ATT-001185,BEN-0098,OFF-015,Vocational,2025-04,2025-04-18,2025-04-19 00:00:00,10000,Verified
ATT-001518,BEN-0125,OFF-014,Vocational,2026-01,2026-01-08,2026-01-10 00:00:00,10000,Verified
ATT-002363,BEN-0197,OFF-006,Plus,2026-05,2026-05-07,2026-05-08 00:00:00,8000,Verified
ATT-001520,BEN-0125,OFF-014,Vocational,2026-06,2026-06-15,2026-06-16 00:00:00,10000,Verified
ATT-000801,BEN-0067,OFF-015,Scholarship,2025-04,04/04/2025,2025-04-06 00:00:00,15000,Verified
ATT-002058,BEN-0173,OFF-003,Tech,2025-04,2025-04-06,2025-04-06 00:00:00,12000,Verified
ATT-000396,BEN-0032,OFF-005,Vocational,2025-12,2025-12-26,2025-12-27 00:00:00,10000,Verified
ATT-002205,BEN-0185,OFF-013,Tech,2025-12,2025-12-07,2025-12-09 00:00:00,12000,Verified
ATT-002156,BEN-0181,OFF-013,Tech,2025-02,2025-02-25,2025-02-25 00:00:00,12000,Verified
ATT-002181,BEN-0183,OFF-014,Scholarship,2025-06,2025-06-04,2025-06-06 00:00:00,15000,Verified
ATT-002346,BEN-0196,OFF-004,Vocational,2025-11,2025-11-12,2025-11-14 00:00:00,10000,Verified
ATT-001084,BEN-0089,OFF-009,Vocational,2025-03,2025-03-23,2025-03-23 00:00:00,10000,Verified
ATT-001257,BEN-0103,OFF-009,Plus,2026-05,2026-05-06,2026-05-08 00:00:00,8000,Verified
ATT-001869,BEN-0156,OFF-010,Scholarship,2026-04,2026-04-09,2026-04-11 00:00:00,15000,Verified
ATT-000745,BEN-0062,OFF-014,Tech,2025-01,2025-01-20,2025-01-22 00:00:00,12000,Verified
ATT-001651,BEN-0137,OFF-002,Vocational,2026-02,,2026-02-14 00:00:00,10000,Verified
ATT-001423,BEN-0117,OFF-005,Vocational,2025-03,2025-03-14,2025-03-16 00:00:00,10000,Verified
ATT-002160,BEN-0181,OFF-013,Tech,2025-08,2025-08-01,2025-08-01 00:00:00,12000,Verified
ATT-001392,BEN-0115,OFF-004,Plus,2026-05,2026-05-06,2026-05-06 00:00:00,8000,Verified
ATT-000918,BEN-0076,OFF-015,Vocational,2026-03,2026-03-05,2026-03-07 00:00:00,10000,Verified
ATT-001886,BEN-0157,OFF-012,Plus,2025-02,18/02/2025,2025-02-19 00:00:00,8000,Verified
ATT-000253,BEN-0021,OFF-004,Vocational,2025-06,2025-06-21,2025-06-22 00:00:00,10000,Verified
ATT-002356,BEN-0197,OFF-006,Plus,2025-02,2025-02-14,2025-02-14 00:00:00,8000,Verified
ATT-000082,BEN-0007,OFF-015,Vocational,2026-04,2026-04-24,2026-04-25 00:00:00,10000,Verified
ATT-001170,BEN-0096,OFF-005,Plus,2025-12,05/12/2025,2025-12-06 00:00:00,8000,Verified
ATT-000221,BEN-0018,OFF-008,Tech,2026-02,2026-02-11,2026-02-11 00:00:00,12000,Verified
ATT-002103,BEN-0176,OFF-001,Scholarship,2025-05,,2025-05-03 00:00:00,15000,Verified
ATT-000613,BEN-0049,OFF-008,Scholarship,2026-06,2026-06-13,2026-06-15 00:00:00,15000,Verified
ATT-001321,BEN-0109,OFF-006,Tech,2026-03,2026-03-14,2026-03-16 00:00:00,12000,Verified
ATT-001371,BEN-0113,OFF-007,Scholarship,2025-05,2025-05-02,2025-05-03 00:00:00,15000,Verified
ATT-001490,BEN-0123,OFF-012,Tech,2025-01,2025-01-16,2025-01-16 00:00:00,12000,Verified
ATT-000581,BEN-0046,OFF-012,Tech,2025-03,2025-03-02,2025-03-04 00:00:00,12000,Verified
ATT-002106,BEN-0176,OFF-001,Scholarship,2025-08,2025-08-13,2025-08-13 00:00:00,15000,Verified
ATT-000622,BEN-0050,OFF-009,Scholarship,2025-10,2025-10-03,2025-10-05 00:00:00,15000,Verified
ATT-001245,BEN-0103,OFF-009,Plus,2025-04,2025-04-28,2025-04-29 00:00:00,8000,Verified
ATT-001051,BEN-0086,OFF-004,Plus,2025-12,,2025-12-16 00:00:00,8000,Verified
ATT-001186,BEN-0098,OFF-015,Vocational,2026-05,05/05/2026,2026-05-05 00:00:00,10000,Verified
ATT-002029,BEN-0170,OFF-006,Plus,2025-06,2025-06-25,2025-06-26 00:00:00,8000,Verified
ATT-001762,BEN-0147,OFF-010,Vocational,2026-01,2026-01-18,2026-01-18 00:00:00,10000,Verified
ATT-000531,BEN-0042,OFF-004,Vocational,2025-04,2025-04-21,2025-04-23 00:00:00,10000,Verified
ATT-000574,BEN-0045,OFF-014,Scholarship,2025-02,2025-02-04,2025-02-05 00:00:00,15000,Verified
ATT-001788,BEN-0149,OFF-005,Vocational,2026-02,2026-02-07,2026-02-09 00:00:00,10000,Verified
ATT-000638,BEN-0052,OFF-006,Vocational,2025-09,2025-09-11,2025-09-12 00:00:00,10000,Verified
ATT-000354,BEN-0029,OFF-006,Vocational,2026-01,2026-01-24,2026-01-24 00:00:00,10000,Verified
ATT-001915,BEN-0159,OFF-009,Plus,2026-05,,2026-05-27 00:00:00,8000,Verified
ATT-002260,BEN-0190,OFF-004,Plus,2026-02,2026-02-05,2026-02-07 00:00:00,8000,Verified
ATT-002188,BEN-0184,OFF-003,Tech,2025-04,,2025-04-22 00:00:00,12000,Verified
ATT-000378,BEN-0030,OFF-011,Scholarship,2026-06,2026-06-20,2026-06-22 00:00:00,15000,Verified
ATT-001272,BEN-0105,OFF-012,Scholarship,2025-07,2025-07-08,2025-07-08 00:00:00,15000,Verified
ATT-000389,BEN-0031,OFF-008,Vocational,2026-02,2026-02-11,2026-02-12 00:00:00,10000,Verified
ATT-001921,BEN-0160,OFF-014,Plus,2025-10,2025-10-14,2025-10-16 00:00:00,8000,Verified
ATT-001498,BEN-0124,OFF-012,Scholarship,2025-03,2025-03-13,2025-03-15 00:00:00,15000,Verified
ATT-001855,BEN-0155,OFF-004,Vocational,2025-05,2025-05-22,2025-05-24 00:00:00,10000,Verified
ATT-002005,BEN-0168,OFF-013,Scholarship,2026-05,2026-05-06,2026-05-07 00:00:00,15000,Verified
ATT-001517,BEN-0125,OFF-014,Vocational,2025-06,2025-06-15,2025-06-16 00:00:00,10000,Verified
ATT-000449,BEN-0036,OFF-012,Plus,2025-02,2025-02-19,2025-02-20 00:00:00,8000,Verified
ATT-000788,BEN-0066,OFF-007,Vocational,2026-02,2026-02-21,2026-02-22 00:00:00,10000,Verified
ATT-000176,BEN-0015,OFF-012,Vocational,2026-06,,2026-06-26 00:00:00,10000,Verified
ATT-000538,BEN-0043,OFF-008,Scholarship,2025-06,2025-06-22,2025-06-24 00:00:00,15000,Verified
ATT-001130,BEN-0093,OFF-013,Tech,2025-07,2025-07-13,2025-07-14 00:00:00,12000,Verified
ATT-001835,BEN-0153,OFF-010,Vocational,2026-05,2026-05-14,2026-05-15 00:00:00,10000,Verified
ATT-000689,BEN-0056,OFF-005,Plus,2025-10,2025-10-06,2025-10-07 00:00:00,8000,Verified
ATT-000095,BEN-0008,OFF-015,Plus,2025-03,2025-03-23,2025-03-25 00:00:00,8000,Verified
ATT-001926,BEN-0161,OFF-007,Scholarship,2025-07,2025-07-04,2025-07-04 00:00:00,15000,Verified
ATT-000926,BEN-0077,OFF-003,Scholarship,2025-05,2025-05-07,2025-05-09 00:00:00,15000,Verified
ATT-000935,BEN-0077,OFF-003,Scholarship,2025-02,2025-02-07,2025-02-07 00:00:00,15000,Verified
ATT-000710,BEN-0059,OFF-013,Vocational,2025-04,2025-04-06,2025-04-06 00:00:00,10000,Verified
ATT-000554,BEN-0044,OFF-012,Scholarship,2025-10,2025-10-20,2025-10-21 00:00:00,15000,Verified
ATT-000858,BEN-0071,OFF-005,Plus,2025-03,2025-03-21,2025-03-21 00:00:00,8000,Verified
ATT-000741,BEN-0061,OFF-008,Scholarship,2026-01,2026-01-12,2026-01-12 00:00:00,15000,Verified
ATT-001822,BEN-0151,OFF-013,Vocational,2025-12,2025-12-27,2025-12-28 00:00:00,10000,Verified
ATT-002338,BEN-0195,OFF-002,Scholarship,2025-08,2025-08-16,2025-08-16 00:00:00,15000,Verified
ATT-002208,BEN-0186,OFF-011,Vocational,2025-04,2025-04-20,2025-04-21 00:00:00,10000,Verified
ATT-001312,BEN-0108,OFF-006,Vocational,2025-10,2025-10-20,2025-10-22 00:00:00,10000,Verified
ATT-000041,BEN-0004,OFF-001,Plus,2025-07,2025-07-20,2025-07-20 00:00:00,8000,Verified
ATT-000924,BEN-0077,OFF-003,Scholarship,2025-03,2025-03-27,2025-03-27 00:00:00,15000,Verified
ATT-001203,BEN-0099,OFF-004,Scholarship,2025-04,2025-04-24,2025-04-25 00:00:00,15000,Verified
ATT-000874,BEN-0073,OFF-015,Scholarship,2025-12,2025-12-11,2025-12-11 00:00:00,15000,Verified
ATT-000104,BEN-0008,OFF-015,Plus,2025-09,22/09/2025,2025-09-23 00:00:00,8000,Verified
ATT-000325,BEN-0026,OFF-007,Tech,2025-09,2025-09-22,2025-09-22 00:00:00,12000,Verified
ATT-001172,BEN-0097,OFF-010,Scholarship,2025-01,2025-01-19,2025-01-19 00:00:00,15000,Verified
ATT-001389,BEN-0115,OFF-004,Plus,2025-08,2025-08-12,2025-08-14 00:00:00,8000,Verified
ATT-000469,BEN-0038,OFF-012,Plus,2025-12,,2025-12-21 00:00:00,8000,Verified
ATT-000148,BEN-0012,OFF-007,Plus,2025-11,2025-11-04,2025-11-05 00:00:00,8000,Verified
ATT-000877,BEN-0073,OFF-015,Scholarship,2025-11,2025-11-15,2025-11-17 00:00:00,15000,Verified
ATT-000568,BEN-0045,OFF-014,Scholarship,2025-08,2025-08-17,2025-08-19 00:00:00,15000,Verified
ATT-001099,BEN-0090,OFF-001,Vocational,2025-10,,2025-10-11 00:00:00,10000,Verified
ATT-001421,BEN-0117,OFF-005,Vocational,2025-11,2025-11-27,2025-11-29 00:00:00,10000,Verified
ATT-000419,BEN-0033,OFF-001,Plus,2025-09,2025-09-21,2025-09-23 00:00:00,8000,Verified
ATT-002105,BEN-0176,OFF-001,Scholarship,2025-01,2025-01-07,2025-01-09 00:00:00,15000,Verified
ATT-002345,BEN-0195,OFF-002,Scholarship,2025-03,2025-03-21,2025-03-21 00:00:00,15000,Verified
ATT-002003,BEN-0168,OFF-013,Scholarship,2025-09,2025-09-03,2025-09-04 00:00:00,15000,Verified
ATT-001298,BEN-0106,OFF-007,Scholarship,2025-06,2025-06-24,2025-06-24 00:00:00,15000,Verified
ATT-000556,BEN-0044,OFF-012,Scholarship,2025-07,2025-07-07,2025-07-07 00:00:00,15000,Verified
ATT-001339,BEN-0110,OFF-005,Vocational,2025-04,2025-04-20,2025-04-21 00:00:00,10000,Verified
ATT-001369,BEN-0113,OFF-007,Scholarship,2026-04,2026-04-25,2026-04-25 00:00:00,15000,Verified
ATT-000405,BEN-0032,OFF-005,Vocational,2025-10,2025-10-20,2025-10-21 00:00:00,10000,Verified
ATT-002055,BEN-0172,OFF-012,Plus,2026-03,2026-03-14,2026-03-14 00:00:00,8000,Verified
ATT-001109,BEN-0091,OFF-003,Tech,2025-06,2025-06-20,2025-06-20 00:00:00,12000,Verified
ATT-002398,BEN-0200,OFF-011,Vocational,2025-05,2025-05-02,2025-05-02 00:00:00,10000,Verified
ATT-001703,BEN-0141,OFF-010,Plus,2025-01,2025-01-11,2025-01-12 00:00:00,8000,Verified
ATT-001400,BEN-0116,OFF-002,Plus,2025-03,2025-03-24,2025-03-25 00:00:00,8000,Verified
ATT-001912,BEN-0159,OFF-009,Plus,2025-03,2025-03-27,2025-03-29 00:00:00,8000,Verified
ATT-001939,BEN-0162,OFF-011,Scholarship,2025-04,2025-04-22,2025-04-22 00:00:00,15000,Verified
ATT-002089,BEN-0175,OFF-002,Vocational,2025-08,2025-08-23,2025-08-24 00:00:00,10000,Verified
ATT-000496,BEN-0040,OFF-014,Scholarship,2025-07,2025-07-25,2025-07-25 00:00:00,15000,Verified
ATT-002390,BEN-0199,OFF-012,Tech,2025-04,2025-04-28,2025-04-30 00:00:00,12000,Verified
ATT-001987,BEN-0167,OFF-013,Plus,2026-01,2026-01-07,2026-01-07 00:00:00,8000,Verified
ATT-001641,BEN-0135,OFF-007,Vocational,2026-01,2026-01-08,2026-01-08 00:00:00,10000,Verified
ATT-001898,BEN-0158,OFF-014,Scholarship,2025-06,2025-06-03,2025-06-04 00:00:00,15000,Verified
ATT-000248,BEN-0021,OFF-004,Vocational,2026-06,2026-06-24,2026-06-26 00:00:00,10000,Verified
ATT-000106,BEN-0009,OFF-005,Plus,2025-03,,2025-03-20 00:00:00,8000,Verified
ATT-001347,BEN-0111,OFF-002,Scholarship,2025-11,2025-11-13,2025-11-14 00:00:00,15000,Verified
ATT-001547,BEN-0127,OFF-012,Vocational,2026-06,2026-06-03,2026-06-03 00:00:00,10000,Verified
ATT-000135,BEN-0011,OFF-001,Plus,2025-07,2025-07-07,2025-07-08 00:00:00,8000,Verified
ATT-000355,BEN-0029,OFF-006,Vocational,2025-11,2025-11-25,2025-11-26 00:00:00,10000,Verified
ATT-001905,BEN-0159,OFF-009,Plus,2025-07,2025-07-27,2025-07-28 00:00:00,8000,Verified
ATT-000420,BEN-0033,OFF-001,Plus,2026-05,2026-05-15,2026-05-15 00:00:00,8000,Verified
ATT-002128,BEN-0179,OFF-001,Tech,2026-05,2026-05-08,2026-05-09 00:00:00,12000,Verified
ATT-001097,BEN-0090,OFF-001,Vocational,2025-09,2025-09-21,2025-09-21 00:00:00,10000,Verified
ATT-000629,BEN-0051,OFF-010,Vocational,2026-01,19/01/2026,2026-01-19 00:00:00,10000,Verified
ATT-002039,BEN-0171,OFF-004,Plus,2025-06,2025-06-22,2025-06-22 00:00:00,8000,Verified
ATT-000696,BEN-0057,OFF-012,Tech,2026-04,2026-04-18,2026-04-20 00:00:00,12000,Verified
ATT-000186,BEN-0015,OFF-012,Vocational,2025-01,2025-01-15,2025-01-17 00:00:00,10000,Verified
ATT-000771,BEN-0064,OFF-001,Tech,2026-05,02/05/2026,2026-05-03 00:00:00,12000,Verified
ATT-001503,BEN-0124,OFF-012,Scholarship,2025-05,2025-05-14,2025-05-16 00:00:00,15000,Verified
ATT-001174,BEN-0097,OFF-010,Scholarship,2025-09,2025-09-07,2025-09-07 00:00:00,15000,Verified
ATT-002348,BEN-0196,OFF-004,Vocational,2025-09,2025-09-09,2025-09-10 00:00:00,10000,Verified
ATT-001335,BEN-0110,OFF-005,Vocational,2025-05,2025-05-13,2025-05-15 00:00:00,10000,Verified
ATT-000529,BEN-0042,OFF-004,Vocational,2026-01,2026-01-17,2026-01-17 00:00:00,10000,Verified
ATT-001781,BEN-0149,OFF-005,Vocational,2025-06,2025-06-03,2025-06-04 00:00:00,10000,Verified
ATT-000962,BEN-0079,OFF-002,Plus,2025-03,2025-03-06,2025-03-06 00:00:00,8000,Verified
ATT-000958,BEN-0079,OFF-002,Plus,2025-11,2025-11-07,2025-11-09 00:00:00,8000,Verified
ATT-000799,BEN-0067,OFF-015,Scholarship,2025-08,2025-08-17,2025-08-19 00:00:00,15000,Verified
ATT-001618,BEN-0133,OFF-007,Scholarship,2026-02,2026-02-27,2026-02-28 00:00:00,15000,Verified
ATT-002146,BEN-0181,OFF-013,Tech,2025-09,2025-09-09,2025-09-10 00:00:00,12000,Verified
ATT-002370,BEN-0198,OFF-011,Vocational,2025-03,2025-03-13,2025-03-13 00:00:00,10000,Verified
ATT-001325,BEN-0109,OFF-006,Tech,2025-08,2025-08-20,2025-08-21 00:00:00,12000,Verified
ATT-001949,BEN-0163,OFF-006,Scholarship,2025-10,2025-10-13,2025-10-15 00:00:00,15000,Verified
ATT-002067,BEN-0173,OFF-003,Tech,2026-03,2026-03-10,2026-03-12 00:00:00,12000,Verified
ATT-000362,BEN-0029,OFF-006,Vocational,2025-02,2025-02-14,2025-02-14 00:00:00,10000,Verified
ATT-001907,BEN-0159,OFF-009,Plus,2025-10,2025-10-25,2025-10-25 00:00:00,8000,Verified
ATT-000230,BEN-0019,OFF-001,Plus,2026-06,2026-06-28,2026-06-30 00:00:00,8000,Verified
ATT-002405,BEN-0200,OFF-011,Vocational,2025-12,2025-12-14,2025-12-14 00:00:00,10000,Verified
ATT-000113,BEN-0009,OFF-005,Plus,2026-02,2026-02-28,2026-03-02 00:00:00,8000,Verified
ATT-001313,BEN-0108,OFF-006,Vocational,2025-12,19/12/2025,2025-12-21 00:00:00,10000,Verified
ATT-000296,BEN-0024,OFF-014,Plus,2025-07,2025-07-08,2025-07-08 00:00:00,8000,Verified
ATT-002329,BEN-0194,OFF-012,Plus,2025-08,2025-08-18,2025-08-19 00:00:00,8000,Verified
ATT-000973,BEN-0080,OFF-013,Vocational,2025-01,2025-01-16,2025-01-18 00:00:00,10000,Verified
ATT-002207,BEN-0185,OFF-013,Tech,2025-02,2025-02-13,2025-02-13 00:00:00,12000,Verified
ATT-000244,BEN-0021,OFF-004,Vocational,2026-05,2026-05-28,2026-05-28 00:00:00,10000,Verified
ATT-000768,BEN-0064,OFF-001,Tech,2025-05,2025-05-17,2025-05-17 00:00:00,12000,Verified
ATT-001899,BEN-0158,OFF-014,Scholarship,2025-07,2025-07-22,2025-07-23 00:00:00,15000,Verified
ATT-001616,BEN-0133,OFF-007,Scholarship,2025-06,2025-06-03,2025-06-05 00:00:00,15000,Verified
ATT-001881,BEN-0157,OFF-012,Plus,2025-07,2025-07-20,2025-07-22 00:00:00,8000,Verified
ATT-000442,BEN-0036,OFF-012,Plus,2025-03,28/03/2025,2025-03-29 00:00:00,8000,Verified
ATT-001753,BEN-0146,OFF-015,Scholarship,2025-12,2025-12-25,2025-12-27 00:00:00,15000,Verified
ATT-001908,BEN-0159,OFF-009,Plus,2026-06,2026-06-12,2026-06-12 00:00:00,8000,Verified
ATT-000330,BEN-0026,OFF-007,Tech,2025-07,2025-07-15,2025-07-16 00:00:00,12000,Verified
ATT-000129,BEN-0011,OFF-001,Plus,2026-03,2026-03-20,2026-03-20 00:00:00,8000,Verified
ATT-000394,BEN-0032,OFF-005,Vocational,2025-06,2025-06-22,2025-06-23 00:00:00,10000,Verified
ATT-001108,BEN-0091,OFF-003,Tech,2025-09,2025-09-25,2025-09-25 00:00:00,12000,Verified
ATT-001450,BEN-0119,OFF-010,Scholarship,2025-02,2025-02-19,2025-02-19 00:00:00,15000,Verified
ATT-001786,BEN-0149,OFF-005,Vocational,2025-01,02/01/2025,2025-01-04 00:00:00,10000,Verified
ATT-000171,BEN-0014,OFF-013,Scholarship,2025-11,,2025-11-05 00:00:00,15000,Verified
ATT-000600,BEN-0048,OFF-006,Tech,2026-04,2026-04-02,2026-04-02 00:00:00,12000,Verified
ATT-001317,BEN-0108,OFF-006,Vocational,2025-02,2025-02-07,2025-02-07 00:00:00,10000,Verified
ATT-001816,BEN-0151,OFF-013,Vocational,2025-05,2025-05-03,2025-05-03 00:00:00,10000,Verified
ATT-000790,BEN-0066,OFF-007,Vocational,2026-05,2026-05-20,2026-05-22 00:00:00,10000,Verified
ATT-000822,BEN-0069,OFF-015,Tech,2025-06,2025-06-22,2025-06-23 00:00:00,12000,Verified
ATT-000826,BEN-0069,OFF-015,Tech,2025-03,2025-03-01,2025-03-03 00:00:00,12000,Verified
ATT-001914,BEN-0159,OFF-009,Plus,2025-04,2025-04-27,2025-04-28 00:00:00,8000,Verified
ATT-000005,BEN-0001,OFF-008,Tech,2026-01,2026-01-09,2026-01-10 00:00:00,12000,Verified
ATT-000031,BEN-0003,OFF-005,Tech,2025-08,2025-08-04,2025-08-04 00:00:00,12000,Verified
ATT-001870,BEN-0156,OFF-010,Scholarship,2025-06,2025-06-24,2025-06-26 00:00:00,15000,Verified
ATT-001797,BEN-0150,OFF-010,Vocational,2025-07,2025-07-28,2025-07-28 00:00:00,10000,Verified
ATT-001204,BEN-0099,OFF-004,Scholarship,2025-03,2025-03-10,2025-03-10 00:00:00,15000,Verified
ATT-000713,BEN-0059,OFF-013,Vocational,2025-09,2025-09-19,2025-09-21 00:00:00,10000,Verified
ATT-000227,BEN-0019,OFF-001,Plus,2025-01,2025-01-20,2025-01-22 00:00:00,8000,Verified
ATT-001038,BEN-0085,OFF-012,Scholarship,2026-02,2026-02-16,2026-02-16 00:00:00,15000,Verified
ATT-001528,BEN-0126,OFF-013,Vocational,2026-04,2026-04-05,2026-04-05 00:00:00,10000,Verified
ATT-001974,BEN-0166,OFF-001,Plus,2025-06,2025-06-27,2025-06-27 00:00:00,8000,Verified
ATT-002253,BEN-0189,OFF-002,Tech,2025-12,2025-12-24,2025-12-25 00:00:00,12000,Verified
ATT-000053,BEN-0004,OFF-001,Plus,2026-01,2026-01-02,2026-01-02 00:00:00,8000,Verified
ATT-001615,BEN-0133,OFF-007,Scholarship,2026-03,2026-03-23,2026-03-23 00:00:00,15000,Verified
