invoice_id,dispatch_id,omc_id,customer_name,product,date,value_kes
INV-73239,DISP-42098,OMC-001,TotalEnergies Kenya,Jet A-1,26/02/2025,26924
INV-30053,DISP-05984,OMC-015,Mombasa Petroleum,Heavy Fuel Oil,2025-12-28,57852
INV-11808,DISP-02064,OMC-005,PetroOil Kenya,LPG,2026-04-19,297732
INV-72008,DISP-48220,OMC-002,Vivo Energy,Heavy Fuel Oil,2026-03-04,195284
INV-91318,DISP-00747,OMC-011,Hass Petroleum,Heavy Fuel Oil,2026-03-10,158449
INV-89962,DISP-42582,OMC-017,KAA Aviation,Lubricants,2025-11-25,43988
INV-25192,DISP-29547,OMC-018,Uganda National Oil,Petrol (PMS),2025-11-11,34848
INV-71976,DISP-11376,OMC-001,TotalEnergies Kenya,Jet A-1,2025-08-21,230857
INV-76247,DISP-03524,OMC-008,National Oil,Petrol (PMS),27/06/2026,146086
INV-73998,DISP-39579,OMC-010,Tamoil,Jet A-1,2025-04-26,29500
INV-85916,DISP-22986,OMC-006,Hashi Energy,Kerosene (DPK),2025-01-06,202238
INV-39485,DISP-41659,OMC-014,Texol Energies,Diesel (AGO),2025-12-26,60715
INV-13020,DISP-24609,OMC-020,Ethiopian Oil,Petrol (PMS),2025-02-11,60759
INV-53856,DISP-33998,OMC-007,Kobil,Jet A-1,2026-05-31,135345
INV-19270,DISP-12453,OMC-019,Tanzania Petroleum,Diesel (AGO),2025-11-01,161609
INV-33377,DISP-16460,OMC-017,KAA Aviation,Heavy Fuel Oil,2026-03-15,65552
INV-74368,DISP-22663,OMC-017,KAA Aviation,Lubricants,,217260
INV-19210,DISP-05720,OMC-011,Hass Petroleum,Kerosene (DPK),2026-03-27,47256
INV-33062,DISP-14326,OMC-008,National Oil,Heavy Fuel Oil,2025-04-22,149527
INV-31066,DISP-20250,OMC-003,Rubis Energy,Lubricants,2025-04-13,23858
INV-29361,DISP-05325,OMC-009,Dalbit Petroleum,Diesel (AGO),2025-01-29,117722
INV-48664,DISP-40456,OMC-005,PetroOil Kenya,Kerosene (DPK),2026-02-10,96735
INV-50959,DISP-35379,OMC-014,Texol Energies,Heavy Fuel Oil,2026-06-09,148044
INV-17829,DISP-16415,OMC-012,Galana Energies,Petrol (PMS),11/06/2026,46171
INV-71097,DISP-07412,OMC-011,Hass Petroleum,Petrol (PMS),2025-10-23,131518
INV-42063,DISP-34573,OMC-020,Ethiopian Oil,Jet A-1,12/06/2026,196236
INV-44657,DISP-26801,OMC-007,Kobil,LPG,,52619
INV-55174,DISP-22347,OMC-002,Vivo Energy,Diesel (AGO),2026-01-19,69317
INV-78002,DISP-20686,OMC-006,Hashi Energy,Petrol (PMS),2025-08-24,218406
INV-84276,DISP-25579,OMC-019,Tanzania Petroleum,Petrol (PMS),2025-03-27,26911
INV-35073,DISP-34700,OMC-001,TotalEnergies Kenya,Lubricants,2025-05-24," KES 148,473 "
INV-92086,DISP-37685,OMC-014,Texol Energies,Jet A-1,2025-10-20,141543
INV-39109,DISP-02410,OMC-013,Lake Oil,Diesel (AGO),2025-11-21,27939
INV-40110,DISP-20674,OMC-013,Lake Oil,Heavy Fuel Oil,2025-11-13,54980
INV-58656,DISP-14024,OMC-013,Lake Oil,Diesel (AGO),2025-06-08,21970
INV-31418,DISP-49622,OMC-010,Tamoil,Kerosene (DPK),2025-10-07,230276
INV-22258,DISP-17663,OMC-009,Dalbit Petroleum,Petrol (PMS),2025-10-17,46507
INV-77252,DISP-42940,OMC-002,Vivo Energy,Kerosene (DPK),2025-08-29,180802
INV-14592,DISP-41903,OMC-010,Tamoil,Jet A-1,2025-10-10,24437
INV-81847,DISP-12618,OMC-013,Lake Oil,Diesel (AGO),2025-02-15,156163
INV-71998,DISP-18613,OMC-004,Gulf Energy,Kerosene (DPK),2025-11-11,238438
INV-22041,DISP-16549,OMC-009,Dalbit Petroleum,Petrol (PMS),2025-12-26,50446
INV-53485,DISP-05583,OMC-018,Uganda National Oil,Lubricants,2025-01-09,191335
INV-72964,DISP-29861,OMC-003,Rubis Energy,Diesel (AGO),2025-03-27,182221
INV-10552,DISP-05743,OMC-016,KPA Marine,LPG,2026-05-17,275744
INV-33684,DISP-22373,OMC-016,KPA Marine,Petrol (PMS),2025-10-26,47767
INV-94725,DISP-48576,OMC-001,TotalEnergies Kenya,Diesel (AGO),2025-05-11,89486
INV-43204,DISP-38196,OMC-001,TotalEnergies Kenya,Diesel (AGO),2025-09-19,38306
INV-35289,DISP-29336,OMC-007,Kobil,Lubricants,2025-06-04,89794
INV-69475,DISP-30316,OMC-014,Texol Energies,Petrol (PMS),2025-11-06,141710
INV-96715,DISP-20877,OMC-017,KAA Aviation,Petrol (PMS),2025-12-24,33953
INV-62222,DISP-20978,OMC-003,Rubis Energy,Diesel (AGO),2025-10-01,87973
INV-95703,DISP-12843,OMC-016,KPA Marine,Diesel (AGO),2025-07-19,97215
INV-66413,DISP-09160,OMC-010,Tamoil,Kerosene (DPK),2025-09-22,41762
INV-85922,DISP-37747,OMC-005,PetroOil Kenya,Kerosene (DPK),2025-12-25,175946
INV-72415,DISP-04434,OMC-009,Dalbit Petroleum,Petrol (PMS),2026-05-09,157420
INV-13615,DISP-00008,OMC-018,Uganda National Oil,Heavy Fuel Oil,2026-01-19,295577
INV-32750,DISP-19083,OMC-007,Kobil,Kerosene (DPK),2025-07-23,52203
INV-53970,DISP-06367,OMC-018,Uganda National Oil,Jet A-1,2025-06-08,23770
INV-64473,DISP-28301,OMC-013,Lake Oil,Jet A-1,2026-06-10,235509
INV-95810,DISP-27931,OMC-003,Rubis Energy,Lubricants,2026-02-12,157837
INV-49312,DISP-17985,OMC-004,Gulf Energy,Kerosene (DPK),2026-03-14,237132
INV-97980,DISP-39175,OMC-012,Galana Energies,Kerosene (DPK),2025-08-17,160400
INV-24054,DISP-45538,OMC-011,Hass Petroleum,Jet A-1,2026-06-16,210740
INV-18540,DISP-09652,OMC-018,Uganda National Oil,Petrol (PMS),2025-06-08,270998
INV-67651,DISP-40411,OMC-017,KAA Aviation,LPG,2025-11-07,107730
INV-90862,DISP-05651,OMC-015,Mombasa Petroleum,Heavy Fuel Oil,2025-07-30,188142
INV-57623,DISP-45517,OMC-007,Kobil,Jet A-1,2025-12-05,111002
INV-51377,DISP-02799,OMC-014,Texol Energies,Lubricants,2025-09-11,29656
INV-69171,DISP-41374,OMC-019,Tanzania Petroleum,Lubricants,2025-07-25,121866
INV-17562,DISP-47141,OMC-009,Dalbit Petroleum,Lubricants,2025-09-24,278894
INV-32288,DISP-37839,OMC-016,KPA Marine,Diesel (AGO),2025-10-05,92990
INV-89395,DISP-14889,OMC-020,Ethiopian Oil,Kerosene (DPK),2025-10-07,183066
INV-30409,DISP-17512,OMC-013,Lake Oil,Petrol (PMS),2025-05-24,162864
INV-77981,DISP-05435,OMC-019,Tanzania Petroleum,Diesel (AGO),2025-02-28,268390
INV-59238,DISP-17547,OMC-013,Lake Oil,Petrol (PMS),2025-02-08,126127
INV-85407,DISP-35815,OMC-017,KAA Aviation,Jet A-1,24/04/2025,28350
INV-74131,DISP-46045,OMC-005,PetroOil Kenya,Petrol (PMS),2025-03-02,171526
INV-29298,DISP-44618,OMC-011,Hass Petroleum,Kerosene (DPK),2025-04-16,44938
INV-35482,DISP-23915,OMC-004,Gulf Energy,Petrol (PMS),2025-09-28,55716
INV-29199,DISP-48555,OMC-016,KPA Marine,Kerosene (DPK),2025-04-21,122600
INV-32574,DISP-16404,OMC-006,Hashi Energy,Diesel (AGO),2025-12-04,44811
INV-93830,DISP-10825,OMC-016,KPA Marine,Diesel (AGO),2025-06-16,63412
INV-21484,DISP-41987,OMC-009,Dalbit Petroleum,Lubricants,2025-10-03,122706
INV-14802,DISP-49190,OMC-018,Uganda National Oil,Heavy Fuel Oil,2026-01-28,62328
INV-74877,DISP-42910,OMC-013,Lake Oil,Kerosene (DPK),2025-10-26,98907
INV-11686,DISP-26672,OMC-001,TotalEnergies Kenya,Petrol (PMS),2025-07-06,259060
INV-12286,DISP-12422,OMC-010,Tamoil,Kerosene (DPK),2026-06-18,26715
INV-82410,DISP-29208,OMC-003,Rubis Energy,Kerosene (DPK),2026-02-04,179806
INV-10504,DISP-42639,OMC-011,Hass Petroleum,Jet A-1,2025-06-08,46956
INV-32355,DISP-48547,OMC-014,Texol Energies,Jet A-1,2025-03-02,195529
INV-58149,DISP-09354,OMC-006,Hashi Energy,Lubricants,2026-03-30,242263
INV-56411,DISP-12411,OMC-012,Galana Energies,Petrol (PMS),2025-06-26,241854
INV-41131,DISP-11738,OMC-014,Texol Energies,Jet A-1,2025-05-28,220248
INV-24938,DISP-12425,OMC-001,TotalEnergies Kenya,Lubricants,2026-04-04,135930
INV-31217,DISP-12931,OMC-011,Hass Petroleum,Kerosene (DPK),2025-07-05,62171
INV-16826,DISP-46488,OMC-015,Mombasa Petroleum,Petrol (PMS),2025-05-21,106091
INV-83538,DISP-32330,OMC-006,Hashi Energy,Kerosene (DPK),2025-01-12,59903
INV-47664,DISP-13961,OMC-006,Hashi Energy,Petrol (PMS),2025-12-29,53610
INV-22775,DISP-38194,OMC-001,TotalEnergies Kenya,Petrol (PMS),2025-12-20,131526
INV-90653,DISP-36296,OMC-002,Vivo Energy,Kerosene (DPK),2025-09-17,45198
INV-19789,DISP-09709,OMC-013,Lake Oil,LPG,2025-06-25,24501
INV-84702,DISP-48538,OMC-006,Hashi Energy,Petrol (PMS),2025-10-16,131520
INV-21424,DISP-41865,OMC-008,National Oil,LPG,2025-01-20,116429
INV-79888,DISP-46292,OMC-001,TotalEnergies Kenya,Lubricants,2025-01-23,143547
INV-51174,DISP-03653,OMC-017,KAA Aviation,LPG,2026-01-02,267114
INV-65698,DISP-06489,OMC-014,Texol Energies,Lubricants,2026-03-22,21994
INV-82930,DISP-44893,OMC-016,KPA Marine,Lubricants,21/02/2025,35597
INV-89200,DISP-42472,OMC-018,Uganda National Oil,Heavy Fuel Oil,2026-01-14,36341
INV-84999,DISP-12517,OMC-007,Kobil,Lubricants,2025-04-23,149431
INV-13083,DISP-12876,OMC-009,Dalbit Petroleum,Jet A-1,2025-08-23,230143
INV-77968,DISP-00959,OMC-008,National Oil,Jet A-1,2026-05-30,96766
INV-35133,DISP-04740,OMC-008,National Oil,LPG,2026-06-06,272214
INV-34351,DISP-31540,OMC-009,Dalbit Petroleum,Kerosene (DPK),2025-11-14,140180
INV-66429,DISP-26112,OMC-011,Hass Petroleum,Diesel (AGO),2025-10-14,139067
INV-89986,DISP-25682,OMC-012,Galana Energies,Lubricants,2025-03-28,170431
INV-28161,DISP-43521,OMC-004,Gulf Energy,Heavy Fuel Oil,2026-02-06,96935
INV-12091,DISP-22602,OMC-018,Uganda National Oil,Heavy Fuel Oil,07/10/2025,105468
INV-19619,DISP-26241,OMC-018,Uganda National Oil,Heavy Fuel Oil,2025-06-19,26907
INV-70638,DISP-05213,OMC-007,Kobil,Petrol (PMS),2025-12-16,79493
INV-95993,DISP-32253,OMC-014,Texol Energies,Lubricants,2025-11-22,122444
INV-13238,DISP-06655,OMC-013,Lake Oil,Jet A-1,2025-05-22,79244
INV-45726,DISP-42959,OMC-008,National Oil,Lubricants,2025-02-21,266726
INV-46302,DISP-37214,OMC-015,Mombasa Petroleum,Diesel (AGO),2026-02-08,64529
INV-38993,DISP-38666,OMC-016,KPA Marine,LPG,2026-06-23,135217
INV-13489,DISP-03720,OMC-005,PetroOil Kenya,Lubricants,2026-01-12,35186
INV-25021,DISP-10700,OMC-005,PetroOil Kenya,Petrol (PMS),2025-07-07," KES 165,671 "
INV-41092,DISP-31718,OMC-017,KAA Aviation,Diesel (AGO),,73610
INV-57004,DISP-37110,OMC-003,Rubis Energy,Petrol (PMS),2025-06-26,128845
INV-46146,DISP-20198,OMC-010,Tamoil,Heavy Fuel Oil,2025-03-12,28871
INV-21586,DISP-02236,OMC-013,Lake Oil,Jet A-1,2025-01-07,104053
INV-11677,DISP-28087,OMC-009,Dalbit Petroleum,Jet A-1,2025-03-05,289981
INV-50733,DISP-09038,OMC-020,Ethiopian Oil,Jet A-1,2026-06-15,145040
INV-32048,DISP-29456,OMC-004,Gulf Energy,Kerosene (DPK),2026-06-05,260136
INV-47475,DISP-48709,OMC-001,TotalEnergies Kenya,Diesel (AGO),2025-09-25,33693
INV-13437,DISP-32016,OMC-016,KPA Marine,Lubricants,2025-11-06,43820
INV-88974,DISP-43150,OMC-012,Galana Energies,Lubricants,2025-11-27,169075
INV-45995,DISP-00536,OMC-011,Hass Petroleum,Jet A-1,2025-07-15,156988
INV-85025,DISP-44226,OMC-015,Mombasa Petroleum,Kerosene (DPK),2025-05-01,127411
INV-56264,DISP-49689,OMC-014,Texol Energies,Kerosene (DPK),2025-10-24,89185
INV-29012,DISP-22082,OMC-005,PetroOil Kenya,Diesel (AGO),2025-12-10,51935
INV-52143,DISP-13330,OMC-001,TotalEnergies Kenya,Heavy Fuel Oil,2025-03-11,105520
INV-28074,DISP-09456,OMC-002,Vivo Energy,Jet A-1,2025-07-02,27143
INV-38281,DISP-43659,OMC-012,Galana Energies,LPG,2025-08-27,31256
INV-20682,DISP-00094,OMC-010,Tamoil,LPG,2026-05-12,193913
INV-60788,DISP-46112,OMC-005,PetroOil Kenya,Kerosene (DPK),2025-03-08,185981
INV-35557,DISP-43960,OMC-007,Kobil,Kerosene (DPK),2025-02-18,28565
INV-91799,DISP-18334,OMC-002,Vivo Energy,LPG,2025-09-24,102748
INV-93804,DISP-32092,OMC-006,Hashi Energy,Lubricants,30/09/2025,234484
INV-49130,DISP-45849,OMC-003,Rubis Energy,Heavy Fuel Oil,2025-10-25,43168
INV-61008,DISP-05794,OMC-016,KPA Marine,Heavy Fuel Oil,2026-04-27,161278
INV-65469,DISP-13733,OMC-004,Gulf Energy,Lubricants,2026-06-04,27477
INV-31748,DISP-16152,OMC-008,National Oil,Petrol (PMS),19/01/2025,135059
INV-22659,DISP-09915,OMC-019,Tanzania Petroleum,Lubricants,2025-04-19,27618
INV-85811,DISP-37035,OMC-003,Rubis Energy,LPG,2025-12-22,183387
INV-59168,DISP-37128,OMC-010,Tamoil,Lubricants,2025-06-04,129831
INV-54898,DISP-24784,OMC-015,Mombasa Petroleum,Lubricants,2026-02-02,311305
INV-19061,DISP-42244,OMC-007,Kobil,Kerosene (DPK),2026-03-26,211451
INV-44790,DISP-27185,OMC-004,Gulf Energy,Lubricants,2025-02-04,35363
INV-36925,DISP-10763,OMC-017,KAA Aviation,Kerosene (DPK),2026-04-24,277546
INV-75329,DISP-16169,OMC-016,KPA Marine,Diesel (AGO),2026-03-12,110230
INV-29939,DISP-19905,OMC-020,Ethiopian Oil,Kerosene (DPK),2025-11-25,137127
INV-31750,DISP-36133,OMC-012,Galana Energies,LPG,2025-12-18,173434
INV-85417,DISP-00953,OMC-019,Tanzania Petroleum,Kerosene (DPK),2025-11-15,200256
INV-47600,DISP-47600,OMC-019,Tanzania Petroleum,Heavy Fuel Oil,2025-10-29,58812
INV-29405,DISP-25292,OMC-009,Dalbit Petroleum,Petrol (PMS),01/02/2026,185277
INV-54041,DISP-30437,OMC-010,Tamoil,Diesel (AGO),2025-04-15,245081
INV-71761,DISP-19440,OMC-007,Kobil,LPG,2026-05-19,24175
INV-52438,DISP-26032,OMC-018,Uganda National Oil,Kerosene (DPK),2025-10-27,203182
INV-94402,DISP-40087,OMC-008,National Oil,Jet A-1,2026-01-07,59797
INV-13454,DISP-44146,OMC-018,Uganda National Oil,Kerosene (DPK),2025-08-03,154902
INV-58130,DISP-41608,OMC-018,Uganda National Oil,Heavy Fuel Oil,2025-11-01,111793
INV-82140,DISP-21083,OMC-010,Tamoil,Heavy Fuel Oil,2025-01-08,48719
INV-36874,DISP-04126,OMC-002,Vivo Energy,LPG,2025-10-16,165787
INV-77949,DISP-37483,OMC-012,Galana Energies,LPG,,55146
INV-79951,DISP-27668,OMC-007,Kobil,Heavy Fuel Oil,2025-07-23,162020
INV-92137,DISP-31360,OMC-018,Uganda National Oil,Kerosene (DPK),2026-04-24,62671
INV-70877,DISP-11345,OMC-010,Tamoil,Lubricants,2025-05-14,246312
INV-71817,DISP-07038,OMC-019,Tanzania Petroleum,Petrol (PMS),2025-08-24,35301
INV-95182,DISP-38511,OMC-013,Lake Oil,LPG,2026-02-16,239241
INV-41849,DISP-32509,OMC-015,Mombasa Petroleum,Petrol (PMS),2026-03-27,147232
INV-45397,DISP-04569,OMC-013,Lake Oil,Diesel (AGO),10/04/2025,184119
INV-89175,DISP-24093,OMC-001,TotalEnergies Kenya,Petrol (PMS),2026-03-24,104968
INV-33843,DISP-12041,OMC-017,KAA Aviation,LPG,2025-10-02,38659
INV-71448,DISP-16305,OMC-016,KPA Marine,Heavy Fuel Oil,2025-01-10,28268
INV-10255,DISP-05555,OMC-011,Hass Petroleum,Jet A-1,2025-04-26,52013
INV-32425,DISP-32089,OMC-018,Uganda National Oil,Diesel (AGO),2025-06-20,148048
INV-43816,DISP-28156,OMC-008,National Oil,Lubricants,2026-02-16,180533
INV-75530,DISP-42811,OMC-007,Kobil,Diesel (AGO),2026-02-10,137819
INV-73699,DISP-16443,OMC-011,Hass Petroleum,Heavy Fuel Oil,2026-01-27,49894
INV-40095,DISP-33440,OMC-017,KAA Aviation,LPG,2025-02-12,174677
INV-30128,DISP-24421,OMC-002,Vivo Energy,Heavy Fuel Oil,2025-08-08,21168
INV-46427,DISP-48194,OMC-008,National Oil,Kerosene (DPK),2025-04-25,125765
INV-57533,DISP-38292,OMC-014,Texol Energies,Heavy Fuel Oil,2025-07-20,133171
INV-45414,DISP-38145,OMC-016,KPA Marine,Petrol (PMS),2025-11-27,38154
INV-41921,DISP-08953,OMC-003,Rubis Energy,Petrol (PMS),2025-01-15,253551
INV-64106,DISP-33444,OMC-018,Uganda National Oil,Kerosene (DPK),2025-10-23,142225
INV-54353,DISP-20341,OMC-007,Kobil,Heavy Fuel Oil,2026-05-07,50919
INV-61375,DISP-33679,OMC-017,KAA Aviation,Petrol (PMS),2025-03-14,125555
INV-33971,DISP-25917,OMC-016,KPA Marine,Kerosene (DPK),2025-12-25,54602
INV-72832,DISP-11906,OMC-014,Texol Energies,LPG,2025-08-27,223057
INV-28317,DISP-26565,OMC-006,Hashi Energy,Lubricants,2025-08-23,28115
INV-20339,DISP-34358,OMC-001,TotalEnergies Kenya,Kerosene (DPK),2026-05-27,49780
INV-76346,DISP-04305,OMC-007,Kobil,Jet A-1,2025-05-22,50608
INV-59475,DISP-04490,OMC-011,Hass Petroleum,Jet A-1,2025-10-27,41837
INV-11785,DISP-19849,OMC-014,Texol Energies,Heavy Fuel Oil,2025-11-07,52033
INV-62719,DISP-28731,OMC-009,Dalbit Petroleum,Kerosene (DPK),2025-05-11,173798
INV-60303,DISP-01824,OMC-006,Hashi Energy,Diesel (AGO),2026-03-12,103922
INV-86461,DISP-19316,OMC-005,PetroOil Kenya,Diesel (AGO),2026-05-07,46936
INV-24009,DISP-45657,OMC-011,Hass Petroleum,LPG,2025-03-16,44429
INV-43556,DISP-31585,OMC-004,Gulf Energy,LPG,2026-02-19,121683
INV-53176,DISP-08994,OMC-007,Kobil,LPG,2026-05-03,190742
INV-94748,DISP-34416,OMC-009,Dalbit Petroleum,Jet A-1,2025-04-26,183630
INV-41901,DISP-42080,OMC-007,Kobil,Heavy Fuel Oil,2025-02-09,45296
INV-47256,DISP-03129,OMC-016,KPA Marine,Kerosene (DPK),2025-10-12,127039
INV-74910,DISP-34872,OMC-001,TotalEnergies Kenya,Lubricants,2025-09-08,29788
INV-69059,DISP-32739,OMC-007,Kobil,Heavy Fuel Oil,2025-04-14,52699
INV-40002,DISP-39032,OMC-007,Kobil,Kerosene (DPK),2025-12-30,40389
INV-78374,DISP-41472,OMC-008,National Oil,Diesel (AGO),,53543
INV-19797,DISP-26689,OMC-002,Vivo Energy,Petrol (PMS),2026-05-07,190005
INV-15053,DISP-12240,OMC-011,Hass Petroleum,Jet A-1,2025-12-01,77302
INV-69521,DISP-14454,OMC-002,Vivo Energy,Petrol (PMS),2026-01-18,140065
INV-88054,DISP-47619,OMC-005,PetroOil Kenya,Petrol (PMS),2025-09-10,103516
INV-90090,DISP-11600,OMC-003,Rubis Energy,LPG,2025-02-21,63403
INV-27613,DISP-33317,OMC-004,Gulf Energy,Diesel (AGO),2025-09-07,51018
INV-49797,DISP-37242,OMC-007,Kobil,Lubricants,2026-05-07,34124
INV-40654,DISP-37026,OMC-017,KAA Aviation,Jet A-1,2026-01-12," KES 94,566 "
INV-29938,DISP-31685,OMC-013,Lake Oil,LPG,2025-02-22,193149
INV-85981,DISP-49833,OMC-018,Uganda National Oil,Diesel (AGO),2025-06-25,62071
INV-68711,DISP-02822,OMC-010,Tamoil,Lubricants,2026-04-30,155187
INV-75521,DISP-48603,OMC-007,Kobil,LPG,2026-03-03,37695
INV-73570,DISP-49916,OMC-015,Mombasa Petroleum,LPG,2025-09-01,257253
INV-30015,DISP-49483,OMC-019,Tanzania Petroleum,Heavy Fuel Oil,2025-05-12,37231
INV-89243,DISP-01464,OMC-006,Hashi Energy,Lubricants,2025-05-30,124683
INV-29286,DISP-34844,OMC-008,National Oil,Heavy Fuel Oil,2026-05-03,42770
INV-29652,DISP-05816,OMC-008,National Oil,Kerosene (DPK),2026-03-14," KES 203,724 "
INV-30803,DISP-32001,OMC-012,Galana Energies,Heavy Fuel Oil,,186381
INV-86093,DISP-26606,OMC-019,Tanzania Petroleum,LPG,2025-12-30,202567
INV-49220,DISP-31233,OMC-004,Gulf Energy,Heavy Fuel Oil,2025-02-18,186101
INV-12517,DISP-17999,OMC-012,Galana Energies,Jet A-1,2026-01-08,35515
INV-11131,DISP-05958,OMC-017,KAA Aviation,LPG,2025-04-01,115159
INV-73084,DISP-39420,OMC-007,Kobil,Lubricants,2025-01-24,188447
INV-68549,DISP-48296,OMC-013,Lake Oil,Heavy Fuel Oil,2026-04-16,262233
INV-75339,DISP-37264,OMC-009,Dalbit Petroleum,Lubricants,2025-12-15,50248
INV-75787,DISP-42707,OMC-017,KAA Aviation,Lubricants,,39706
INV-77712,DISP-40492,OMC-006,Hashi Energy,Jet A-1,2025-05-12,189998
INV-34702,DISP-19196,OMC-011,Hass Petroleum,Lubricants,2025-07-15,202888
INV-49054,DISP-11762,OMC-016,KPA Marine,Lubricants,2026-03-02,57902
INV-61346,DISP-29121,OMC-003,Rubis Energy,Petrol (PMS),2026-03-24,205288
INV-19873,DISP-36385,OMC-014,Texol Energies,Jet A-1,2025-08-20,46753
INV-17539,DISP-18608,OMC-002,Vivo Energy,Heavy Fuel Oil,2026-03-01,56093
INV-33632,DISP-01880,OMC-013,Lake Oil,LPG,2025-07-11,160915
INV-48217,DISP-21041,OMC-012,Galana Energies,Jet A-1,2025-09-29,204862
INV-57293,DISP-21560,OMC-015,Mombasa Petroleum,Diesel (AGO),2025-02-20,225136
INV-67602,DISP-11929,OMC-007,Kobil,Petrol (PMS),2025-06-24,225263
INV-26893,DISP-25713,OMC-006,Hashi Energy,LPG,2026-06-10,41378
INV-93482,DISP-36153,OMC-011,Hass Petroleum,Kerosene (DPK),2025-11-07,172069
INV-34429,DISP-40680,OMC-008,National Oil,Lubricants,2025-04-20,32806
INV-53761,DISP-36064,OMC-018,Uganda National Oil,Petrol (PMS),2025-11-15,50447
INV-38871,DISP-19142,OMC-002,Vivo Energy,Lubricants,2025-07-19,71847
INV-40771,DISP-40656,OMC-005,PetroOil Kenya,Heavy Fuel Oil,2026-06-07,102592
INV-10905,DISP-34712,OMC-003,Rubis Energy,Lubricants,2026-05-10,188300
INV-34681,DISP-03157,OMC-006,Hashi Energy,Jet A-1,2026-04-27,136556
INV-35049,DISP-41666,OMC-012,Galana Energies,Heavy Fuel Oil,2025-03-30,46164
INV-46880,DISP-01826,OMC-002,Vivo Energy,Petrol (PMS),2026-04-04,193459
INV-55364,DISP-47426,OMC-005,PetroOil Kenya,Petrol (PMS),2026-03-05,54845
INV-68263,DISP-17041,OMC-001,TotalEnergies Kenya,Heavy Fuel Oil,2025-04-19,48375
INV-48306,DISP-36336,OMC-016,KPA Marine,Jet A-1,2026-04-02,158840
INV-64453,DISP-04355,OMC-009,Dalbit Petroleum,Heavy Fuel Oil,2025-07-17,58261
INV-97906,DISP-44410,OMC-007,Kobil,Jet A-1,2025-04-27,27302
INV-37462,DISP-05438,OMC-008,National Oil,Heavy Fuel Oil,2025-08-18,199220
INV-63953,DISP-27258,OMC-019,Tanzania Petroleum,Petrol (PMS),2026-04-26,27447
INV-73560,DISP-34183,OMC-011,Hass Petroleum,Heavy Fuel Oil,2025-05-14," KES 173,442 "
INV-90087,DISP-39721,OMC-020,Ethiopian Oil,Lubricants,2025-01-05,29378
INV-15975,DISP-43279,OMC-008,National Oil,Jet A-1,2025-05-24,148139
INV-45041,DISP-08453,OMC-001,TotalEnergies Kenya,Heavy Fuel Oil,2025-05-20,32436
INV-70989,DISP-36641,OMC-011,Hass Petroleum,Lubricants,,262546
INV-43788,DISP-42485,OMC-010,Tamoil,Lubricants,2025-04-02,25592
INV-75436,DISP-24554,OMC-010,Tamoil,Diesel (AGO),2025-08-16,105197
INV-75505,DISP-44152,OMC-008,National Oil,Jet A-1,09/01/2026," KES 214,582 "
INV-25064,DISP-49781,OMC-015,Mombasa Petroleum,Kerosene (DPK),2025-12-11,178676
INV-31849,DISP-05401,OMC-013,Lake Oil,Petrol (PMS),2026-02-06,219478
INV-21030,DISP-06646,OMC-008,National Oil,Petrol (PMS),2025-04-21,286771
INV-64087,DISP-06391,OMC-005,PetroOil Kenya,Petrol (PMS),2025-09-30,265280
INV-49697,DISP-04303,OMC-009,Dalbit Petroleum,Kerosene (DPK),2026-01-26,151615
INV-97330,DISP-28691,OMC-012,Galana Energies,Kerosene (DPK),2025-09-11,144734
INV-31823,DISP-32372,OMC-015,Mombasa Petroleum,Jet A-1,2025-07-30,151058
INV-84119,DISP-20417,OMC-014,Texol Energies,LPG,2026-01-04,165299
INV-86484,DISP-35786,OMC-008,National Oil,Kerosene (DPK),2026-04-18,166085
INV-33010,DISP-43229,OMC-015,Mombasa Petroleum,LPG,2025-06-16,42202
INV-94940,DISP-08905,OMC-001,TotalEnergies Kenya,Heavy Fuel Oil,2026-03-25,224918
INV-40926,DISP-22081,OMC-016,KPA Marine,Lubricants,2025-07-12,33468
INV-23258,DISP-39595,OMC-013,Lake Oil,Lubricants,2026-03-07,33502
INV-11335,DISP-49548,OMC-018,Uganda National Oil,Kerosene (DPK),2026-05-19," KES 45,881 "
INV-82527,DISP-15631,OMC-001,TotalEnergies Kenya,Jet A-1,2025-09-06,197442
INV-35135,DISP-15641,OMC-009,Dalbit Petroleum,Heavy Fuel Oil,2025-07-16,240339
INV-63919,DISP-47542,OMC-012,Galana Energies,Lubricants,2025-10-23,30758
INV-29751,DISP-32369,OMC-015,Mombasa Petroleum,Heavy Fuel Oil,2025-01-31,50415
INV-12343,DISP-07465,OMC-001,TotalEnergies Kenya,Lubricants,2026-02-24,248287
INV-76825,DISP-19779,OMC-008,National Oil,LPG,2025-10-18,128158
INV-41481,DISP-01441,OMC-016,KPA Marine,Lubricants,2025-10-04,59391
INV-81782,DISP-12882,OMC-019,Tanzania Petroleum,Diesel (AGO),2025-10-19,52965
INV-98466,DISP-27664,OMC-012,Galana Energies,Lubricants,2025-06-13,107005
INV-54017,DISP-45646,OMC-020,Ethiopian Oil,Diesel (AGO),2025-05-22,56888
INV-25822,DISP-30760,OMC-007,Kobil,Heavy Fuel Oil,2025-10-03,46042
INV-19582,DISP-49874,OMC-007,Kobil,LPG,2025-04-16," KES 56,377 "
INV-70942,DISP-25335,OMC-001,TotalEnergies Kenya,Petrol (PMS),2025-06-03,188576
