consent_id,beneficiary_id,consent_type,status,captured_at,captured_by,status_updated_at
CON-000163,BEN-0041,Data Processing (KDPA Sec. 25),active,2024-06-13 00:00:00,OFF-007,
CON-000692,BEN-0173,Automated SMS/WhatsApp Communications,active,2024-08-17 00:00:00,OFF-003,
CON-000170,BEN-0043,Third-Party Donor Reporting,active,2024-09-27 00:00:00,OFF-008,
CON-000058,BEN-0015,Third-Party Donor Reporting,pending,2024-10-21 00:00:00,OFF-012,
CON-000447,BEN-0112,Data Processing (KDPA Sec. 25),active,2024-10-28 00:00:00,OFF-007,
CON-000405,BEN-0102,Photography & Media,expired,2024-07-20 00:00:00,OFF-013,2024-12-22 00:00:00
CON-000790,BEN-0198,Third-Party Donor Reporting,active,2024-10-14 00:00:00,OFF-011,
CON-000549,BEN-0138,Photography & Media,active,2024-07-31 00:00:00,OFF-009,
CON-000733,BEN-0184,Photography & Media,active,2024-12-18 00:00:00,OFF-003,
CON-000566,BEN-0142,Third-Party Donor Reporting,active,2024-07-21 00:00:00,OFF-007,
CON-000041,BEN-0011,Photography & Media,active,2024-11-18 00:00:00,OFF-001,
CON-000377,BEN-0095,Photography & Media,active,,OFF-011,
CON-000346,BEN-0087,Third-Party Donor Reporting,active,2024-10-06 00:00:00,OFF-014,
CON-000112,BEN-0028,Automated SMS/WhatsApp Communications,active,2024-09-12 00:00:00,OFF-004,
CON-000424,BEN-0106,Automated SMS/WhatsApp Communications,active,2024-10-12 00:00:00,OFF-007,
CON-000391,BEN-0098,Data Processing (KDPA Sec. 25),active,2024-06-12 00:00:00,OFF-015,
CON-000600,BEN-0150,Automated SMS/WhatsApp Communications,active,2024-07-06 00:00:00,OFF-010,
CON-000730,BEN-0183,Third-Party Donor Reporting,active,2024-12-15 00:00:00,OFF-014,
CON-000204,BEN-0051,Automated SMS/WhatsApp Communications,pending,2025-01-05 00:00:00,OFF-010,
CON-000381,BEN-0096,Photography & Media,active,2024-07-18 00:00:00,OFF-005,
CON-000559,BEN-0140,Data Processing (KDPA Sec. 25),active,2024-11-04 00:00:00,OFF-015,
CON-000545,BEN-0137,Photography & Media,active,22/09/2024,OFF-002,
CON-000434,BEN-0109,Third-Party Donor Reporting,active,2024-07-26 00:00:00,OFF-006,
CON-000175,BEN-0044,Data Processing (KDPA Sec. 25),active,2025-01-07 00:00:00,OFF-012,
CON-000025,BEN-0007,Photography & Media,active,2024-09-22 00:00:00,OFF-015,
CON-000303,BEN-0076,Data Processing (KDPA Sec. 25),withdrawn,2024-10-06 00:00:00,OFF-015,2025-04-01 00:00:00
CON-000747,BEN-0187,Data Processing (KDPA Sec. 25),pending,2024-10-02 00:00:00,OFF-010,
CON-000265,BEN-0067,Photography & Media,active,2024-08-22 00:00:00,OFF-015,
CON-000366,BEN-0092,Third-Party Donor Reporting,active,2024-07-27 00:00:00,OFF-008,
CON-000168,BEN-0042,Automated SMS/WhatsApp Communications,active,10/07/2024,OFF-004,
CON-000777,BEN-0195,Photography & Media,active,2024-07-30 00:00:00,OFF-002,
CON-000783,BEN-0196,Data Processing (KDPA Sec. 25),active,2024-07-26 00:00:00,OFF-004,
CON-000087,BEN-0022,Data Processing (KDPA Sec. 25),active,2024-10-07 00:00:00,OFF-008,
CON-000661,BEN-0166,Photography & Media,active,2024-10-25 00:00:00,OFF-001,
CON-000159,BEN-0040,Data Processing (KDPA Sec. 25),withdrawn,2024-10-04 00:00:00,OFF-014,2025-02-28 00:00:00
CON-000356,BEN-0089,Automated SMS/WhatsApp Communications,active,2024-10-30 00:00:00,OFF-009,
CON-000373,BEN-0094,Photography & Media,active,2024-06-20 00:00:00,OFF-006,
CON-000194,BEN-0049,Third-Party Donor Reporting,active,2024-12-19 00:00:00,OFF-008,
CON-000360,BEN-0090,Automated SMS/WhatsApp Communications,active,2024-12-28 00:00:00,OFF-001,
CON-000193,BEN-0049,Photography & Media,active,2024-12-16 00:00:00,OFF-008,
CON-000666,BEN-0167,Third-Party Donor Reporting,active,2024-09-28 00:00:00,OFF-013,
CON-000178,BEN-0045,Third-Party Donor Reporting,expired,2024-07-11 00:00:00,OFF-014,2024-10-29 00:00:00
CON-000707,BEN-0177,Data Processing (KDPA Sec. 25),active,2024-11-29 00:00:00,OFF-002,
CON-000172,BEN-0043,Automated SMS/WhatsApp Communications,active,,OFF-008,
CON-000510,BEN-0128,Third-Party Donor Reporting,active,2024-07-04 00:00:00,OFF-003,
CON-000686,BEN-0172,Third-Party Donor Reporting,withdrawn,2024-06-18 00:00:00,OFF-012,2024-10-02 00:00:00
CON-000182,BEN-0046,Third-Party Donor Reporting,active,2024-07-18 00:00:00,OFF-012,
CON-000259,BEN-0065,Data Processing (KDPA Sec. 25),active,2024-09-23 00:00:00,OFF-002,
CON-000119,BEN-0030,Data Processing (KDPA Sec. 25),active,11/09/2024,OFF-011,
CON-000018,BEN-0005,Third-Party Donor Reporting,active,2024-07-05 00:00:00,OFF-004,
CON-000255,BEN-0064,Data Processing (KDPA Sec. 25),expired,26/08/2024,OFF-001,2024-12-10 00:00:00
CON-000275,BEN-0069,Data Processing (KDPA Sec. 25),active,26/11/2024,OFF-015,
CON-000293,BEN-0074,Photography & Media,active,2024-10-24 00:00:00,OFF-010,
CON-000273,BEN-0069,Photography & Media,active,2024-11-17 00:00:00,OFF-015,
CON-000542,BEN-0136,Third-Party Donor Reporting,active,2024-09-03 00:00:00,OFF-008,
CON-000165,BEN-0042,Photography & Media,active,23/07/2024,OFF-004,
CON-000351,BEN-0088,Data Processing (KDPA Sec. 25),active,2024-07-06 00:00:00,OFF-002,
CON-000422,BEN-0106,Third-Party Donor Reporting,active,2024-10-12 00:00:00,OFF-007,
CON-000437,BEN-0110,Photography & Media,active,2024-09-02 00:00:00,OFF-005,
CON-000637,BEN-0160,Photography & Media,active,2024-09-01 00:00:00,OFF-014,
CON-000394,BEN-0099,Third-Party Donor Reporting,active,2024-08-07 00:00:00,OFF-004,
CON-000340,BEN-0085,Automated SMS/WhatsApp Communications,expired,2024-09-30 00:00:00,OFF-012,2025-02-25 00:00:00
CON-000383,BEN-0096,Data Processing (KDPA Sec. 25),active,2024-07-23 00:00:00,OFF-005,
CON-000717,BEN-0180,Photography & Media,pending,2024-11-01 00:00:00,OFF-010,
CON-000125,BEN-0032,Photography & Media,active,2024-07-13 00:00:00,OFF-005,
CON-000120,BEN-0030,Automated SMS/WhatsApp Communications,pending,2024-09-06 00:00:00,OFF-011,
CON-000719,BEN-0180,Data Processing (KDPA Sec. 25),active,2024-11-04 00:00:00,OFF-010,
CON-000130,BEN-0033,Third-Party Donor Reporting,active,2024-07-01 00:00:00,OFF-001,
CON-000653,BEN-0164,Photography & Media,active,2024-12-20 00:00:00,OFF-005,
CON-000083,BEN-0021,Data Processing (KDPA Sec. 25),active,2024-07-03 00:00:00,OFF-004,
CON-000533,BEN-0134,Photography & Media,active,2024-12-29 00:00:00,OFF-003,
CON-000322,BEN-0081,Third-Party Donor Reporting,expired,2024-08-31 00:00:00,OFF-005,2024-10-30 00:00:00
CON-000185,BEN-0047,Photography & Media,active,2024-10-19 00:00:00,OFF-008,
CON-000720,BEN-0180,Automated SMS/WhatsApp Communications,pending,2024-11-10 00:00:00,OFF-010,
CON-000200,BEN-0050,Automated SMS/WhatsApp Communications,active,2024-09-04 00:00:00,OFF-009,
CON-000676,BEN-0169,Automated SMS/WhatsApp Communications,active,2024-12-10 00:00:00,OFF-008,
CON-000190,BEN-0048,Third-Party Donor Reporting,active,2024-06-28 00:00:00,OFF-006,
CON-000488,BEN-0122,Automated SMS/WhatsApp Communications,active,2024-09-01 00:00:00,OFF-005,
CON-000342,BEN-0086,Third-Party Donor Reporting,pending,2024-12-02 00:00:00,OFF-004,
CON-000704,BEN-0176,Automated SMS/WhatsApp Communications,active,26/12/2024,OFF-001,
CON-000233,BEN-0059,Photography & Media,active,,OFF-013,
CON-000027,BEN-0007,Data Processing (KDPA Sec. 25),active,2024-10-02 00:00:00,OFF-015,
CON-000354,BEN-0089,Third-Party Donor Reporting,active,2024-10-26 00:00:00,OFF-009,
CON-000031,BEN-0008,Data Processing (KDPA Sec. 25),active,2024-11-03 00:00:00,OFF-015,
CON-000703,BEN-0176,Data Processing (KDPA Sec. 25),active,2024-12-22 00:00:00,OFF-001,
CON-000092,BEN-0023,Automated SMS/WhatsApp Communications,withdrawn,2024-10-05 00:00:00,OFF-002,2025-02-08 00:00:00
CON-000772,BEN-0193,Automated SMS/WhatsApp Communications,active,2024-11-16 00:00:00,OFF-010,
CON-000598,BEN-0150,Third-Party Donor Reporting,active,2024-07-11 00:00:00,OFF-010,
CON-000331,BEN-0083,Data Processing (KDPA Sec. 25),active,2024-08-29 00:00:00,OFF-001,
CON-000043,BEN-0011,Data Processing (KDPA Sec. 25),active,2024-11-17 00:00:00,OFF-001,
CON-000564,BEN-0141,Automated SMS/WhatsApp Communications,active,2024-12-10 00:00:00,OFF-010,
CON-000452,BEN-0113,Automated SMS/WhatsApp Communications,active,2024-10-13 00:00:00,OFF-007,
CON-000633,BEN-0159,Photography & Media,active,2024-08-31 00:00:00,OFF-009,
CON-000613,BEN-0154,Photography & Media,active,2024-07-31 00:00:00,OFF-005,
CON-000769,BEN-0193,Photography & Media,active,2024-11-14 00:00:00,OFF-010,
CON-000061,BEN-0016,Photography & Media,active,2024-10-03 00:00:00,OFF-008,
CON-000744,BEN-0186,Automated SMS/WhatsApp Communications,active,2024-08-27 00:00:00,OFF-011,
CON-000684,BEN-0171,Automated SMS/WhatsApp Communications,active,2024-12-18 00:00:00,OFF-004,
CON-000197,BEN-0050,Photography & Media,active,2024-09-04 00:00:00,OFF-009,
CON-000579,BEN-0145,Data Processing (KDPA Sec. 25),withdrawn,2024-08-25 00:00:00,OFF-001,2024-10-20 00:00:00
CON-000499,BEN-0125,Data Processing (KDPA Sec. 25),active,2024-12-09 00:00:00,OFF-014,
CON-000411,BEN-0103,Data Processing (KDPA Sec. 25),pending,2024-07-31 00:00:00,OFF-009,
CON-000048,BEN-0012,Automated SMS/WhatsApp Communications,active,2024-11-29 00:00:00,OFF-007,
CON-000007,BEN-0002,Data Processing (KDPA Sec. 25),active,2024-10-07 00:00:00,OFF-009,
CON-000673,BEN-0169,Photography & Media,expired,2024-12-08 00:00:00,OFF-008,2025-03-30 00:00:00
CON-000395,BEN-0099,Data Processing (KDPA Sec. 25),active,2024-08-09 00:00:00,OFF-004,
CON-000388,BEN-0097,Automated SMS/WhatsApp Communications,expired,2024-07-24 00:00:00,OFF-010,2024-12-04 00:00:00
CON-000279,BEN-0070,Data Processing (KDPA Sec. 25),active,2024-08-02 00:00:00,OFF-008,
CON-000301,BEN-0076,Photography & Media,active,25/09/2024,OFF-015,
CON-000735,BEN-0184,Data Processing (KDPA Sec. 25),active,2024-12-29 00:00:00,OFF-003,
CON-000211,BEN-0053,Data Processing (KDPA Sec. 25),active,2024-06-07 00:00:00,OFF-001,
CON-000683,BEN-0171,Data Processing (KDPA Sec. 25),expired,2024-12-18 00:00:00,OFF-004,2025-02-15 00:00:00
CON-000016,BEN-0004,Automated SMS/WhatsApp Communications,active,2024-09-26 00:00:00,OFF-001,
CON-000470,BEN-0118,Third-Party Donor Reporting,active,2024-07-05 00:00:00,OFF-006,
CON-000257,BEN-0065,Photography & Media,active,2024-09-17 00:00:00,OFF-002,
CON-000019,BEN-0005,Data Processing (KDPA Sec. 25),active,2024-07-05 00:00:00,OFF-004,
CON-000288,BEN-0072,Automated SMS/WhatsApp Communications,active,2024-07-22 00:00:00,OFF-001,
CON-000439,BEN-0110,Data Processing (KDPA Sec. 25),active,2024-08-30 00:00:00,OFF-005,
CON-000432,BEN-0108,Automated SMS/WhatsApp Communications,active,2024-11-29 00:00:00,OFF-006,
CON-000651,BEN-0163,Data Processing (KDPA Sec. 25),active,2024-10-16 00:00:00,OFF-006,
CON-000619,BEN-0155,Data Processing (KDPA Sec. 25),active,2024-12-08 00:00:00,OFF-004,
CON-000121,BEN-0031,Photography & Media,active,14/06/2024,OFF-008,
CON-000037,BEN-0010,Photography & Media,active,2024-06-25 00:00:00,OFF-008,
CON-000033,BEN-0009,Photography & Media,active,,OFF-005,
CON-000503,BEN-0126,Data Processing (KDPA Sec. 25),active,2024-12-12 00:00:00,OFF-013,
CON-000228,BEN-0057,Automated SMS/WhatsApp Communications,active,2024-10-08 00:00:00,OFF-012,
CON-000560,BEN-0140,Automated SMS/WhatsApp Communications,active,2024-10-30 00:00:00,OFF-015,
CON-000552,BEN-0138,Automated SMS/WhatsApp Communications,active,2024-07-28 00:00:00,OFF-009,
CON-000403,BEN-0101,Data Processing (KDPA Sec. 25),withdrawn,2024-12-03 00:00:00,OFF-004,2025-04-07 00:00:00
CON-000775,BEN-0194,Data Processing (KDPA Sec. 25),expired,13/07/2024,OFF-012,2025-01-06 00:00:00
CON-000771,BEN-0193,Data Processing (KDPA Sec. 25),active,2024-11-16 00:00:00,OFF-010,
CON-000477,BEN-0120,Photography & Media,pending,2024-12-30 00:00:00,OFF-015,
CON-000402,BEN-0101,Third-Party Donor Reporting,withdrawn,2024-12-10 00:00:00,OFF-004,2025-06-22 00:00:00
CON-000234,BEN-0059,Third-Party Donor Reporting,active,2024-06-16 00:00:00,OFF-013,
CON-000022,BEN-0006,Third-Party Donor Reporting,pending,2024-08-22 00:00:00,OFF-012,
CON-000118,BEN-0030,Third-Party Donor Reporting,active,30/08/2024,OFF-011,
CON-000400,BEN-0100,Automated SMS/WhatsApp Communications,pending,2024-10-20 00:00:00,OFF-001,
CON-000620,BEN-0155,Automated SMS/WhatsApp Communications,active,2024-12-04 00:00:00,OFF-004,
CON-000640,BEN-0160,Automated SMS/WhatsApp Communications,pending,2024-08-31 00:00:00,OFF-014,
CON-000155,BEN-0039,Data Processing (KDPA Sec. 25),active,2024-09-04 00:00:00,OFF-006,
CON-000742,BEN-0186,Third-Party Donor Reporting,active,2024-08-31 00:00:00,OFF-011,
CON-000517,BEN-0130,Photography & Media,active,2024-11-09 00:00:00,OFF-002,
CON-000611,BEN-0153,Data Processing (KDPA Sec. 25),active,2024-06-29 00:00:00,OFF-010,
CON-000440,BEN-0110,Automated SMS/WhatsApp Communications,active,2024-09-08 00:00:00,OFF-005,
CON-000355,BEN-0089,Data Processing (KDPA Sec. 25),active,2024-10-22 00:00:00,OFF-009,
CON-000796,BEN-0199,Automated SMS/WhatsApp Communications,active,2024-12-03 00:00:00,OFF-012,
CON-000582,BEN-0146,Third-Party Donor Reporting,active,2024-07-23 00:00:00,OFF-015,
CON-000143,BEN-0036,Data Processing (KDPA Sec. 25),active,2024-11-01 00:00:00,OFF-012,
CON-000609,BEN-0153,Photography & Media,active,2024-06-29 00:00:00,OFF-010,
CON-000144,BEN-0036,Automated SMS/WhatsApp Communications,active,2024-11-01 00:00:00,OFF-012,
CON-000290,BEN-0073,Third-Party Donor Reporting,active,2024-10-21 00:00:00,OFF-015,
CON-000343,BEN-0086,Data Processing (KDPA Sec. 25),active,2024-11-28 00:00:00,OFF-004,
CON-000129,BEN-0033,Photography & Media,active,2024-07-07 00:00:00,OFF-001,
CON-000512,BEN-0128,Automated SMS/WhatsApp Communications,pending,2024-07-09 00:00:00,OFF-003,
CON-000149,BEN-0038,Photography & Media,active,2024-10-27 00:00:00,OFF-012,
CON-000161,BEN-0041,Photography & Media,active,2024-06-11 00:00:00,OFF-007,
CON-000605,BEN-0152,Photography & Media,active,2024-08-30 00:00:00,OFF-007,
CON-000253,BEN-0064,Photography & Media,active,2024-08-19 00:00:00,OFF-001,
CON-000421,BEN-0106,Photography & Media,active,2024-10-05 00:00:00,OFF-007,
CON-000459,BEN-0115,Data Processing (KDPA Sec. 25),active,2024-10-16 00:00:00,OFF-004,
CON-000011,BEN-0003,Data Processing (KDPA Sec. 25),expired,2024-08-06 00:00:00,OFF-005,2025-02-14 00:00:00
CON-000203,BEN-0051,Data Processing (KDPA Sec. 25),active,2024-12-24 00:00:00,OFF-010,
CON-000515,BEN-0129,Data Processing (KDPA Sec. 25),active,2024-10-12 00:00:00,OFF-003,
CON-000623,BEN-0156,Data Processing (KDPA Sec. 25),active,2024-08-12 00:00:00,OFF-010,
CON-000472,BEN-0118,Automated SMS/WhatsApp Communications,withdrawn,2024-07-05 00:00:00,OFF-006,2024-08-10 00:00:00
CON-000749,BEN-0188,Photography & Media,active,,OFF-005,
CON-000337,BEN-0085,Photography & Media,active,2024-09-21 00:00:00,OFF-012,
CON-000758,BEN-0190,Third-Party Donor Reporting,active,2024-11-28 00:00:00,OFF-004,
CON-000323,BEN-0081,Data Processing (KDPA Sec. 25),expired,2024-09-04 00:00:00,OFF-005,2024-11-27 00:00:00
CON-000285,BEN-0072,Photography & Media,pending,2024-07-16 00:00:00,OFF-001,
CON-000238,BEN-0060,Third-Party Donor Reporting,active,2024-08-24 00:00:00,OFF-012,
CON-000150,BEN-0038,Third-Party Donor Reporting,active,2024-11-02 00:00:00,OFF-012,
CON-000185,BEN-0047,Photography & Media,active,2024-10-19 00:00:00,OFF-008,
CON-000732,BEN-0183,Automated SMS/WhatsApp Communications,pending,2024-12-15 00:00:00,OFF-014,
CON-000295,BEN-0074,Data Processing (KDPA Sec. 25),active,2024-10-15 00:00:00,OFF-010,
CON-000765,BEN-0192,Photography & Media,active,2024-09-26 00:00:00,OFF-003,
CON-000710,BEN-0178,Third-Party Donor Reporting,active,2024-11-22 00:00:00,OFF-005,
CON-000287,BEN-0072,Data Processing (KDPA Sec. 25),active,2024-07-17 00:00:00,OFF-001,
CON-000682,BEN-0171,Third-Party Donor Reporting,pending,2024-12-24 00:00:00,OFF-004,
CON-000389,BEN-0098,Photography & Media,active,2024-06-17 00:00:00,OFF-015,
CON-000202,BEN-0051,Third-Party Donor Reporting,withdrawn,,OFF-010,2025-07-11 00:00:00
CON-000306,BEN-0077,Third-Party Donor Reporting,active,2024-08-01 00:00:00,OFF-003,
CON-000310,BEN-0078,Third-Party Donor Reporting,active,2024-10-19 00:00:00,OFF-015,
CON-000681,BEN-0171,Photography & Media,active,2024-12-22 00:00:00,OFF-004,
CON-000767,BEN-0192,Data Processing (KDPA Sec. 25),active,2024-10-01 00:00:00,OFF-003,
CON-000494,BEN-0124,Third-Party Donor Reporting,active,2024-09-01 00:00:00,OFF-012,
CON-000785,BEN-0197,Photography & Media,active,2024-09-18 00:00:00,OFF-006,
CON-000347,BEN-0087,Data Processing (KDPA Sec. 25),active,2024-09-29 00:00:00,OFF-014,
CON-000056,BEN-0014,Automated SMS/WhatsApp Communications,active,2024-10-06 00:00:00,OFF-013,
CON-000032,BEN-0008,Automated SMS/WhatsApp Communications,active,2024-10-26 00:00:00,OFF-015,
CON-000544,BEN-0136,Automated SMS/WhatsApp Communications,active,2024-09-12 00:00:00,OFF-008,
CON-000574,BEN-0144,Third-Party Donor Reporting,withdrawn,2024-08-26 00:00:00,OFF-011,2025-02-08 00:00:00
CON-000781,BEN-0196,Photography & Media,active,2024-07-22 00:00:00,OFF-004,
CON-000483,BEN-0121,Data Processing (KDPA Sec. 25),active,2024-11-29 00:00:00,OFF-013,
CON-000688,BEN-0172,Automated SMS/WhatsApp Communications,active,2024-06-23 00:00:00,OFF-012,
CON-000031,BEN-0008,Data Processing (KDPA Sec. 25),active,2024-11-03 00:00:00,OFF-015,
CON-000788,BEN-0197,Automated SMS/WhatsApp Communications,active,2024-09-24 00:00:00,OFF-006,
CON-000622,BEN-0156,Third-Party Donor Reporting,active,2024-08-18 00:00:00,OFF-010,
CON-000760,BEN-0190,Automated SMS/WhatsApp Communications,active,2024-11-24 00:00:00,OFF-004,
CON-000316,BEN-0079,Automated SMS/WhatsApp Communications,withdrawn,2024-12-26 00:00:00,OFF-002,2025-06-27 00:00:00
CON-000315,BEN-0079,Data Processing (KDPA Sec. 25),active,2024-12-21 00:00:00,OFF-002,
CON-000179,BEN-0045,Data Processing (KDPA Sec. 25),active,2024-07-10 00:00:00,OFF-014,
CON-000038,BEN-0010,Third-Party Donor Reporting,active,2024-06-26 00:00:00,OFF-008,
CON-000338,BEN-0085,Third-Party Donor Reporting,active,2024-10-02 00:00:00,OFF-012,
CON-000562,BEN-0141,Third-Party Donor Reporting,active,2024-12-21 00:00:00,OFF-010,
CON-000186,BEN-0047,Third-Party Donor Reporting,active,30/10/2024,OFF-008,
CON-000107,BEN-0027,Data Processing (KDPA Sec. 25),active,2024-10-16 00:00:00,OFF-004,
CON-000235,BEN-0059,Data Processing (KDPA Sec. 25),active,2024-06-16 00:00:00,OFF-013,
CON-000454,BEN-0114,Third-Party Donor Reporting,active,2024-09-06 00:00:00,OFF-006,
CON-000085,BEN-0022,Photography & Media,active,2024-10-05 00:00:00,OFF-008,
CON-000436,BEN-0109,Automated SMS/WhatsApp Communications,active,2024-07-31 00:00:00,OFF-006,
CON-000047,BEN-0012,Data Processing (KDPA Sec. 25),active,2024-11-25 00:00:00,OFF-007,
CON-000636,BEN-0159,Automated SMS/WhatsApp Communications,active,2024-08-28 00:00:00,OFF-009,
CON-000392,BEN-0098,Automated SMS/WhatsApp Communications,active,2024-06-04 00:00:00,OFF-015,
CON-000573,BEN-0144,Photography & Media,active,2024-08-24 00:00:00,OFF-011,
CON-000283,BEN-0071,Data Processing (KDPA Sec. 25),active,2024-08-02 00:00:00,OFF-005,
CON-000588,BEN-0147,Automated SMS/WhatsApp Communications,active,2024-11-17 00:00:00,OFF-010,
CON-000370,BEN-0093,Third-Party Donor Reporting,expired,12/11/2024,OFF-013,2025-04-15 00:00:00
CON-000629,BEN-0158,Photography & Media,active,2024-06-22 00:00:00,OFF-014,
CON-000245,BEN-0062,Photography & Media,active,2024-07-09 00:00:00,OFF-014,
CON-000524,BEN-0131,Automated SMS/WhatsApp Communications,active,2024-08-04 00:00:00,OFF-004,
CON-000519,BEN-0130,Data Processing (KDPA Sec. 25),active,10/11/2024,OFF-002,
CON-000576,BEN-0144,Automated SMS/WhatsApp Communications,active,2024-09-02 00:00:00,OFF-011,
CON-000006,BEN-0002,Third-Party Donor Reporting,active,2024-10-10 00:00:00,OFF-009,
CON-000089,BEN-0023,Photography & Media,active,2024-10-05 00:00:00,OFF-002,
CON-000568,BEN-0142,Automated SMS/WhatsApp Communications,active,2024-07-16 00:00:00,OFF-007,
CON-000492,BEN-0123,Automated SMS/WhatsApp Communications,active,2024-11-01 00:00:00,OFF-012,
CON-000696,BEN-0174,Automated SMS/WhatsApp Communications,active,2024-06-10 00:00:00,OFF-002,
CON-000530,BEN-0133,Third-Party Donor Reporting,active,2024-10-30 00:00:00,OFF-007,
CON-000332,BEN-0083,Automated SMS/WhatsApp Communications,active,2024-09-09 00:00:00,OFF-001,
CON-000364,BEN-0091,Automated SMS/WhatsApp Communications,active,2024-11-07 00:00:00,OFF-003,
CON-000291,BEN-0073,Data Processing (KDPA Sec. 25),active,2024-10-20 00:00:00,OFF-015,
CON-000617,BEN-0155,Photography & Media,active,2024-12-15 00:00:00,OFF-004,
CON-000774,BEN-0194,Third-Party Donor Reporting,withdrawn,2024-07-18 00:00:00,OFF-012,2024-12-10 00:00:00
CON-000154,BEN-0039,Third-Party Donor Reporting,active,2024-09-03 00:00:00,OFF-006,
CON-000412,BEN-0103,Automated SMS/WhatsApp Communications,withdrawn,2024-07-23 00:00:00,OFF-009,2024-11-21 00:00:00
CON-000410,BEN-0103,Third-Party Donor Reporting,active,2024-07-28 00:00:00,OFF-009,
CON-000152,BEN-0038,Automated SMS/WhatsApp Communications,active,,OFF-012,
CON-000797,BEN-0200,Photography & Media,active,2024-08-03 00:00:00,OFF-011,
CON-000045,BEN-0012,Photography & Media,active,2024-12-06 00:00:00,OFF-007,
CON-000359,BEN-0090,Data Processing (KDPA Sec. 25),active,2024-12-20 00:00:00,OFF-001,
CON-000128,BEN-0032,Automated SMS/WhatsApp Communications,active,2024-07-16 00:00:00,OFF-005,
CON-000059,BEN-0015,Data Processing (KDPA Sec. 25),active,2024-10-16 00:00:00,OFF-012,
CON-000610,BEN-0153,Third-Party Donor Reporting,active,2024-06-24 00:00:00,OFF-010,
CON-000036,BEN-0009,Automated SMS/WhatsApp Communications,active,2024-08-03 00:00:00,OFF-005,
CON-000463,BEN-0116,Data Processing (KDPA Sec. 25),active,2024-12-06 00:00:00,OFF-002,
CON-000475,BEN-0119,Data Processing (KDPA Sec. 25),active,2024-08-15 00:00:00,OFF-010,
CON-000075,BEN-0019,Data Processing (KDPA Sec. 25),active,2024-12-12 00:00:00,OFF-001,
CON-000416,BEN-0104,Automated SMS/WhatsApp Communications,active,2024-11-08 00:00:00,OFF-007,
CON-000722,BEN-0181,Third-Party Donor Reporting,active,2024-06-19 00:00:00,OFF-013,
CON-000098,BEN-0025,Third-Party Donor Reporting,active,2024-12-06 00:00:00,OFF-009,
CON-000026,BEN-0007,Third-Party Donor Reporting,active,2024-10-02 00:00:00,OFF-015,
CON-000484,BEN-0121,Automated SMS/WhatsApp Communications,pending,2024-12-03 00:00:00,OFF-013,
CON-000671,BEN-0168,Data Processing (KDPA Sec. 25),withdrawn,2024-07-07 00:00:00,OFF-013,2024-11-27 00:00:00
CON-000737,BEN-0185,Photography & Media,active,2024-12-01 00:00:00,OFF-013,
CON-000199,BEN-0050,Data Processing (KDPA Sec. 25),active,2024-09-04 00:00:00,OFF-009,
CON-000726,BEN-0182,Third-Party Donor Reporting,active,2024-11-21 00:00:00,OFF-004,
CON-000675,BEN-0169,Data Processing (KDPA Sec. 25),active,2024-12-13 00:00:00,OFF-008,
CON-000134,BEN-0034,Third-Party Donor Reporting,active,2024-10-06 00:00:00,OFF-009,
CON-000195,BEN-0049,Data Processing (KDPA Sec. 25),pending,2024-12-14 00:00:00,OFF-008,
CON-000345,BEN-0087,Photography & Media,active,2024-10-03 00:00:00,OFF-014,
CON-000648,BEN-0162,Automated SMS/WhatsApp Communications,active,26/11/2024,OFF-011,
CON-000768,BEN-0192,Automated SMS/WhatsApp Communications,active,2024-10-01 00:00:00,OFF-003,
CON-000716,BEN-0179,Automated SMS/WhatsApp Communications,active,2024-11-17 00:00:00,OFF-001,
CON-000607,BEN-0152,Data Processing (KDPA Sec. 25),active,2024-08-21 00:00:00,OFF-007,
CON-000216,BEN-0054,Automated SMS/WhatsApp Communications,active,2024-08-14 00:00:00,OFF-003,
CON-000644,BEN-0161,Automated SMS/WhatsApp Communications,active,2024-12-24 00:00:00,OFF-007,
